Column 1	LCSH	Column 2	Column 3	blank
Sugar trade--Mexico--Morelos--History--19th century		lcsh	http://example.org/1334445#Topic650-21	
Henequen industry--Mexico--Yucatán (State)--History--19th century		lcsh	http://example.org/1334445#Topic650-22	
Textile industry--Mexico--Puebla--History--19th century		lcsh	http://example.org/1334445#Topic650-23	
Employees--Training of	http://id.loc.gov/authorities/subjects/sh85042896	lcsh	http://example.org/1328919#Topic650-18	
Competency-based education	http://id.loc.gov/authorities/subjects/sh85029331	lcsh	http://example.org/1328919#Topic650-19	
Employer-supported education	http://id.loc.gov/authorities/subjects/sh85042908	lcsh	http://example.org/1328919#Topic650-20	
Organizational change	http://id.loc.gov/authorities/subjects/sh85095525	lcsh	http://example.org/1328919#Topic650-21	
Spanish American literature--History and criticism	http://id.loc.gov/authorities/subjects/sh2008112124	lcsh	http://example.org/1361037#Topic650-22	
Cuban literature--History and criticism	http://id.loc.gov/authorities/subjects/sh2008101978	lcsh	http://example.org/1361037#Topic650-23	
Electrometallurgy--Energy conservation--Congresses		lcsh	http://example.org/1344332#Topic650-19	
Concertos--Scores		lcsh	http://example.org/1338676#Topic650-28	
Consuls--Egypt--Correspondence		lcsh	http://example.org/1000231#Topic650-26	
Egyptologists--Italy--Correspondence		lcsh	http://example.org/1000231#Topic650-27	
Consuls--France--Correspondence		lcsh	http://example.org/1000231#Topic650-28	
Songs (Low voice) with instrumental ensemble--Scores	http://id.loc.gov/authorities/subjects/sh2008112067	lcsh	http://example.org/1372606#Topic650-26	
Sacred songs (High voice) with instrumental ensemble--Scores	http://id.loc.gov/authorities/subjects/sh2008111130	lcsh	http://example.org/1372606#Topic650-27	
French language--Dialects--France--Centre		lcsh	http://example.org/1327805#Topic650-29	
Occitan language--Dialects--France--Centre		lcsh	http://example.org/1327805#Topic650-30	
Piano music	http://id.loc.gov/authorities/subjects/sh85101782	lcsh	http://example.org/1317439#Topic650-23	
Computer graphics--Congresses	http://id.loc.gov/authorities/subjects/sh2008100018	lcsh	http://example.org/1339335#Topic650-21	
Musculoskeletal system	http://id.loc.gov/authorities/subjects/sh85088699	mesh	http://example.org/1316903#Topic650-22	
Physical therapy	http://id.loc.gov/authorities/subjects/sh85101568	lcsh	http://example.org/1316903#Topic650-23	
Muscular Diseases		mesh	http://example.org/1316903#Topic650-24	
Bones--Metabolism--Disorders	http://id.loc.gov/authorities/subjects/sh89004874	mesh	http://example.org/1316903#Topic650-25	
Orthopedics	http://id.loc.gov/authorities/subjects/sh85095799	lcsh	http://example.org/1316903#Topic650-26	
Musculoskeletal system--Diseases--Physical therapy		lcsh	http://example.org/1316903#Topic650-27	
Jazz musicians--United States--Biography	http://id.loc.gov/authorities/subjects/sh2008106051	lcsh	http://example.org/1349670#Topic650-26	
Singers--United States--Biography	http://id.loc.gov/authorities/subjects/sh2008111680	lcsh	http://example.org/1349670#Topic650-27	
Export marketing	http://id.loc.gov/authorities/subjects/sh85046502	lcsh	http://example.org/1342180#Topic650-19	
Saxophone--Studies and exercises	http://id.loc.gov/authorities/subjects/sh2008111208	lcsh	http://example.org/1328517#Topic650-22	
Building--Study and teaching	http://id.loc.gov/authorities/subjects/sh85017701	lcsh	http://example.org/1301990#Topic650-22	
Building--Vocational guidance		lcsh	http://example.org/1301990#Topic650-23	
Manufacturing processes--Study and teaching		lcsh	http://example.org/1301983#Topic650-23	
Manufacturing processes--Laboratory manuals		lcsh	http://example.org/1301983#Topic650-24	
Production management--Study and teaching		lcsh	http://example.org/1301983#Topic650-25	
Production management--Laboratory manuals		lcsh	http://example.org/1301983#Topic650-26	
Industrial management--Study and teaching	http://id.loc.gov/authorities/subjects/sh2009127034	lcsh	http://example.org/1301987#Topic650-22	
Production management--Study and teaching		lcsh	http://example.org/1301987#Topic650-23	
Manufactures--Study and teaching		lcsh	http://example.org/1301987#Topic650-24	
Construction industry--Study and teaching	http://id.loc.gov/authorities/subjects/sh85031438	lcsh	http://example.org/1301987#Topic650-25	
Photography of the nude	http://id.loc.gov/authorities/subjects/sh85101368	lcsh	http://example.org/1371885#Topic650-20	
Sextets (Clarinet, flute, saxophone, trumpet, percussion, violoncello)		lcsh	http://example.org/1373011#Topic650-28	
Quintets (Bassoon, clarinet, horn, violin, double bass), Arranged		lcsh	http://example.org/1373011#Topic650-29	
Quartets (Piano, bassoon, clarinet, flute), Arranged		lcsh	http://example.org/1373011#Topic650-30	
Quintets (Bassoon, clarinet, horn, cello, double bass)	http://id.loc.gov/authorities/subjects/sh85109908	lcsh	http://example.org/1373011#Topic650-31	
Indians of North America--Canada--Population		lcsh	http://example.org/1295879#Topic650-27	
Indians of North America--Canada--Statistics, Vital		lcsh	http://example.org/1295879#Topic650-28	
Fertility, Human--Canada--Statistics		lcsh	http://example.org/1295879#Topic650-29	
Artists' books--United States	http://id.loc.gov/authorities/subjects/sh2007101486	lcsh	http://example.org/1346663#Topic650-21	
Sound motion pictures	http://id.loc.gov/authorities/subjects/sh85088125	lcsh	http://example.org/1375638#Topic650-23	
Sound--Recording and reproducing	http://id.loc.gov/authorities/subjects/sh85125368	lcsh	http://example.org/1375638#Topic650-24	
Motion pictures--Aesthetics	http://id.loc.gov/authorities/subjects/sh85088085	lcsh	http://example.org/1375638#Topic650-25	
Occupations--History--Juvenile literature		lcsh	http://example.org/1000802#Topic650-25	
Professions--History--Juvenile literature		lcsh	http://example.org/1000802#Topic650-26	
Capitalists and financiers--History--Juvenile literature		lcsh	http://example.org/1000802#Topic650-27	
Merchants--History--Juvenile literature		lcsh	http://example.org/1000802#Topic650-28	
Problem children--Education (Secondary)--England		lcsh	http://example.org/1309360#Topic650-24	
Classroom management	http://id.loc.gov/authorities/subjects/sh85026819	lcsh	http://example.org/1309360#Topic650-25	
Folk art--Ontario--Exhibitions		lcsh	http://example.org/1386728#Topic650-23	
Ethnic art--Ontario--Exhibitions		lcsh	http://example.org/1386728#Topic650-24	
Food--Drying--Handbooks, manuals, etc		lcsh	http://example.org/1358427#Topic650-20	
Art in education--Saskatchewan--History		lcsh	http://example.org/1373735#Topic650-22	
Children's art	http://id.loc.gov/authorities/subjects/sh85023581	lcsh	http://example.org/1373735#Topic650-23	
Art--Study and teaching (Elementary)--Saskatchewan--History		lcsh	http://example.org/1373735#Topic650-24	
FORTRAN 77 (Computer program language)	http://id.loc.gov/authorities/subjects/sh89003275	lcsh	http://example.org/1309894#Topic650-23	
Artists' books--United States	http://id.loc.gov/authorities/subjects/sh2007101486	lcsh	http://example.org/1375302#Topic650-20	
World War, 1939-1945--Personal narratives, Canadian	http://id.loc.gov/authorities/subjects/sh2008113842	lcsh	http://example.org/1373592#Topic650-24	
Dialogue	http://id.loc.gov/authorities/subjects/sh85037531	lcsh	http://example.org/1001394#Topic650-28	
Authors and readers	http://id.loc.gov/authorities/subjects/sh85010025	lcsh	http://example.org/1001394#Topic650-29	
Bullying and bullies--Juvenile fiction			http://example.org/1001989#Topic650-22	
Dogs--Juvenile fiction	http://id.loc.gov/authorities/subjects/sh2008102357	lcsh	http://example.org/1001989#Topic650-23	
Anarchism	http://id.loc.gov/authorities/subjects/sh85004812	lcsh	http://example.org/1318946#Topic650-25	
Liquefied natural gas--Congresses		lcsh	http://example.org/1002810#Topic650-20	
Liquefied petroleum gas--Congresses		lcsh	http://example.org/1002810#Topic650-21	
Liquefied petroleum gas industry--Congresses		lcsh	http://example.org/1002810#Topic650-22	
Liquefied natural gas--Transportation--Congresses		lcsh	http://example.org/1002810#Topic650-23	
Liquefied petroleum gas--Transportation--Congresses		lcsh	http://example.org/1002810#Topic650-24	
Self-organizing systems	http://id.loc.gov/authorities/subjects/sh85119773	lcsh	http://example.org/1383488#Topic650-18	
Cybernetics	http://id.loc.gov/authorities/subjects/sh85035046	lcsh	http://example.org/1383488#Topic650-19	
Knowledge, Theory of	http://id.loc.gov/authorities/subjects/sh85072732	lcsh	http://example.org/1383488#Topic650-20	
Plant genetic engineering--New Zealand		lcsh	http://example.org/1309985#Topic650-20	
Plant breeding--New Zealand		lcsh	http://example.org/1309985#Topic650-21	
Triticale--Congresses		lcsh	http://example.org/1359151#Topic650-21	
Island arcs--Tonga		lcsh	http://example.org/1319655#Topic650-22	
Geology--Tonga		lcsh	http://example.org/1319655#Topic650-23	
Geology--Field work		lcsh	http://example.org/1350201#Topic650-23	
Wood-engraving, German--20th century--Exhibitions		lcsh	http://example.org/1371328#Topic650-19	
Glacial erosion	http://id.loc.gov/authorities/subjects/sh85055052	lcsh	http://example.org/1298265#Topic650-18	
Sediment transport	http://id.loc.gov/authorities/subjects/sh85119503	lcsh	http://example.org/1298265#Topic650-19	
Sedimentation and deposition	http://id.loc.gov/authorities/subjects/sh85119506	lcsh	http://example.org/1298265#Topic650-20	
Artists' books--United States	http://id.loc.gov/authorities/subjects/sh2007101486	lcsh	http://example.org/1339679#Topic650-18	
Vocational education	http://id.loc.gov/authorities/subjects/sh85144178	lcsh	http://example.org/1328569#Topic650-18	
Work ethic--Study and teaching (Secondary)		lcsh	http://example.org/1328569#Topic650-19	
Employees--Attitudes--Study and teaching (Secondary)		lcsh	http://example.org/1328569#Topic650-20	
Battlefields	http://id.loc.gov/authorities/subjects/sh85012429	lcsh	http://example.org/1339768#Topic650-19	
Battles	http://id.loc.gov/authorities/subjects/sh85012434	lcsh	http://example.org/1339768#Topic650-20	
Battlefields--Maps		lcsh	http://example.org/1339768#Topic650-21	
Battles--Maps		lcsh	http://example.org/1339768#Topic650-22	
Gas tungsten arc welding	http://id.loc.gov/authorities/subjects/sh85053344	lcsh	http://example.org/1298603#Topic650-20	
Documentary credit--Handbooks, manuals, etc		lcsh	http://example.org/1392757#Topic650-24	
Meat--Analysis		lcsh	http://example.org/1298993#Topic650-24	
Sonatas (Harpsichord)--20th century		lcsh	http://example.org/1312517#Topic650-29	
Harpsichord music--20th century		lcsh	http://example.org/1312517#Topic650-30	
Welding fumes--Physiological effect		lcsh	http://example.org/1372123#Topic650-25	
Welding fumes--Toxicology		lcsh	http://example.org/1372123#Topic650-26	
Welding--Health aspects	http://id.loc.gov/authorities/subjects/sh85146016	lcsh	http://example.org/1372123#Topic650-27	
Birth control--Africa--Congresses		lcsh	http://example.org/1348121#Topic650-22	
Birth control--Government policy--Africa--Congresses		lcsh	http://example.org/1348121#Topic650-23	
Fertility, Human--Africa--Congresses		lcsh	http://example.org/1348121#Topic650-24	
Artists' books--Germany--Exhibitions	http://id.loc.gov/authorities/subjects/sh2009115978	lcsh	http://example.org/1333615#Topic650-22	
Adventure stories--Juvenile fiction		lcsh	http://example.org/1001724#Topic650-21	
Family problems--Juvenile fiction			http://example.org/1001724#Topic650-22	
Cultural property--Protection--Canada, Northern--Congresses		lcsh	http://example.org/1408285#Topic650-20	
Archives--Canada, Northern--Congresses		lcsh	http://example.org/1408285#Topic650-21	
Museums--Canada, Northern--Congresses		lcsh	http://example.org/1408285#Topic650-22	
Oral history--Congresses	http://id.loc.gov/authorities/subjects/sh2010104492	lcsh	http://example.org/1408285#Topic650-23	
Children's literature, Spanish--Spain--History and criticism		lcsh	http://example.org/1336681#Topic650-20	
Children's literature, Spanish--Spain--Bibliography		lcsh	http://example.org/1336681#Topic650-21	
Children's literature, Spanish--History and criticism		lcsh	http://example.org/1336681#Topic650-22	
Children's literature, Spanish--Bibliography	http://id.loc.gov/authorities/subjects/sh2009119228	lcsh	http://example.org/1336681#Topic650-23	
Cybernetics	http://id.loc.gov/authorities/subjects/sh85035046	lcsh	http://example.org/1380227#Topic650-17	
Information theory	http://id.loc.gov/authorities/subjects/sh85066289	lcsh	http://example.org/1380227#Topic650-18	
Computer engineering	http://id.loc.gov/authorities/subjects/sh85029495	lcsh	http://example.org/1380227#Topic650-19	
World War, 1939-1945--Motion pictures and the war	http://id.loc.gov/authorities/subjects/sh85148447	lcsh	http://example.org/1378225#Topic650-25	
Equipment and supplies	http://id.loc.gov/authorities/subjects/sh87002492	mesh	http://example.org/1313298#Topic650-23	
People with disabilities	http://id.loc.gov/authorities/subjects/sh85058663	lcsh	http://example.org/1313298#Topic650-24	
Hoisting machinery	http://id.loc.gov/authorities/subjects/sh85061404	lcsh	http://example.org/1313298#Topic650-25	
Orthopedic apparatus	http://id.loc.gov/authorities/subjects/sh85095801	lcsh	http://example.org/1313298#Topic650-26	
Lifting and carrying	http://id.loc.gov/authorities/subjects/sh85076860	lcsh	http://example.org/1313298#Topic650-27	
Social case work	http://id.loc.gov/authorities/subjects/sh85123912	lcsh	http://example.org/1382918#Topic650-23	
Social group work--Hawaii		lcsh	http://example.org/1382918#Topic650-24	
Communication in families--Hawaii		lcsh	http://example.org/1382918#Topic650-25	
Communication in social work--Hawaii--Case studies		lcsh	http://example.org/1382918#Topic650-26	
Jazz	http://id.loc.gov/authorities/subjects/sh85069833	lcsh	http://example.org/1369450#Topic650-23	
Industrial toxicology	http://id.loc.gov/authorities/subjects/sh85065953	lcsh	http://example.org/1372115#Topic650-22	
Hazardous substances--Health aspects	http://id.loc.gov/authorities/subjects/sh87007308	lcsh	http://example.org/1372115#Topic650-23	
Minorities--Hungary--History--19th century		lcsh	http://example.org/1379603#Topic650-26	
Minorities--Hungary--History--20th century		lcsh	http://example.org/1379603#Topic650-27	
Hunger--Physiological aspects		lcsh	http://example.org/1353902#Topic650-28	
Hunger--Psychological aspects		lcsh	http://example.org/1353902#Topic650-29	
Brain--Localization of functions	http://id.loc.gov/authorities/subjects/sh85016342	lcsh	http://example.org/1353902#Topic650-30	
Marine ecology--Pacific Ocean		lcsh	http://example.org/1367064#Topic650-21	
Hydrothermal vent ecology--Pacific Ocean		lcsh	http://example.org/1367064#Topic650-22	
Hydrothermal vents--Pacific Ocean		lcsh	http://example.org/1367064#Topic650-23	
Soul--History of doctrines--Early church, ca 30-600		lcsh	http://example.org/1401638#Topic650-23	
Fredericton Region (NB) in art		lcsh	http://example.org/1373720#Topic650-24	
Madrigals, Italian	http://id.loc.gov/authorities/subjects/sh85079551	lcsh	http://example.org/1345144#Topic650-27	
Immigrants--Alberta--Periodicals		lcsh	http://example.org/1385748#Topic650-20	
Immigrants--Alberta--Statistics--Periodicals		lcsh	http://example.org/1385748#Topic650-21	
Rural development projects--Developing countries--Management		lcsh	http://example.org/1401550#Topic650-22	
Rural development projects--Developing countries--Management--Case studies		lcsh	http://example.org/1401550#Topic650-23	
Boilers--Efficiency	http://id.loc.gov/authorities/subjects/sh85015344	lcsh	http://example.org/1353280#Topic650-20	
Drama--Study and teaching (Secondary)--Alberta		lcsh	http://example.org/1372937#Topic650-21	
Improvisation (Acting)--Study and teaching (Secondary)--Alberta		lcsh	http://example.org/1372937#Topic650-22	
Indexing	http://id.loc.gov/authorities/subjects/sh85064867	lcsh	http://example.org/1335775#Topic650-21	
Information retrieval	http://id.loc.gov/authorities/subjects/sh85066148	lcsh	http://example.org/1335775#Topic650-22	
Database searching--United States		lcsh	http://example.org/1335775#Topic650-23	
Online bibliographic searching--United States		lcsh	http://example.org/1335775#Topic650-24	
Searching, Bibliographical	http://id.loc.gov/authorities/subjects/sh85119359	lcsh	http://example.org/1335775#Topic650-25	
Ventilation--Health aspects--Congresses		lcsh	http://example.org/1398455#Topic650-25	
Indoor air pollution--Toxicology--Congresses		lcsh	http://example.org/1398455#Topic650-26	
Air quality--Congresses		lcsh	http://example.org/1398455#Topic650-27	
Air Pollutants--adverse effects--congresses		mesh	http://example.org/1398455#Topic650-28	
Air Pollution--adverse effects--congresses		mesh	http://example.org/1398455#Topic650-29	
Printing--Specimens	http://id.loc.gov/authorities/subjects/sh85106766	lcsh	http://example.org/1352960#Topic650-19	
Printing--Specimens	http://id.loc.gov/authorities/subjects/sh85106766	lcsh	http://example.org/1352966#Topic650-20	
Technological innovations--Austria	http://id.loc.gov/authorities/subjects/sh2009102977	lcsh	http://example.org/1300365#Topic650-19	
High technology--Austria		lcsh	http://example.org/1300365#Topic650-20	
Trojan War	http://id.loc.gov/authorities/subjects/sh85137975	lcsh	http://example.org/1347433#Topic650-29	
Bronze age--Turkey	http://id.loc.gov/authorities/subjects/sh2009117652	lcsh	http://example.org/1347433#Topic650-30	
Civilization, Homeric	http://id.loc.gov/authorities/subjects/sh85026457	lcsh	http://example.org/1347433#Topic650-31	
Investments, Canadian--United States--Congresses		lcsh	http://example.org/1001976#Topic650-21	
Investments, American--Canada--Congresses		lcsh	http://example.org/1001976#Topic650-22	
Corporations, Foreign--Taxation--Canada--Congresses		lcsh	http://example.org/1001976#Topic650-23	
Corporations, Foreign--Taxation--United States--Congresses		lcsh	http://example.org/1001976#Topic650-24	
Foreign trade regulation--Canada--Congresses		lcsh	http://example.org/1001976#Topic650-25	
Foreign trade regulation--United States--Congresses		lcsh	http://example.org/1001976#Topic650-26	
Mining law--United States	http://id.loc.gov/authorities/subjects/sh2008107830	lcsh	http://example.org/1321809#Topic650-19	
Mineral industries--United States	http://id.loc.gov/authorities/subjects/sh2008107420	lcsh	http://example.org/1321809#Topic650-20	
Petroleum conservation--United States		lcsh	http://example.org/1325224#Topic650-20	
Natural gas--Conservation--United States		lcsh	http://example.org/1325224#Topic650-21	
Natural gas--Law and legislation--United States	http://id.loc.gov/authorities/subjects/sh2008108311	lcsh	http://example.org/1325224#Topic650-22	
Petroleum law and legislation--United States	http://id.loc.gov/authorities/subjects/sh2008109152	lcsh	http://example.org/1325224#Topic650-23	
Organ music	http://id.loc.gov/authorities/subjects/sh85095468	lcsh	http://example.org/1378930#Topic650-29	
Regional planning	http://id.loc.gov/authorities/subjects/sh85112367	lcsh	http://example.org/1298015#Topic650-23	
Mountains	http://id.loc.gov/authorities/subjects/sh85087823	lcsh	http://example.org/1298015#Topic650-24	
Indians of North America--Canada	http://id.loc.gov/authorities/subjects/sh85065444	lcsh	http://example.org/1380206#Topic650-20	
Sound--Equipment and supplies--Handbooks, manuals, etc		lcsh	http://example.org/1380206#Topic650-21	
Public address systems--Canada--Handbooks, manuals, etc		lcsh	http://example.org/1380206#Topic650-22	
Intercommunication systems--Handbooks, manuals, etc		lcsh	http://example.org/1380206#Topic650-23	
Buildings--Canada--Communication systems		lcsh	http://example.org/1380206#Topic650-24	
Corridors--Canada--Communication systems		lcsh	http://example.org/1380206#Topic650-25	
Rooms--Canada--Communication systems		lcsh	http://example.org/1380206#Topic650-26	
Office buildings--Canada--Communication systems		lcsh	http://example.org/1380206#Topic650-27	
Auditoriums--Canada--Communication systems		lcsh	http://example.org/1380206#Topic650-28	
Historic sites--United States--Interpretive programs		lcsh	http://example.org/1371310#Topic650-24	
Science--Study and teaching	http://id.loc.gov/authorities/subjects/sh85118587	lcsh	http://example.org/1323356#Topic650-18	
Mathematics--Study and teaching	http://id.loc.gov/authorities/subjects/sh85082157	lcsh	http://example.org/1323356#Topic650-19	
Technology--Study and teaching	http://id.loc.gov/authorities/subjects/sh85133171	lcsh	http://example.org/1323356#Topic650-20	
Interdisciplinary approach in education	http://id.loc.gov/authorities/subjects/sh85067231	lcsh	http://example.org/1323356#Topic650-21	
Women--Education--Alberta		lcsh	http://example.org/1336017#Topic650-21	
Women--Education	http://id.loc.gov/authorities/subjects/sh85147291	lcsh	http://example.org/1336017#Topic650-22	
Inuit--Greenland--Implements		cash	http://example.org/1370155#Topic650-24	
Inuit--Greenland--Social life and customs		cash	http://example.org/1370155#Topic650-25	
Inuit--Greenland--Costume and adornment		cash	http://example.org/1370155#Topic650-26	
Apple II (Computer)--Programming--Juvenile literature		lcsh	http://example.org/1002313#Topic650-23	
Pascal (Computer program language)--Juvenile literature		lcsh	http://example.org/1002313#Topic650-24	
Computer programming--Juvenile literature		lcsh	http://example.org/1002313#Topic650-25	
Education--United States--Evaluation	http://id.loc.gov/authorities/subjects/sh2008102707	lcsh	http://example.org/1338360#Topic650-23	
Educational planning--United States	http://id.loc.gov/authorities/subjects/sh2008102485	lcsh	http://example.org/1338360#Topic650-24	
Learning in animals	http://id.loc.gov/authorities/subjects/sh85075542	lcsh	http://example.org/1404306#Topic650-21	
Animal ecology	http://id.loc.gov/authorities/subjects/sh85005172	lcsh	http://example.org/1404306#Topic650-22	
Families--Juvenile fiction	http://id.loc.gov/authorities/subjects/sh2008103523	lcsh	http://example.org/1329126#Topic650-22	
Labor laws and legislation--Japan--Cases	http://id.loc.gov/authorities/subjects/sh2009128253	lcsh	http://example.org/1403381#Topic650-19	
Labor laws and legislation--Japan	http://id.loc.gov/authorities/subjects/sh2008106446	lcsh	http://example.org/1403381#Topic650-20	
Decoration and ornament--France--Art deco--Catalogs		lcsh	http://example.org/1001385#Topic650-23	
Lacquer and lacquering--France--History--20th century--Catalogs		lcsh	http://example.org/1001385#Topic650-24	
Art metal-work--France--History--20th century--Catalogs		lcsh	http://example.org/1001385#Topic650-25	
Work design	http://id.loc.gov/authorities/subjects/sh85148145	lcsh	http://example.org/1369304#Topic650-20	
Folk songs, Norwegian--Norway	http://id.loc.gov/authorities/subjects/sh2008120766	lcsh	http://example.org/1331611#Topic650-26	
Folk songs, Norwegian--Norway	http://id.loc.gov/authorities/subjects/sh2008120766	lcsh	http://example.org/1331611#Topic650-27	
Folk music--Norway	http://id.loc.gov/authorities/subjects/sh2008103919	lcsh	http://example.org/1331611#Topic650-28	
Women and religion--Periodicals		lcsh	http://example.org/1297607#Topic650-29	
Feminism--Religious aspects--Periodicals		lcsh	http://example.org/1297607#Topic650-30	
Women's studies--Periodicals	http://id.loc.gov/authorities/subjects/sh2008113738	lcsh	http://example.org/1297607#Topic650-31	
Adventure stories	http://id.loc.gov/authorities/subjects/sh85001072	lcsh	http://example.org/1001721#Topic650-21	
Family problems--Juvenile fiction		lcsh	http://example.org/1001721#Topic650-22	
Authors, Austrian--20th century--Biography	http://id.loc.gov/authorities/subjects/sh2007101601	lcsh	http://example.org/1350286#Topic650-20	
Juvenile delinquency--Canada--Prevention		lcsh	http://example.org/1316731#Topic650-21	
Community-based corrections--Canada		lcsh	http://example.org/1316731#Topic650-22	
Juvenile delinquency--Prevention	http://id.loc.gov/authorities/subjects/sh85071168	lcsh	http://example.org/1316731#Topic650-23	
Art, Chinese--Exhibitions	http://id.loc.gov/authorities/subjects/sh2007101137	lcsh	http://example.org/1403181#Topic650-23	
Rocks in art--Exhibitions		lcsh	http://example.org/1403181#Topic650-24	
English language--Etymology	http://id.loc.gov/authorities/subjects/sh85043529	lcsh	http://example.org/1306144#Topic650-26	
English language--Glossaries, vocabularies, etc	http://id.loc.gov/authorities/subjects/sh85043551	lcsh	http://example.org/1306144#Topic650-27	
Sociolinguistics	http://id.loc.gov/authorities/subjects/sh85124195	lcsh	http://example.org/1306144#Topic650-28	
Culture--Terminology		lcsh	http://example.org/1306144#Topic650-29	
Folk songs, Norwegian--Norway	http://id.loc.gov/authorities/subjects/sh2008120766	lcsh	http://example.org/1296492#Topic650-27	
Folk music--Norway	http://id.loc.gov/authorities/subjects/sh2008103919	lcsh	http://example.org/1296492#Topic650-28	
Wonnarua (Australian people)	http://id.loc.gov/authorities/subjects/sh87002209	lcsh	http://example.org/1002124#Topic650-24	
Wonnarua (Australian people)--Biography		lcsh	http://example.org/1002124#Topic650-25	
Aboriginal Australians--Government relations	http://id.loc.gov/authorities/subjects/sh85009596	lcsh	http://example.org/1002124#Topic650-26	
Art, Korean	http://id.loc.gov/authorities/subjects/sh85007749	lcsh	http://example.org/1385623#Topic650-21	
Music--India	http://id.loc.gov/authorities/subjects/sh85088840	lcsh	http://example.org/1383498#Topic650-27	
Hindustani music	http://id.loc.gov/authorities/subjects/sh85088852	lcsh	http://example.org/1383498#Topic650-28	
Ragas	http://id.loc.gov/authorities/subjects/sh89005764	lcsh	http://example.org/1383498#Topic650-29	
Tabla and violin music	http://id.loc.gov/authorities/subjects/sh85143588	lcsh	http://example.org/1383498#Topic650-30	
Science--Study and teaching--Safety measures		lcsh	http://example.org/1374460#Topic650-18	
Laboratories--Safety measures		lcsh	http://example.org/1374460#Topic650-19	
Working class--Europe--History--19th century		lcsh	http://example.org/1385290#Topic650-23	
Migration, Internal--Europe--History--19th century		lcsh	http://example.org/1385290#Topic650-24	
Foreign workers--United States--History--19th century		lcsh	http://example.org/1385290#Topic650-25	
Working class--United States--History--19th century	http://id.loc.gov/authorities/subjects/sh2010119401	lcsh	http://example.org/1385290#Topic650-26	
Pottery, Roman--Italy--Lombardy--Catalogs		lcsh	http://example.org/1375794#Topic650-23	
Women in public life--France--History		lcsh	http://example.org/1363463#Topic650-24	
Feminism--France--History	http://id.loc.gov/authorities/subjects/sh2008120368	lcsh	http://example.org/1363463#Topic650-25	
Political science--France--History	http://id.loc.gov/authorities/subjects/sh2008109690	lcsh	http://example.org/1363463#Topic650-26	
Western films--History and criticism	http://id.loc.gov/authorities/subjects/sh2008113451	lcsh	http://example.org/1375195#Topic650-22	
Sea ice--Lancaster Sound		lcsh	http://example.org/1387004#Topic650-20	
Sea ice--Remote sensing		lcsh	http://example.org/1387004#Topic650-21	
Radar indicators	http://id.loc.gov/authorities/subjects/sh85110319	lcsh	http://example.org/1387004#Topic650-22	
Airplane crash survival	http://id.loc.gov/authorities/subjects/sh2011000670	lcsh	http://example.org/1375411#Topic650-25	
Shipwreck survival	http://id.loc.gov/authorities/subjects/sh2011000668	lcsh	http://example.org/1375411#Topic650-26	
Survival	http://id.loc.gov/authorities/subjects/sh85130882	lcsh	http://example.org/1375411#Topic650-27	
Survival at sea	http://id.loc.gov/authorities/subjects/sh2011000669	lcsh	http://example.org/1375411#Topic650-28	
Survival and emergency equipment	http://id.loc.gov/authorities/subjects/sh85130879	lcsh	http://example.org/1375411#Topic650-29	
Wilderness survival	http://id.loc.gov/authorities/subjects/sh85146719	lcsh	http://example.org/1375411#Topic650-30	
Poverty	http://id.loc.gov/authorities/subjects/sh85105939	lcsh	http://example.org/1001415#Topic650-20	
Capitalism	http://id.loc.gov/authorities/subjects/sh85019958	lcsh	http://example.org/1001415#Topic650-21	
International economic relations	http://id.loc.gov/authorities/subjects/sh85067395	lcsh	http://example.org/1001415#Topic650-22	
Motion pictures--Semiotics	http://id.loc.gov/authorities/subjects/sh86004200	lcsh	http://example.org/1376431#Topic650-23	
Poets, French--16th century--Biography	http://id.loc.gov/authorities/subjects/sh2010106664	lcsh	http://example.org/1334425#Topic650-26	
Translators--France--Biography		lcsh	http://example.org/1334425#Topic650-27	
Humanists--France--Biography	http://id.loc.gov/authorities/subjects/sh2008122101	lcsh	http://example.org/1334425#Topic650-28	
Christian poetry, French--History and criticism	http://id.loc.gov/authorities/subjects/sh2009118553	lcsh	http://example.org/1334425#Topic650-29	
Reformation--France	http://id.loc.gov/authorities/subjects/sh2008110574	lcsh	http://example.org/1334425#Topic650-30	
Lasers--Industrial applications--Congresses	http://id.loc.gov/authorities/subjects/sh2008106672	lcsh	http://example.org/1336460#Topic650-20	
Materials--Effect of radiation on--Congresses	http://id.loc.gov/authorities/subjects/sh2008107536	lcsh	http://example.org/1336460#Topic650-21	
Metallurgy--Laser use in--Congresses		lcsh	http://example.org/1336460#Topic650-22	
Discourse analysis, Literary	http://id.loc.gov/authorities/subjects/sh85038363	lcsh	http://example.org/1333926#Topic650-24	
Law reports, digests, etc--England--Bibliography		lcsh	http://example.org/1395325#Topic650-18	
Law reports, digests, etc--Scotland--Bibliography		lcsh	http://example.org/1395325#Topic650-19	
Law reports, digests, etc--Ireland--Bibliography		lcsh	http://example.org/1395325#Topic650-20	
Creole dialects, French--Louisiana--Breaux Bridge		lcsh	http://example.org/1356833#Topic650-23	
Motion pictures--Philosophy	http://id.loc.gov/authorities/subjects/sh2008108033	lcsh	http://example.org/1375839#Topic650-24	
Daunii (Italic people)--Italy--Ascoli Satriano--Catalogs		lcsh	http://example.org/1001379#Topic650-22	
Daunii (Italic people)--Italy--Arpi (Extinct city)--Catalogs		lcsh	http://example.org/1001379#Topic650-23	
