Contemporary verse 2.	Contemporary verse 2.	Contemporary verse 2	http://example.org/1344570#Work
Poetry lives here.	Poetry lives here.	Poetry lives here	http://example.org/1344570#Work740-39
CV II,			
Tessera (Burnaby, B.C.),			
Control of exposure to welding fumes and gases /	Control of exposure to welding fumes and gases /	Control of exposure to welding fumes and gases	http://example.org/1372321#Work
Cope...with a household inventory.	Cope...with a household inventory.	Cope...with a household inventory	http://example.org/1361022#Work
Household inventory for Alberta farm families.	Household inventory for Alberta farm families.	Household inventory for Alberta farm families	http://example.org/1361022#Work740-22
Cope ... with a spending plan.	Cope ... with a spending plan.	Cope ... with a spending plan	http://example.org/1367328#Work
Corona and field effects of AC overhead transmission lines : information for decision makers.	Corona and field effects of AC overhead transmission lines : information for decision makers.	Corona and field effects of AC overhead transmission lines	http://example.org/1397103#Work
Masses, A major Latin	Masses, A major Latin	Masses	http://example.org/1373780#Work
Marche religieux.	Marche religieux.	Marche religieux	http://example.org/1373780#Work700-41
Messe du couronnement.	Messe du couronnement.	Messe du couronnement	http://example.org/1373780#Work740-44
Messa dell'incoronazione.	Messa dell'incoronazione.	Messa dell'incoronazione	http://example.org/1373780#Work740-45
Corporate finance : concepts and applications /	Corporate finance : concepts and applications /	Corporate finance	http://example.org/1002457#Work
Correctional afterthoughts : programs for female offenders /	Correctional afterthoughts : programs for female offenders /	Correctional afterthoughts	http://example.org/1327137#Work
Programs for female offenders.	Programs for female offenders.	Programs for female offenders	http://example.org/1327137#Work740-26
User report ;	User report ;	User report	http://example.org/1327137#Work830-27
Countertrade primer for Canadian exporters.	Countertrade primer for Canadian exporters.	Countertrade primer for Canadian exporters	http://example.org/1392658#Work
Creative diplomacy : Japan's initiative for peace and prosperity /	Creative diplomacy : Japan's initiative for peace and prosperity /	Creative diplomacy	http://example.org/1337827#Work
Japan's initiative for peace and prosperity.	Japan's initiative for peace and prosperity.	Japan's initiative for peace and prosperity	http://example.org/1337827#Work740-23
Nippon Gaiko no Shishin.	Nippon Gaiko no Shishin.	Nippon Gaiko no Shishin	http://example.org/1337827#Work740-24
Ethnocriminologie de l'Afrique Noir. English	Ethnocriminologie de l'Afrique Noir. English	Ethnocriminologie de l'Afrique Noir	http://example.org/1353613#Work
Cahiers de recherches criminologiques. ;	Cahiers de recherches criminologiques. ;	Cahiers de recherches criminologiques	http://example.org/1353613#Work830-27
Critic's corner.	Critic's corner.	Critic's corner	http://example.org/1300482#Work
Songs of contemplation.	Songs of contemplation.	Songs of contemplation	http://example.org/1300482#Work700-37
Songs of contemplation.	Songs of contemplation.	Songs of contemplation	http://example.org/1300482#Work740-39
Crop protection handbook : cereals /	Crop protection handbook : cereals /	Crop protection handbook	http://example.org/1360828#Work
Cross-reference from proposed tariff item no. to present tariff item no. /	Cross-reference from proposed tariff item no. to present tariff item no. /	Cross-reference from proposed tariff item no. to present tariff item no	http://example.org/1353511#Work
Cross-reference from present tariff item no. to proposed tariff item no.	Cross-reference from present tariff item no. to proposed tariff item no.	Cross-reference from present tariff item no. to proposed tariff item no	http://example.org/1353511#Work740-24
Das föderative System der Bundesrepublik Deutschland /	föderative System der Bundesrepublik Deutschland /	Das föderative System der Bundesrepublik Deutschland	http://example.org/1321850#Work
Debert : a Paleo-Indian site in central Nova Scotia /	Debert : a Paleo-Indian site in central Nova Scotia /	Debert	http://example.org/1370731#Work
Décadrages : peinture et cinéma /	Décadrages : peinture et cinéma /	Décadrages	http://example.org/1374668#Work
Cahiers du cinéma. Essais.	Cahiers du cinéma. Essais.	Cahiers du cinéma	http://example.org/1374668#Work830-24
Décideurs et gestionnaires : étude sur la direction et l'encadrement des secteurs privé et public /	Décideurs et gestionnaires : étude sur la direction et l'encadrement des secteurs privé et public /	Décideurs et gestionnaires	http://example.org/1326250#Work
Etude sur la direction et l'encadrement des secteurs privé et public.	Etude sur la direction et l'encadrement des secteurs privé et public.	Etude sur la direction et l'encadrement des secteurs privé et public	http://example.org/1326250#Work740-29
Dossiers du Conseil de la langue française. ;	Dossiers du Conseil de la langue française. ;	Dossiers du Conseil de la langue française	http://example.org/1326250#Work830-30
Ornament narodov Sibiri kak istoricheskii istochnik. English.	Ornament narodov Sibiri kak istoricheskii istochnik. English.	Ornament narodov Sibiri kak istoricheskii istochnik	http://example.org/1398879#Work
Definition of the engineering method /	Definition of the engineering method /	Definition of the engineering method	http://example.org/1356575#Work
Delo Veljka Petrovića : zbornik radova /	Delo Veljka Petrovića : zbornik radova /	Delo Veljka Petrovića	http://example.org/1312010#Work
Der Epheserbrief /	Epheserbrief /	Der Epheserbrief	http://example.org/1002122#Work
Bible. Ephesians	Bible. Ephesians	Bible	http://example.org/1002122#Work630-23
Bible. Ephesians. German.	Bible. Ephesians. German.	Bible	http://example.org/1002122#Work730-24
Zürcher Bibelkommentare. NT. ;	Zürcher Bibelkommentare. NT. ;	Zürcher Bibelkommentare	http://example.org/1002122#Work830-25
Der Stil in der Musik : I. Buch, Prinzipien und Arten des musikalischen Stils (Alles erschienene) /	Stil in der Musik : I. Buch, Prinzipien und Arten des musikalischen Stils (Alles erschienene) /	Der Stil in der Musik	http://example.org/1353845#Work
Opisanie selʹskogo dukhovenstva English	Opisanie selʹskogo dukhovenstva English	Opisanie selʹskogo dukhovenstva	http://example.org/1319379#Work
Deutsche Kolonien an der Wolga 1917-1919 und das Deutsche Reich /	Deutsche Kolonien an der Wolga 1917-1919 und das Deutsche Reich /	Deutsche Kolonien an der Wolga 1917-1919 und das Deutsche Reich	http://example.org/1316981#Work
Veröffentlichungen des Osteuropa-Institutes München.	Veröffentlichungen des Osteuropa-Institutes München.	Veröffentlichungen des Osteuropa-Institutes München	http://example.org/1316981#Work830-29
Veröffentlichungen des Osteuropa-Institutes München. Reihe Geschichte ;	Veröffentlichungen des Osteuropa-Institutes München. Reihe Geschichte ;	Veröffentlichungen des Osteuropa-Institutes München	http://example.org/1316981#Work830-30
Developmental neuropsychology.	Developmental neuropsychology.	Developmental neuropsychology	http://example.org/1368425#Work
Dialogovyı̆ kompleks programm krab /	Dialogovyı̆ kompleks programm krab /	Dialogovyı̆ kompleks programm krab	http://example.org/1324345#Work
Krab (Computer program)	Krab (Computer program)	Krab (Computer program)	http://example.org/1324345#Work630-19
Die Brüder Karamasow : zur Struktur der Romane F.M. Dostojewskis /	Brüder Karamasow : zur Struktur der Romane F.M. Dostojewskis /	Die Brüder Karamasow	http://example.org/1306446#Work
Bratʹi͡a Karamazovy.	Bratʹi͡a Karamazovy.	Bratʹi͡a Karamazovy	http://example.org/1306446#Work600-21
Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse.	Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse.	Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse	http://example.org/1306446#Work830-22
Dietary fibre perspectives : reviews and bibliography /	Dietary fibre perspectives : reviews and bibliography /	Dietary fibre perspectives	http://example.org/1305090#Work
Directory of non-governmental organizations for rural development.	Directory of non-governmental organizations for rural development.	Directory of non-governmental organizations for rural development	http://example.org/1369249#Work
Direct services for battered native women in Canada /	Direct services for battered native women in Canada /	Direct services for battered native women in Canada	http://example.org/1328553#Work
Discourse and learning /	Discourse and learning /	Discourse and learning	http://example.org/1296421#Work
Applied linguistics and language study.	Applied linguistics and language study.	Applied linguistics and language study	http://example.org/1296421#Work830-26
Disorders with defective hearing /	Disorders with defective hearing /	Disorders with defective hearing	http://example.org/1310646#Work
Advances in audiology ;	Advances in audiology ;	Advances in audiology	http://example.org/1310646#Work830-31
Treaties, etc. France, 1972 March 27	Treaties, etc. France, 1972 March 27	Treaties, etc	http://example.org/1370971#Work
Annexes to the memorial submitted by Canada, February 22, 1985.	Annexes to the memorial submitted by Canada, February 22, 1985.	Annexes to the memorial submitted by Canada, February 22, 1985	http://example.org/1370971#Work740-25
Différend concernant le filetage à l'interieur du Golfe du St-Laurent par les chalutiers Français vises à l'article 4(b) de l'accord de pêche entre le Canada et la France du 27 Mars 1972.	Différend concernant le filetage à l'interieur du Golfe du St-Laurent par les chalutiers Français vises à l'article 4(b) de l'accord de pêche entre le Canada et la France du 27 Mars 1972.	Différend concernant le filetage à l'interieur du Golfe du St-Laurent par les chalutiers Français vises à l'article 4(b) de l'accord de pêche entre le Canada et la France du 27 Mars 1972	http://example.org/1370971#Work740-26
Does neoteny occur in holarctic lampreys (petromyzontidae)? /	Does neoteny occur in holarctic lampreys (petromyzontidae)? /	Does neoteny occur in holarctic lampreys (petromyzontidae)?	http://example.org/1387517#Work
Domestic factors in foreign policy : a cross-national statistical analysis /	Domestic factors in foreign policy : a cross-national statistical analysis /	Domestic factors in foreign policy	http://example.org/1319372#Work
Donkey dance &amp; other poems /	Donkey dance &amp; other poems /	Donkey dance &amp; other poems	http://example.org/1336099#Work
D.W. Griffith and the Biograph Company /	D.W. Griffith and the Biograph Company /	D.W. Griffith and the Biograph Company	http://example.org/1380019#Work
Filmmakers series. ;	Filmmakers series. ;	Filmmakers series	http://example.org/1380019#Work830-26
Ean Máššan	Ean Máššan	Ean Máššan	http://example.org/1330790#Work
Early childhood classroom observation /	Early childhood classroom observation /	Early childhood classroom observation	http://example.org/1347059#Work
Education and development : some essays and thoughts on Korean education /	Education and development : some essays and thoughts on Korean education /	Education and development	http://example.org/1385419#Work
Korean education.	Korean education.	Korean education	http://example.org/1385419#Work740-21
Education and social change in India /	Education and social change in India /	Education and social change in India	http://example.org/1303997#Work
Education and youth unemployment : contributions to the ninth conference of Commonwealth education ministers.	Education and youth unemployment : contributions to the ninth conference of Commonwealth education ministers.	Education and youth unemployment	http://example.org/1323221#Work
El Niño North : Niño effects in the Eastern Subarctic Pacific Ocean /	El Niño North : Niño effects in the Eastern Subarctic Pacific Ocean /	El Niño North	http://example.org/1001639#Work
El ser social del texto literario : a partir de Los funerales de la Mamá Grande de Gabriel García Márquez /	ser social del texto literario : a partir de Los funerales de la Mamá Grande de Gabriel García Márquez /	El ser social del texto literario	http://example.org/1326228#Work
Funerales de la Mamá Grande.	Funerales de la Mamá Grande.	Funerales de la Mamá Grande	http://example.org/1326228#Work600-23
El Siglo XIX en México : cinco procesos regionales--Morelos, Monterrey, Yucatán, Jalisco y Puebla /	Siglo XIX en México : cinco procesos regionales--Morelos, Monterrey, Yucatán, Jalisco y Puebla /	El Siglo XIX en México	http://example.org/1334445#Work
Embermalom /	Embermalom /	Embermalom	http://example.org/1329424#Work
Emma /	Emma /	Emma	http://example.org/1339375#Work
Employee participation in training program development : a tool for organizational change /	Employee participation in training program development : a tool for organizational change /	Employee participation in training program development	http://example.org/1328919#Work
En el fiel de América : estudios de literatura hispanoamericana /	En el fiel de América : estudios de literatura hispanoamericana /	En el fiel de América	http://example.org/1361037#Work
Giraldilla.	Giraldilla.	Giraldilla	http://example.org/1361037#Work830-24
Energy reduction techniques in metal electrochemical processes: proceedings of a symposium /	Energy reduction techniques in metal electrochemical processes: proceedings of a symposium /	Energy reduction techniques in metal electrochemical processes	http://example.org/1344332#Work
Concertos. Selections	Concertos. Selections	Concertos	http://example.org/1338676#Work
Erbe deutscher Musik ;	Erbe deutscher Musik ;	Erbe deutscher Musik	http://example.org/1338676#Work830-30
Correspondence	Correspondence	Correspondence	http://example.org/1000231#Work
Ernesto Sábato en la crisis de la modernidad /	Ernesto Sábato en la crisis de la modernidad /	Ernesto Sábato en la crisis de la modernidad	http://example.org/1403173#Work
Colección Estudios latinoamericanos. ;	Colección Estudios latinoamericanos. ;	Colección Estudios latinoamericanos	http://example.org/1403173#Work830-25
Es sang vor langen Jahren für Alt (oder Contratenor), Violine und Viola /	Es sang vor langen Jahren für Alt (oder Contratenor), Violine und Viola /	Es sang vor langen Jahren	http://example.org/1372606#Work
Studien zur dialektalen Situation Zentralfrankreichs. French	Studien zur dialektalen Situation Zentralfrankreichs. French	Studien zur dialektalen Situation Zentralfrankreichs	http://example.org/1327805#Work
Situation dialectale dans le Centre de la France.	Situation dialectale dans le Centre de la France.	Situation dialectale dans le Centre de la France	http://example.org/1327805#Work740-32
Etude de l'impact culturel, social et économique des tendances démographiques actuelles sur l'avenir du Québec comme société distincte /	Etude de l'impact culturel, social et économique des tendances démographiques actuelles sur l'avenir du Québec comme société distincte /	Etude de l'impact culturel, social et économique des tendances démographiques actuelles sur l'avenir du Québec comme société distincte	http://example.org/1298184#Work
Études-tableaux, op. 33	Études-tableaux, op. 33	Études-tableaux	http://example.org/1317439#Work
Études-tableaux, op. 39.	Études-tableaux, op. 39.	Études-tableaux	http://example.org/1317439#Work700-25
EUROGRAPHICS '85 : proceedings of the European Graphics Conference and Exhibition, Nice, France, 9-13 September, 1985 /	EUROGRAPHICS '85 : proceedings of the European Graphics Conference and Exhibition, Nice, France, 9-13 September, 1985 /	EUROGRAPHICS '85	http://example.org/1339335#Work
Europe today : an atlas of reproducible pages.	Europe today : an atlas of reproducible pages.	Europe today	http://example.org/1303935#Work
World Eagle's today series.	World Eagle's today series.	World Eagle's today series	http://example.org/1303935#Work830-30
Evaluation, treatment and prevention of musculoskeletal disorders /	Evaluation, treatment and prevention of musculoskeletal disorders /	Evaluation, treatment and prevention of musculoskeletal disorders	http://example.org/1316903#Work
Every day : the story of Joe Williams /	Every day : the story of Joe Williams /	Every day	http://example.org/1349670#Work
Excellence in exporting : advice and comments from Canada Export Award winners /	Excellence in exporting : advice and comments from Canada Export Award winners /	Excellence in exporting	http://example.org/1342180#Work
Exercices pratiques pour ensemble de saxophones Practical exercises for saxophone ensemble = Praktische Übungen für Saxophonensemble /	Exercices pratiques pour ensemble de saxophones Practical exercises for saxophone ensemble = Praktische Übungen für Saxophonensemble /	Exercices pratiques pour ensemble de saxophones	http://example.org/1328517#Work
Practical exercises for saxophone ensemble.	Practical exercises for saxophone ensemble.	Practical exercises for saxophone ensemble	http://example.org/1328517#Work740-23
Praktische Übungen für Saxophonensemble.	Praktische Übungen für Saxophonensemble.	Praktische Übungen für Saxophonensemble	http://example.org/1328517#Work740-24
Enseignement moderne du saxophone.	Enseignement moderne du saxophone.	Enseignement moderne du saxophone	http://example.org/1328517#Work830-25
Exploring construction /	Exploring construction /	Exploring construction	http://example.org/1301990#Work
Student manual for exploring construction.	Student manual for exploring construction.	Student manual for exploring construction	http://example.org/1301990#Work740-24
Activity sheets for exploring construction.	Activity sheets for exploring construction.	Activity sheets for exploring construction	http://example.org/1301990#Work740-25
Exploring manufacturing /	Exploring manufacturing /	Exploring manufacturing	http://example.org/1301983#Work
Student manual for exploring manufacturing.	Student manual for exploring manufacturing.	Student manual for exploring manufacturing	http://example.org/1301983#Work740-27
Instructor's guide and answer key for use with exploring manufacturing.	Instructor's guide and answer key for use with exploring manufacturing.	Instructor's guide and answer key for use with exploring manufacturing	http://example.org/1301983#Work740-28
Goodheart-Willcox exploring technology series.	Goodheart-Willcox exploring technology series.	Goodheart-Willcox exploring technology series	http://example.org/1301983#Work830-29
Exploring production /	Exploring production /	Exploring production	http://example.org/1301987#Work
Exquisite creatures : photographs /	Exquisite creatures : photographs /	Exquisite creatures	http://example.org/1371885#Work
Facade. Selections.	Facade. Selections.	Facade	http://example.org/1373011#Work
Till Eulenspiegels lustige Streiche; arranged.	Till Eulenspiegels lustige Streiche; arranged.	Till Eulenspiegels lustige Streiche	http://example.org/1373011#Work700-33
Waltzes, piano, op. 38; arranged.	Waltzes, piano, op. 38; arranged.	Waltzes	http://example.org/1373011#Work700-34
Serenata-invano.	Serenata-invano.	Serenata-invano	http://example.org/1373011#Work700-35
Till Eulenspiegel einmal anders!	Till Eulenspiegel einmal anders!	Till Eulenspiegel einmal anders!	http://example.org/1373011#Work740-37
Fertility projections of registered Indians, 1982 to 1996 /	Fertility projections of registered Indians, 1982 to 1996 /	Fertility projections of registered Indians, 1982 to 1996	http://example.org/1295879#Work
Figured silks. Part one, Silk and secrecy	Figured silks. Part one, Silk and secrecy	Figured silks	http://example.org/1346663#Work
Silk and secrecy.	Silk and secrecy.	Silk and secrecy	http://example.org/1346663#Work740-23
Film sound : theory and practice /	Film sound : theory and practice /	Film sound	http://example.org/1375638#Work
Financiers and traders /	Financiers and traders /	Financiers and traders	http://example.org/1000802#Work
Work throughout history.	Work throughout history.	Work throughout history	http://example.org/1000802#Work830-30
Finding answers to disruption : discussion exercises for secondary teachers /	Finding answers to disruption : discussion exercises for secondary teachers /	Finding answers to disruption	http://example.org/1309360#Work
SCDC publications.	SCDC publications.	SCDC publications	http://example.org/1309360#Work830-27
Flashman and the dragon : from the Flashman papers, 1860 /	Flashman and the dragon : from the Flashman papers, 1860 /	Flashman and the dragon	http://example.org/1348705#Work
Folk treasures of historic Ontario /	Folk treasures of historic Ontario /	Folk treasures of historic Ontario	http://example.org/1386728#Work
Food drying : a beginner's guide.	Food drying : a beginner's guide.	Food drying	http://example.org/1358427#Work
For the children : 25 years with the Saskatchewan Society for Education Through Art /	For the children : 25 years with the Saskatchewan Society for Education Through Art /	For the children	http://example.org/1373735#Work
Twentyfive years with the Saskatchewan Society for Education Through Art.	Twentyfive years with the Saskatchewan Society for Education Through Art.	Twentyfive years with the Saskatchewan Society for Education Through Art	http://example.org/1373735#Work740-27
Fortran 77 fundamentals and style /	Fortran 77 fundamentals and style /	Fortran 77 fundamentals and style	http://example.org/1309894#Work
Fragile 4	Fragile 4	Fragile 4	http://example.org/1375302#Work
Surround.	Surround.	Surround	http://example.org/1375302#Work740-22
Fragments of war : stories from survivors of World War II /	Fragments of war : stories from survivors of World War II /	Fragments of war	http://example.org/1373592#Work
Stories from survivors of World War II.	Stories from survivors of World War II.	Stories from survivors of World War II	http://example.org/1373592#Work740-25
Framed narratives : Diderot's genealogy of the beholder /	Framed narratives : Diderot's genealogy of the beholder /	Framed narratives	http://example.org/1001394#Work
Religieuse.	Religieuse.	Religieuse	http://example.org/1001394#Work600-27
Theory and history of literature. ;	Theory and history of literature. ;	Theory and history of literature	http://example.org/1001394#Work830-30
Froggett's revenge /	Froggett's revenge /	Froggett's revenge	http://example.org/1001989#Work
From out of the dustbin : Bakunin's basic writings, 1869-1871 /	From out of the dustbin : Bakunin's basic writings, 1869-1871 /	From out of the dustbin	http://example.org/1318946#Work
From Russia to USSR : a narrative and documentary history /	From Russia to USSR : a narrative and documentary history /	From Russia to USSR	http://example.org/1329058#Work
Gastech 84 : Gastech 84 LNG/LPG Conference, November 6-9, 1984, Amsterdam.	Gastech 84 : Gastech 84 LNG/LPG Conference, November 6-9, 1984, Amsterdam.	Gastech 84	http://example.org/1002810#Work
Généalogies de l'auto-organisation.	Généalogies de l'auto-organisation.	Généalogies de l'auto-organisation	http://example.org/1383488#Work
Cahier (Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie)	Cahier (Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie)	Cahier (Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie)	http://example.org/1383488#Work830-22
Genetic manipulation for plant improvement /	Genetic manipulation for plant improvement /	Genetic manipulation for plant improvement	http://example.org/1309985#Work
DSIR discussion paper. ;	DSIR discussion paper. ;	DSIR discussion paper	http://example.org/1309985#Work830-24
Genetics and breeding of triticale : proceedings of the 3rd EUCARPIA Meeting of the Cereal Section on Triticale = Génétique et sélection du triticale : comptes-rendus des conférences présentées au Congrès de la Section Céréales d'EUCARPIA sur le Triticale, INRA, Station d'Amélioration des Plantes, Clermont-Ferrand, France, 2-5 Juillet 1984 /	Genetics and breeding of triticale : proceedings of the 3rd EUCARPIA Meeting of the Cereal Section on Triticale = Génétique et sélection du triticale : comptes-rendus des conférences présentées au Congrès de la Section Céréales d'EUCARPIA sur le Triticale, INRA, Station d'Amélioration des Plantes, Clermont-Ferrand, France, 2-5 Juillet 1984 /	Genetics and breeding of triticale	http://example.org/1359151#Work
Génétique et sélection du triticale.	Génétique et sélection du triticale.	Génétique et sélection du triticale	http://example.org/1359151#Work740-25
Geology and offshore resources of Pacific island arcs--Tonga region /	Geology and offshore resources of Pacific island arcs--Tonga region /	Geology and offshore resources of Pacific island arcs--Tonga region	http://example.org/1319655#Work
Earth science series (Houston, Tex.) ;	Earth science series (Houston, Tex.) ;	Earth science series (Houston, Tex.)	http://example.org/1319655#Work830-27
Geology in the field /	Geology in the field /	Geology in the field	http://example.org/1350201#Work
German woodcut in the 20th century.	German woodcut in the 20th century.	German woodcut in the 20th century	http://example.org/1371328#Work
Glacial sedimentary environments /	Glacial sedimentary environments /	Glacial sedimentary environments	http://example.org/1298265#Work
SEPM short course. ;	SEPM short course. ;	SEPM short course	http://example.org/1298265#Work830-25
[Glint glister]	[Glint glister]	[Glint glister]	http://example.org/1339679#Work
Grade eight : educators information kit : Canada career week.	Grade eight : educators information kit : Canada career week.	Grade eight	http://example.org/1328569#Work
Educators information kit, Canada career week.	Educators information kit, Canada career week.	Educators information kit, Canada career week	http://example.org/1328569#Work740-21
Great battlefields of the world /	Great battlefields of the world /	Great battlefields of the world	http://example.org/1339768#Work
GTAW handbook /	GTAW handbook /	GTAW handbook	http://example.org/1298603#Work
Guide to documentary credit operations : including uniform customs and practice for documentary credits.	Guide to documentary credit operations : including uniform customs and practice for documentary credits.	Guide to documentary credit operations	http://example.org/1392757#Work
Uniform customs and practice for documentary credits.	Uniform customs and practice for documentary credits.	Uniform customs and practice for documentary credits	http://example.org/1392757#Work740-28
ICC standard credit application and credit forms.	ICC standard credit application and credit forms.	ICC standard credit application and credit forms	http://example.org/1392757#Work740-29
Publication (International Chamber of Commerce) ;	Publication (International Chamber of Commerce) ;	Publication (International Chamber of Commerce)	http://example.org/1392757#Work830-30
Guide to Korean culture /	Guide to Korean culture /	Guide to Korean culture	http://example.org/1385543#Work
Günter Grass, Werk und Wirkung /	Günter Grass, Werk und Wirkung /	Günter Grass, Werk und Wirkung	http://example.org/1002120#Work
Sammlung Profile. ;	Sammlung Profile. ;	Sammlung Profile	http://example.org/1002120#Work830-24
Handbook of meat analysis /	Handbook of meat analysis /	Handbook of meat analysis	http://example.org/1298993#Work
Handbook for meat chemists.	Handbook for meat chemists.	Handbook for meat chemists	http://example.org/1298993#Work700-25
Hannah : roman /	Hannah : roman /	Hannah	http://example.org/1400896#Work
Harbach harpsichord music of the 20th century.	Harbach harpsichord music of the 20th century.	Harbach harpsichord	http://example.org/1312517#Work
Sonatas, harpsichord.	Sonatas, harpsichord.	Sonatas	http://example.org/1312517#Work700-31
Fancies, harpsichord.	Fancies, harpsichord.	Fancies	http://example.org/1312517#Work700-32
Harpsichord music.	Harpsichord music.	Harpsichord music	http://example.org/1312517#Work700-33
Sonata, harpsichord, no. 7, op. 56.	Sonata, harpsichord, no. 7, op. 56.	Sonata	http://example.org/1312517#Work700-34
Bach goes to town.	Bach goes to town.	Bach goes to town	http://example.org/1312517#Work700-35
Barbara Harbach performs music of the twentieth century.	Barbara Harbach performs music of the twentieth century.	Barbara Harbach performs music of the twentieth century	http://example.org/1312517#Work740-36
Harold Klunder : paintings = tableaux /	Harold Klunder : paintings = tableaux /	Harold Klunder	http://example.org/1337589#Work
Health effects of welding fumes and gases /	Health effects of welding fumes and gases /	Health effects of welding fumes and gases	http://example.org/1372123#Work
Health-related population issues : report of a study group, Brazzaville, 7-9 October 1985.	Health-related population issues : report of a study group, Brazzaville, 7-9 October 1985.	Health-related population issues	http://example.org/1348121#Work
Helmut Löhr, Buchobjekte.	Helmut Löhr, Buchobjekte.	Helmut Löhr, Buchobjekte	http://example.org/1333615#Work
Henry's leg /	Henry's leg /	Henry's leg	http://example.org/1001724#Work
Herbs and apples /	Herbs and apples /	Herbs and apples	http://example.org/1321220#Work
Heritage north : proceedings of the first international conference, Yellowknife, Northwest Territories, September 1985 /	Heritage north : proceedings of the first international conference, Yellowknife, Northwest Territories, September 1985 /	Heritage north	http://example.org/1408285#Work
Hispanic children's literature /	Hispanic children's literature /	Hispanic children's literature	http://example.org/1336681#Work
Monographic review. ;	Monographic review. ;	Monographic review	http://example.org/1336681#Work830-26
Histoires de cybernetique.	Histoires de cybernetique.	Histoires de cybernetique	http://example.org/1380227#Work
Cahier (Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie)	Cahier (Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie)	Cahier (Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie)	http://example.org/1380227#Work830-20
Hitchcock as activist : politics and the war films /	Hitchcock as activist : politics and the war films /	Hitchcock as activist	http://example.org/1378225#Work
Politics and the war films.	Politics and the war films.	Politics and the war films	http://example.org/1378225#Work740-26
Studies in cinema. ;	Studies in cinema. ;	Studies in cinema	http://example.org/1378225#Work830-27
Hoists and lifts /	Hoists and lifts /	Hoists and lifts	http://example.org/1313298#Work
Equipment for the disabled (Series)	Equipment for the disabled (Series)	Equipment for the disabled (Series)	http://example.org/1313298#Work830-31
Hoòponopono : contemporary Uses of a Hawaiian problem-Solving process /	Hoòponopono : contemporary Uses of a Hawaiian problem-Solving process /	Hoòponopono	http://example.org/1382918#Work
Contemporary uses of a Hawaiian problem-solving process.	Contemporary uses of a Hawaiian problem-solving process.	Contemporary uses of a Hawaiian problem-solving process	http://example.org/1382918#Work740-27
Horizons	Horizons	Horizons	http://example.org/1369450#Work
How workplace chemicals enter the body /	How workplace chemicals enter the body /	How workplace chemicals enter the body	http://example.org/1372115#Work
Huai-nan tzu : philosophical synthesis in early Han thought : the idea of resonance (kan-ying) with a translation and analysis of chapter six = [Huai-nan tzu] /	Huai-nan tzu : philosophical synthesis in early Han thought : the idea of resonance (kan-ying) with a translation and analysis of chapter six = [Huai-nan tzu] /	Huai-nan tzu	http://example.org/1365454#Work
Huai-nan tzu.	Huai-nan tzu.	Huai-nan tzu	http://example.org/1365454#Work600-23
Haui-nan tzu. Selections. English. 1979.	Haui-nan tzu. Selections. English. 1979.	Haui-nan tzu	http://example.org/1365454#Work700-24
Ausrottungskampf Ungarns gegen seine nationalen Minderheiten. English	Ausrottungskampf Ungarns gegen seine nationalen Minderheiten. English	Ausrottungskampf Ungarns gegen seine nationalen Minderheiten	http://example.org/1379603#Work
Romanian historical studies. ;	Romanian historical studies. ;	Romanian historical studies	http://example.org/1379603#Work830-29
Hunger /	Hunger /	Hunger	http://example.org/1353902#Work
Problems in the behavioural sciences. ;	Problems in the behavioural sciences. ;	Problems in the behavioural sciences	http://example.org/1353902#Work830-31
Hydrothermal vents of the eastern Pacific : an overview /	Hydrothermal vents of the eastern Pacific : an overview /	Hydrothermal vents of the eastern Pacific	http://example.org/1367064#Work
Bulletin of the Biological Society of Washington. ;	Bulletin of the Biological Society of Washington. ;	Bulletin of the Biological Society of Washington	http://example.org/1367064#Work830-25
Iamblichus and the theory of the vehicle of the soul /	Iamblichus and the theory of the vehicle of the soul /	Iamblichus and the theory of the vehicle of the soul	http://example.org/1401638#Work
American classical studies ;	American classical studies ;	American classical studies	http://example.org/1401638#Work830-24
Illustrated news : Juliana Horatia Ewing's Canadian pictures, 1867-1869 /	Illustrated news : Juliana Horatia Ewing's Canadian pictures, 1867-1869 /	Illustrated news	http://example.org/1373720#Work
Madrigals, book 5	Madrigals, book 5	Madrigals	http://example.org/1345144#Work
Il Trentino nel Settecento fra Sacro Romano Impero e antichi stati italiani /	Trentino nel Settecento fra Sacro Romano Impero e antichi stati italiani /	Il Trentino nel Settecento fra Sacro Romano Impero e antichi stati italiani	http://example.org/1349153#Work
Annali dell'Istituto storico italo-germanico. Quaderno. ;	Annali dell'Istituto storico italo-germanico. Quaderno. ;	Annali dell'Istituto storico italo-germanico	http://example.org/1349153#Work830-28
Menaechmi. Italian	Menaechmi. Italian	Menaechmi	http://example.org/1306245#Work
