Column 1	mach_ID_Per	VIAF-ID	score	VIAF	match_ID-cor	score-c	org	Column 3	Column 4
Burnett, John, 1925-2006	4946999	4946999	1.0	Burnett, John, 1925-2006			Person		http://example.org/1056945#Agent100-14
Brown, Thomas, 1811-1893	22054333	22054333	1.0	Brown, Thomas, 1811-1893			Person		http://example.org/1080040#Agent100-11
Free Church of Scotland		121555235	;	Free Church of Scotland	121555235	1.0	Organization		http://example.org/1080040#Agent610-21
Free Church of Scotland		121555235	;	Free Church of Scotland	121555235	1.0	Organization		http://example.org/1080040#Agent710-23
Chick, Noah Alfred				Chick, Noah Alfred			Person		http://example.org/1030441#Agent100-13
Hutchinson, David			;	Hutchinson, David	82149366472385602512	1.0	Person		http://example.org/1030441#Agent700-25
Fox, Charlotte Milligan, 1864-1916	76037466	76037466	1.0	Fox, Charlotte Milligan, 1864-1916			Person		http://example.org/1082926#Agent100-9
Galt, John, 1779-1839	61562976	61562976	1.0	Galt, John, 1779-1839			Person		http://example.org/1066293#Agent100-10
Sargeaunt, John, 1857-1922	12431425	12431425	1.0	Sargeaunt, John, 1857-1922			Person		http://example.org/1072934#Agent100-10
Neagle, Anna	46316426	46316426	1.0	Neagle, Anna			Person		http://example.org/1079129#Agent100-12
Neagle, Anna	46316426	46316426	1.0	Neagle, Anna			Person		http://example.org/1079129#Agent600-20
Pagaczewski, Stanisław	101759622	101759622	1.0	Pagaczewski, Stanisław			Person		http://example.org/1096548#Agent100-10
Chapman, Hester W., 1899-1976	16015535	16015535	1.0	Chapman, Hester W., 1899-1976			Person		http://example.org/1030155#Agent100-11
Anne Boleyn, Queen, consort of Henry VIII, King of England, 1507-1536	29521340	29521340	1.0	Anne Boleyn, Queen, consort of Henry VIII, King of England, 1507-1536			Person		http://example.org/1030155#Agent600-19
Savoie, Paul, 1946-	3653158	3653158	1.0	Savoie, Paul, 1946-			Person		http://example.org/1078479#Agent100-9
Hébert, Anne	66468501	66468501	1.0	Hébert, Anne			Person		http://example.org/1078479#Agent600-19
Garneau, Saint-Denys, 1912-1943	68938166	68938166	1.0	Garneau, Saint-Denys, 1912-1943			Person		http://example.org/1078479#Agent600-20
Simon, Heinrich, 1805-1860	50001971	50001971	1.0	Simon, Heinrich, 1805-1860			Person		http://example.org/1050442#Agent100-11
Prussia (Germany)			;	Prussia (Germany)			Jurisdiction		http://example.org/1050442#Agent610-20
Bruce, George, 1909-2002	97705490	97705490	1.0	Bruce, George, 1909-2002			Person		http://example.org/1070085#Agent100-11
Redpath, Anne, 1895-1965	15582120	15582120	1.0	Redpath, Anne, 1895-1965			Person		http://example.org/1070085#Agent600-20
Redpath, Anne, 1895-1965	15582120	15582120	1.0	Redpath, Anne, 1895-1965			Person		http://example.org/1070085#Agent700-21
Scheiwiller, Otmar, 1884-				Scheiwiller, Otmar, 1884-			Person		http://example.org/106074#Agent100-9
Droste-Hülshoff, Annette von, 1797-1848	56618775	56618775	0.975	Droste-Hülshoff, Annette von, 1797-1848			Person		http://example.org/106074#Agent600-17
Posner, Donald	32611694	32611694	0.9333333333333333	Posner, Donald			Person		http://example.org/1086708#Agent100-14
Carracci, Annibale, 1560-1609	12405951	12405951	1.0	Carracci, Annibale, 1560-1609			Person		http://example.org/1086708#Agent600-26
Harris, Errol E	73854583	73854583	0.9375	Harris, Errol E			Person		http://example.org/1053453#Agent100-10
Gregory, Ruth W. (Ruth Wilhelme), 1910-	22253028	22253028	1.0	Gregory, Ruth W. (Ruth Wilhelme), 1910-			Person		http://example.org/109203#Agent100-11
Hazeltine, Mary Emogene, 1868-1949	13821009	13821009	1.0	Hazeltine, Mary Emogene, 1868-1949			Person		http://example.org/109203#Agent700-26
First United Church, Wetaskiwin (Alta.)				First United Church, Wetaskiwin (Alta.)			Organization		http://example.org/1061720#Agent110-11
First United Church, Wetaskiwin (Atla.)				First United Church, Wetaskiwin (Atla.)			Organization		http://example.org/1061720#Agent610-21
National Association of Accountants		138973062	;	National Association of Accountants	138973062	1.0	Organization		http://example.org/1016070#Agent110-10
Landers, Ann	94629994	94629994	1.0	Landers, Ann			Person		http://example.org/1029435#Agent100-11
Tharp, James Burton, 1892- 	10989199	10989199	0.8666666666666667	Tharp, James Burton, 1892- 			Person		http://example.org/1092188#Agent100-10
Free Library of Philadelphia. Reader Development Program		153575204		Free Library of Philadelphia. Reader Development Program	153575204	1.0	Organization		http://example.org/1062222#Agent110-12
Nazzaro, Lois B				Nazzaro, Lois B			Person		http://example.org/1062222#Agent700-22
University of Saskatchewan. Indian and Northern Education Program		141861835		University of Saskatchewan. Indian and Northern Education Program	141861835	1.0	Organization		http://example.org/1059554#Agent110-11
Totten, W. Fred (William Fred), 1905-	71047735	71047735	1.0	Totten, W. Fred (William Fred), 1905-			Person		http://example.org/1070884#Agent100-10
McGrossan, Robert G., 1924-				McGrossan, Robert G., 1924-			Person		http://example.org/105328#Agent700-25
Adams, W. Peter	50841983	50841983	1.0	Adams, W. Peter			Person		http://example.org/103542#Agent100-10
Barr, William, 1940-	119212302	119212302	0.8	Barr, William, 1940-			Person		http://example.org/103542#Agent700-22
Nicholson, Frank H	259515175	259515175	0.9473684210526315	Nicholson, Frank H			Person		http://example.org/103542#Agent700-23
Gowan, John Curtis	13598139	13598139	1.0	Gowan, John Curtis			Person		http://example.org/1072288#Agent100-10
Gowan, John Curtis	13598139	13598139	1.0	Gowan, John Curtis			Person		http://example.org/1072288#Agent700-20
United States. Office of Education		156456787	;	United States. Office of Education	156456787	1.0	Jurisdiction		http://example.org/1072288#Agent710-21
League of Nations Library		133047508	;	League of Nations Library	133047508	1.0	Organization		http://example.org/1055305#Agent110-10
Heidelbach, Ruth			;	Heidelbach, Ruth			Person		http://example.org/1064886#Agent100-12
Lindsey, Margaret	277423311	277423311	1.0	Lindsey, Margaret			Person		http://example.org/1064886#Agent700-22
Columbia University. Teachers College		147261649	;	Columbia University. Teachers College	147261649	0.9736842105263158	Organization		http://example.org/1064886#Agent710-23
Savický, Ivan	50399318	50399318	1.0	Savický, Ivan			Person		http://example.org/1018097#Agent100-11
Lippold, Gerhard	249670815	249670815	0.9411764705882353	Lippold, Gerhard			Person		http://example.org/1018091#Agent100-11
Parker, Stanley, 1927-	96709308	96709308	1.0	Parker, Stanley, 1927-			Person		http://example.org/1018093#Agent100-12
Heleszta, Sándor	16598264	16598264	0.9411764705882353	Heleszta, Sándor			Person		http://example.org/1018099#Agent100-12
Illinicz, M	250531727	250531727	0.9166666666666666	Illinicz, M			Person		http://example.org/1018095#Agent100-12
Raadsma, S	65049897	65049897	0.9090909090909091	Raadsma, S			Person		http://example.org/109479#Agent100-10
Schrale, G	40420169	40420169	0.9090909090909091	Schrale, G			Person		http://example.org/109479#Agent700-20
Landsman, Jerome	280011022	280011022	1.0	Landsman, Jerome			Person		http://example.org/1008102#Agent100-12
American String Teachers Association		147211308		American String Teachers Association	147211308	1.0	Organization		http://example.org/1008102#Agent710-22
New Mexico			;	New Mexico			Jurisdiction		http://example.org/1045169#Agent110-10
Whittier, Arthur G	31650933	31650933	0.9473684210526315	Whittier, Arthur G			Person		http://example.org/1045169#Agent700-18
United States			;	United States			Jurisdiction		http://example.org/1045169#Agent710-19
Otto, Jakob, 1635-1703	61892949	61892949	1.0	Otto, Jakob, 1635-1703			Person		http://example.org/1050683#Agent100-10
Gentili, Scipione, 1563-1616	76326909	76326909	1.0	Gentili, Scipione, 1563-1616			Person		http://example.org/10803#Agent100-9
Tasso, Torquato, 1544-1595	4936996	4936996	0.9629629629629629	Tasso, Torquato, 1544-1595			Person		http://example.org/10803#Agent600-18
Fletcher, Geoffrey Bernard Abbott, 1903-			;	Fletcher, Geoffrey Bernard Abbott, 1903-			Person		http://example.org/1091618#Agent100-10
Tacitus, Cornelius	100226923	100226923	0.9473684210526315	Tacitus, Cornelius			Person		http://example.org/1091618#Agent600-19
Catholic Church			;	Catholic Church			Organization		http://example.org/1017469#Agent610-21
Charles IX, King of France, 1550-1574	88890900	88890900	1.0	Charles IX, King of France, 1550-1574			Person		http://example.org/1017469#Agent700-24
Sander, Nicholas, 1530?-1581	51803213	51803213	1.0	Sander, Nicholas, 1530?-1581			Person		http://example.org/1017469#Agent700-25
Inter-parliamentary Union		135635473	;	Inter-parliamentary Union	135635473	1.0	Organization		http://example.org/1070516#Agent110-10
Lange, Christian Louis, 1869- 			;	Lange, Christian Louis, 1869- 			Person		http://example.org/1070516#Agent700-20
Rocky Mountain Mineral Law Foundation		139075854		Rocky Mountain Mineral Law Foundation	139075854	1.0	Organization		http://example.org/1016232#Agent110-10
Sherwood, Don H., 1935-	73413959	73413959	1.0	Sherwood, Don H., 1935- 			Person		http://example.org/1016232#Agent700-21
United States. International Trade Administration. Office of Technology and Policy Analysis		140792844		United States. International Trade Administration. Office of Technology and Policy Analysis	140792844	1.0	Jurisdiction		http://example.org/1000564#Agent110-13
Macdonald Physics Laboratory. Ice Research Project				Macdonald Physics Laboratory. Ice Research Project			Organization		http://example.org/1003418#Agent110-10
Federal Deposit Insurance Corporation		159135220	;	Federal Deposit Insurance Corporation	159135220	0.918918918918919	Organization		http://example.org/1000929#Agent110-14
Federal Deposit Insurance Corporation		159135220	;	Federal Deposit Insurance Corporation	159135220	0.918918918918919	Organization		http://example.org/1000929#Agent610-28
Lewis, Richard A			;	Lewis, Richard A			Person		http://example.org/1071270#Agent100-12
McLaren, Norman Loyall, 1892?-1977	6407227	6407227	1.0	McLaren, Norman Loyall, 1892?-1977			Person		http://example.org/1018797#Agent100-10
Canada. Foreign Exchange Control Board		130798244		Canada. Foreign Exchange Control Board	130798244	1.0	Jurisdiction		http://example.org/1000969#Agent110-11
Canada. Foreign Exchange Control Board		130798244		Canada. Foreign Exchange Control Board	130798244	1.0	Jurisdiction		http://example.org/1000969#Agent610-21
Alcoholism Commission of Saskatchewan		146635697		Alcoholism Commission of Saskatchewan	146635697	1.0	Organization		http://example.org/1000553#Agent110-16
Brookings Institution		143076482	;	Brookings Institution	143076482	0.9545454545454546	Organization		http://example.org/1001117#Agent110-11
Brookings Institution		143076482	;	Brookings Institution	143076482	0.9545454545454546	Organization		http://example.org/1001117#Agent610-25
Brookings Institution		143076482	;	Brookings Institution	143076482	0.9545454545454546	Organization		http://example.org/1001117#Agent710-28
World Bank		271359876	;	World Bank	271359876	0.9090909090909091	Organization		http://example.org/1000919#Agent610-27
World Bank. Operations Evaluation Department		157142081	;	World Bank. Operations Evaluation Department	157142081	1.0	Organization		http://example.org/1000919#Agent710-29
World Bank		271359876	;	World Bank	271359876	0.9090909090909091	Organization		http://example.org/1000919#Agent710-30
Kantor, J. R. (Jacob Robert), 1888-1984	12409620	12409620	1.0	Kantor, J. R. (Jacob Robert), 1888-1984			Person		http://example.org/1094378#Agent100-10
Ritzer, George	109891795	109891795	1.0	Ritzer, George			Person		http://example.org/1013318#Agent100-14
Trice, Harrison Miller, 1920- 	264772910	264772910	0.9655172413793104	Trice, Harrison Miller, 1920- 			Person		http://example.org/1013318#Agent700-25
New York State School of Industrial and Labor Relations		153458035	;	New York State School of Industrial and Labor Relations	153458035	0.9272727272727272	Organization		http://example.org/1013318#Agent710-26
Straus, Ralph, 1882-1950	15130601	15130601	1.0	Straus, Ralph, 1882-1950			Person		http://example.org/1016466#Agent100-10
Sette of Odd Volumes (Book club)		134908306	;	Sette of Odd Volumes (Book club)	134908306	1.0	Organization		http://example.org/1016466#Agent610-19
Rymer, Thomas, 1641-1713	1146634308841930849	1146634308841930849	1.0	Rymer, Thomas, 1641-1713			Person		http://example.org/101480#Agent700-17
R. T			;	R. T			Person		http://example.org/101480#Agent700-18
Collins, William, 1721-1759	79091605	79091605	1.0	Collins, William, 1721-1759			Person		http://example.org/106208#Agent100-9
Boswell, James, 1740-1795	64002337	64002337	1.0	Boswell, James, 1740-1795			Person		http://example.org/100442#Agent100-9
Brother server				Brother server			Person		http://example.org/1026941#Agent700-17
Hefter, Richard	55441581	55441581	1.0	Hefter, Richard			Person		http://example.org/1068556#Agent100-11
Tuḷapuḷe, Śã. Go., 1914-1994			;	Tuḷapuḷe, Śã. Go., 1914-1994			Person		http://example.org/1099029#Agent100-10
Fuess, Claude Moore, 1885-1963	57629301	57629301	1.0	Fuess, Claude Moore, 1885-1963			Person		http://example.org/1073657#Agent100-10
Phillips Academy		129646671	;	Phillips Academy	129646671	1.0	Organization		http://example.org/1073657#Agent610-18
Schmalstieg, William R	22154866	22154866	0.9565217391304348	Schmalstieg, William R			Person		http://example.org/1051832#Agent100-12
Herzog August Bibliothek. Helmstedt 628				Herzog August Bibliothek. Helmstedt 628			Organization		http://example.org/1065082#Agent110-11
Baxter, James Houston, 1894-1973	109923739	109923739	1.0	Baxter, James Houston, 1894-1973			Person		http://example.org/1065082#Agent700-24
Geer, Thomas	43456326	43456326	0.8	Geer, Thomas			Person		http://example.org/1003624#Agent100-15
Konrád, Karel, 1899-1971	100734216	100734216	1.0	Konrád, Karel, 1899-1971			Person		http://example.org/1096668#Agent100-10
Anonima Group				Anonima Group			Organization		http://example.org/1085131#Agent610-19
Anonima Group				Anonima Group			Organization		http://example.org/1085131#Agent710-20
Robert Hull Fleming Museum		143055586		Robert Hull Fleming Museum	143055586	1.0	Organization		http://example.org/1085131#Agent710-21
Fedorov, Rafaelʹ Petrovich				Fedorov, Rafaelʹ Petrovich			Person		http://example.org/1014722#Agent100-9
Platzer, Harold L				Platzer, Harold L			Person		http://example.org/1028770#Agent100-9
Franklin Institute (Philadelphia, Pa.). Laboratories for Research and Development		133480666		Franklin Institute (Philadelphia, Pa.). Laboratories for Research and Development	133480666	1.0	Organization		http://example.org/1028770#Agent710-22
Stohlmann, Jürgen, 1937-				Stohlmann, Jürgen, 1937-			Person		http://example.org/1091162#Agent100-10
Dares, Phrygius			;	Dares, Phrygius			Person		http://example.org/1091162#Agent600-18
Dares, Phrygius			;	Dares, Phrygius			Person		http://example.org/1091162#Agent700-19
Mittellateinisches Jahrbuch				Mittellateinisches Jahrbuch			Organization		http://example.org/1091162#Agent810-20
Finer, S. E. (Samuel Edward), 1915-	79086106	79086106	1.0	Finer, S. E. (Samuel Edward), 1915-			Person		http://example.org/1048045#Agent100-11
Biblioteca apostolica vaticana. (Lat. 5129)				Biblioteca apostolica vaticana. (Lat. 5129)			Organization		http://example.org/1090258#Agent110-10
Seay, Albert	56635814	56635814	1.0	Seay, Albert			Person		http://example.org/1090258#Agent700-19
Systems Research Group			;	Systems Research Group			Organization		http://example.org/1011928#Agent110-10
Čapek, Karel, 1890-1938	34454129	34454129	0.9583333333333334	Čapek, Karel, 1890-1938			Person		http://example.org/1096222#Agent100-10
Weatherall, M. (Marie), 1897-	23691752	23691752	1.0	Weatherall, M. (Marie), 1897- 			Person		http://example.org/1096222#Agent700-18
Weatherall, R. (Robert), 1899-	119910259	119910259	1.0	Weatherall, R. (Robert), 1899- 			Person		http://example.org/1096222#Agent700-19
Clifton, Lucille, 1936-2010	114393750	114393750	1.0	Clifton, Lucille, 1936-2010			Person		http://example.org/1045667#Agent100-11
Kerby, William Edward, 1938-				Kerby, William Edward, 1938-			Person		http://example.org/1022998#Agent100-9
Wright, Frank Lloyd, 1867-1959	27148716	27148716	0.967741935483871	Wright, Frank Lloyd, 1867-1959			Person		http://example.org/1080531#Agent100-15
Sir George Watson Foundation for American History, Literature, and Institutions		134838927		Sir George Watson Foundation for American History, Literature, and Institutions	134838927	1.0	Organization		http://example.org/1080531#Agent710-27
Flanigan, Patrick J	188866886	188866886	1.0	Flanigan, Patrick J			Person		http://example.org/1034648#Agent100-12
Baker, George R., 1892-1962	201354913	201354913	1.0	Baker, George R., 1892-1962			Person		http://example.org/1034648#Agent700-23
LaFollette, Lynn G	255119601	255119601	1.0	LaFollette, Lynn G			Person		http://example.org/1034648#Agent700-24
McCallum, Hugh	92838843	92838843	1.0	McCallum, Hugh			Person		http://example.org/1092614#Agent100-10
Ossian			;	Ossian	346145857871123020213	1.0	Person		http://example.org/1092614#Agent600-18
McCallum, John	112670572	112670572	1.0	McCallum, John			Person		http://example.org/1092614#Agent700-21
M'Farlan, Duncan, 1743-1841. tr				M'Farlan, Duncan, 1743-1841. tr			Person		http://example.org/1092614#Agent700-22
Maclachlan, Ewen, 1773-1822	8442059	8442059	1.0	Maclachlan, Ewen, 1773-1822			Person		http://example.org/1092614#Agent700-23
Partridge, Eric, 1894-1979	122348132	122348132	1.0	Partridge, Eric, 1894-1979			Person		http://example.org/1026121#Agent100-10
Addison, Joseph, 1672-1719	7413288	7413288	0.9629629629629629	Addison, Joseph, 1672-1719			Person		http://example.org/1026121#Agent600-21
Steele, Richard, Sir, 1672-1729	22167754	22167754	1.0	Steele, Richard, Sir, 1672-1729			Person		http://example.org/1026121#Agent600-22
Spectator			;	Spectator			Person		http://example.org/1026121#Agent700-25
Dearden, Robert Rowland			;	Dearden, Robert Rowland			Person		http://example.org/1031327#Agent100-11
Aitken, Robert, 1735-1802	18468007	18468007	1.0	Aitken, Robert, 1735-1802			Person		http://example.org/1031327#Agent600-22
Watson, Douglas S. (Douglas Sloane)	279154172	279154172	1.0	Watson, Douglas S. (Douglas Sloane)			Person		http://example.org/1031327#Agent700-26
Washington, George, 1732-1799	31432428	31432428	0.9666666666666667	Washington, George, 1732-1799			Person		http://example.org/1031327#Agent700-27
Grabhorn, Edwin E	35700225	35700225	0.9444444444444444	Grabhorn, Edwin E			Person		http://example.org/1031327#Agent700-28
Howell, John, 1874-1956	73602249	73602249	1.0	Howell, John, 1874-1956			Person		http://example.org/1031327#Agent700-29
Caxton, William, approximately 1422-1491 or 1492	68979076	68979076	1.0	Caxton, William, approximately 1422-1491 or 1492			Person		http://example.org/1005964#Agent600-20
Jackson, Holbrook, 1874-1948	39526081	39526081	1.0	Jackson, Holbrook, 1874-1948			Person		http://example.org/1005964#Agent700-22
Schweinsburg, R. E	105878076	105878076	1.0	Schweinsburg, R. E			Person		http://example.org/1009505#Agent100-10
L.G.L. Limited, Environmental Research Associates		262508831		L.G.L. Limited, Environmental Research Associates	262508831	1.0	Organization		http://example.org/1009505#Agent710-23
Canadian Arctic Gas Pipeline Limited		264722603		Canadian Arctic Gas Pipeline Limited	264722603	1.0	Organization		http://example.org/1009505#Agent710-24
University of Manitoba. Faculty of Agriculture and Home Economics		137122465		University of Manitoba. Faculty of Agriculture and Home Economics	137122465	1.0	Organization		http://example.org/105368#Agent710-27
Iowa State University. Center for Agricultural and Economic Development		144871760	;	Iowa State University. Center for Agricultural and Economic Development	144871760	1.0	Organization		http://example.org/105368#Agent710-28
Sitwell, Sacheverell, 1897-1988	109354570	109354570	1.0	Sitwell, Sacheverell, 1897-1988			Person		http://example.org/1062966#Agent100-9
Sitwell, Sacheverell, 1897-1988	109354570	109354570	1.0	Sitwell, Sacheverell, 1897-1988			Person		http://example.org/1062966#Agent600-18
Ahsan, Syed M., 1949-	112536580	112536580	1.0	Ahsan, Syed M., 1949-			Person		http://example.org/10442#Agent100-9
Filley, Alan C	72665533	72665533	0.9333333333333333	Filley, Alan C			Person		http://example.org/1022724#Agent100-10
House, Robert J			;	House, Robert J			Person		http://example.org/1022724#Agent700-20
Baker, C. H. Collins (Charles Henry Collins), 1880-1959	32172280	32172280	1.0	Baker, C. H. Collins (Charles Henry Collins), 1880-1959			Person		http://example.org/1038825#Agent100-10
Gainsborough, Thomas, 1727-1788	29542582	29542582	0.96875	Gainsborough, Thomas, 1727-1788			Person		http://example.org/1038825#Agent600-20
Henry E. Huntington Library and Art Gallery		147236009	;	Henry E. Huntington Library and Art Gallery	147236009	0.9772727272727273	Organization		http://example.org/1038825#Agent710-21
Berglund, C. N				Berglund, C. N			Person		http://example.org/1078059#Agent100-9
Shimkin, Demitri Boris, 1916-	112009234	112009234	1.0	Shimkin, Demitri Boris, 1916-			Person		http://example.org/1049532#Agent100-10
Shimkin, Edith M	278132623	278132623	1.0	Shimkin, Edith M			Person		http://example.org/1049532#Agent700-20
Lay, Clarry Harley, 1937-				Lay, Clarry Harley, 1937-			Person		http://example.org/1024114#Agent100-10
Jackson, Douglas Northrop, 1929- 			;	Jackson, Douglas Northrop, 1929- 			Person		http://example.org/1024114#Agent700-23
Wolf, Peter M			;	Wolf, Peter M			Person		http://example.org/1032913#Agent100-11
New York State Urban Development Corporation		142407748		New York State Urban Development Corporation	142407748	1.0	Organization		http://example.org/1032913#Agent710-22
Whitney Museum of American Art		157861829	;	Whitney Museum of American Art	157861829	0.9333333333333333	Organization		http://example.org/1032913#Agent710-23
Traxler, Arthur E. (Arthur Edwin), 1900-	42204165	42204165	1.0	Traxler, Arthur E. (Arthur Edwin), 1900-			Person		http://example.org/1064564#Agent100-10
Townsend, Agatha	36587500	36587500	1.0	Townsend, Agatha			Person		http://example.org/1064564#Agent700-20
Indiana University Linguistics Club		154528071	;	Indiana University Linguistics Club	154528071	0.9142857142857143	Organization		http://example.org/1002542#Agent710-21
King, Alexander			;	King, Alexander			Person		http://example.org/1009222#Agent100-9
Hollins, T. H. B	38925257	38925257	0.8125	Hollins, T. H. B			Person		http://example.org/1065699#Agent100-14
University of Leeds		150040602	;	University of Leeds	150040602	0.95	Organization		http://example.org/1065699#Agent710-24
Clark, Kenneth, 1903-1983	2468310	2468310	1.0	Clark, Kenneth, 1903-1983			Person		http://example.org/1059123#Agent100-12
Clark, Kenneth, 1903-1983	2468310	2468310	1.0	Clark, Kenneth, 1903-1983			Person		http://example.org/1059123#Agent600-23
Cancian, Frank	14870158	14870158	0.9333333333333333	Cancian, Frank			Person		http://example.org/1039413#Agent100-12
Lees-Milne, James	305511459	305511459	1.0	Lees-Milne, James			Person		http://example.org/1080920#Agent100-14
Lees-Milne, James	305511459	305511459	1.0	Lees-Milne, James			Person		http://example.org/1080920#Agent600-22
Coleman, Satis Narrona (Barton), Mrs., 1878-				Coleman, Satis Narrona (Barton), Mrs., 1878-			Person		http://example.org/1044275#Agent100-10
Thorn, Alice G. (Alice Green), 1890-1942	9412676	9412676	1.0	Thorn, Alice G. (Alice Green), 1890-1942			Person		http://example.org/1044275#Agent700-20
Carroll, Ruth, 1899-1999	116751311	116751311	1.0	Carroll, Ruth, 1899-1999			Person		http://example.org/1044275#Agent700-21
Lévy, Gilles, 1924-			;	Lévy, Gilles, 1924-			Person		http://example.org/1070057#Agent100-12
Cordet, Francis, 1921-	111424187	111424187	1.0	Cordet, Francis, 1921- 			Person		http://example.org/1070057#Agent700-22
Davidson, Donald, 1893-1968	5020468	5020468	1.0	Davidson, Donald, 1893-1968			Person		http://example.org/1078597#Agent100-10
Wingert, Paul S. (Paul Stover), 1900-1974	39466020	39466020	1.0	Wingert, Paul S. (Paul Stover), 1900-1974			Person		http://example.org/1081298#Agent100-11
Savelʹev, I͡U. S	113156112	113156112	0.8333333333333334	Savelʹev, I͡U. S			Person		http://example.org/100878#Agent100-13
Vasilʹev, G			;	Vasilʹev, G			Person		http://example.org/100878#Agent700-23
Wold, Milo Arlington	278888515	278888515	1.0	Wold, Milo Arlington			Person		http://example.org/1000300#Agent100-13
Cykler, Edmund	5352570	5352570	0.9333333333333333	Cykler, Edmund			Person		http://example.org/1000300#Agent700-24
Communist International		154632617	;	Communist International	154632617	1.0	Organization		http://example.org/1039699#Agent610-17
Communist Party of Australia		152438293	;	Communist Party of Australia	152438293	0.9642857142857143	Organization		http://example.org/1039699#Agent610-18
Kuusinen, O. W. (Otto Wille), 1881-1964	61675340	61675340	1.0	Kuusinen, O. W. (Otto Wille), 1881-1964			Person		http://example.org/1039699#Agent700-19
Wood, Frederick T., 1905-	265909817	265909817	0.96	Wood, Frederick T., 1905-			Person		http://example.org/1095296#Agent100-14
Hotchkiss, George Burton, 1884-1953	18379438	18379438	1.0	Hotchkiss, George Burton, 1884-1953			Person		http://example.org/1014684#Agent100-10
Ly, Kim Long, 1932-	284379983	284379983	1.0	Ly, Kim Long, 1932-			Person		http://example.org/1081592#Agent100-14
Harold, Gilbert, 1899-	111602079	111602079	1.0	Harold, Gilbert, 1899-			Person		http://example.org/1024483#Agent100-11
Brown, G. Herbert (George Herbert)	65456671	65456671	1.0	Brown, G. Herbert (George Herbert)			Person		http://example.org/103644#Agent100-11
Gow, Niel, 1727-1807	28267017	28267017	1.0	Gow, Niel, 1727-1807			Person		http://example.org/103644#Agent700-22
Institute of Chartered Accountants of Scotland		146504994	;	Institute of Chartered Accountants of Scotland	146504994	0.9782608695652174	Organization		http://example.org/103644#Agent710-23
Hewlett, John D	272530143	272530143	0.9375	Hewlett, John D			Person		http://example.org/1024463#Agent100-9
Nutter, Wade L	45744476	45744476	0.9333333333333333	Nutter, Wade L			Person		http://example.org/1024463#Agent700-19
Foster, Harold J	7432149296291880670002	7432149296291880670002	0.9411764705882353	Foster, Harold J			Person		http://example.org/1040385#Agent100-15
Sidley, George				Sidley, George			Person		http://example.org/1022583#Agent100-15
Vincent, C. J. (Clarence James)	270756104	270756104	1.0	Vincent, C. J. (Clarence James)			Person		http://example.org/1094752#Agent100-10
Mountford, J. F. (James Frederick), 1897-	44677510	44677510	1.0	Mountford, J. F. (James Frederick), 1897-			Person		http://example.org/1094752#Agent700-19
Grzegorczyk, Andrzej	49226453	49226453	1.0	Grzegorczyk, Andrzej			Person		http://example.org/1069352#Agent100-12
Norway. Kirke- og undervisningdepartmentet. Skoleavdelingen. 4de skolekontor				Norway. Kirke- og undervisningdepartmentet. Skoleavdelingen. 4de skolekontor			Jurisdiction		http://example.org/1059054#Agent110-11
Hove, Olav, 1913-	91156120	91156120	1.0	Hove, Olav, 1913-			Person		http://example.org/1059054#Agent700-22
Norway. Kontoret for kulturelt samkavem med utlandet				Norway. Kontoret for kulturelt samkavem med utlandet			Jurisdiction		http://example.org/1059054#Agent710-23
Thornton, H. V. (Hurschel Vern), 1900-1961	68507233	68507233	1.0	Thornton, H. V. (Hurschel Vern), 1900-1961			Person		http://example.org/1045145#Agent100-11
Heap, Desmond, Sir	2532336	2532336	1.0	Heap, Desmond, Sir			Person		http://example.org/1029682#Agent100-11
Jacobsen, Gertrude Ann	685146998382118940047	685146998382118940047	1.0	Jacobsen, Gertrude Ann			Person		http://example.org/1040846#Agent100-10
Lipman, Miriam H	65416137	65416137	0.9411764705882353	Lipman, Miriam H			Person		http://example.org/1040846#Agent700-20
Clark, Arch. B. (Archibald Brown)	96846944	96846944	1.0	Clark, Arch. B. (Archibald Brown)			Person		http://example.org/1012632#Agent100-10
Cash, H. J			;	Cash, H. J			Person		http://example.org/1032444#Agent100-15
Morland, Nigel, 1905-1986	92223060	92223060	1.0	Morland, Nigel, 1905-1986			Person		http://example.org/1028584#Agent100-11
Sherif, Muzafer, 1906-1988	108470576	108470576	1.0	Sherif, Muzafer, 1906-1988			Person		http://example.org/1023061#Agent100-11
Murphy, Gardner, 1895-1979	37717142	37717142	1.0	Murphy, Gardner, 1895-1979			Person		http://example.org/1023061#Agent700-20
Sherif, Muzafer, 1906-1988	108470576	108470576	1.0	Sherif, Muzafer, 1906-1988			Person		http://example.org/1023063#Agent100-17
Sherif, Carolyn W	108655044	108655044	0.9444444444444444	Sherif, Carolyn W			Person		http://example.org/1023063#Agent700-27
Narváez, Ricardo A., 1921-	241358441	241358441	0.9615384615384616	Narváez, Ricardo A., 1921-			Person		http://example.org/1095061#Agent100-11
Wolman, Leo, 1890-1961	73842202	73842202	1.0	Wolman, Leo, 1890-1961			Person		http://example.org/1002154#Agent100-11
Catalyne, Alice Ray	34171956	34171956	1.0	Catalyne, Alice Ray			Person		http://example.org/1082062#Agent100-10
Costas, Procope Sarantos	43620722	43620722	1.0	Costas, Procope Sarantos			Person		http://example.org/1090126#Agent100-10
Rudden, Bernard	69853009	69853009	1.0	Rudden, Bernard			Person		http://example.org/103701#Agent100-10
Moseley, Hywel				Moseley, Hywel			Person		http://example.org/103701#Agent700-20
