resource	Community	ualId:belongsToCommunity	ualid:belongsToCommunity	ualId:hasCollectionId	ualId:hasCollection	ualid:hasCollectionId	ualid:hasCollection	ualids:doi	ualId:fedora3handle	ualids:fedora3handle	http://fedora.info/definitions/v4/repository#uuid	info:hasModel	http://id.loc.gov/vocabulary/relators/dpt	ualId:fedora3uuid	ualids:fedora3uuid	dcterm:creator	dcterm:description	dcterm:modified	dcterm:title	dcterm:relation	dcterm:source	http://scholarsphere.psu.edu/ns#relativePath	dcterm:contributor	dcterm:license	dcterm:type	dcterm:created	dcterm:dateAccepted	dcterm:dateSubmitted	dcterm:isVersionOf	dcterm:language	dcterm:subject	ualId:year_created	ualid:year_created	ualid:ingestbatch	ualId:ingestbatch	http://fedora.info/definitions/v4/repository#created	http://fedora.info/definitions/v4/repository#createdBy	http://fedora.info/definitions/v4/repository#exportsAs	http://fedora.info/definitions/v4/repository#hasParent	http://fedora.info/definitions/v4/repository#lastModified	http://fedora.info/definitions/v4/repository#lastModifiedBy	http://fedora.info/definitions/v4/repository#mixinTypes	http://fedora.info/definitions/v4/repository#primaryType	http://fedora.info/definitions/v4/repository#writable	info:downloadFilename	info:createdDate	AASM::Persistence::ActiveFedoraPersistence::AASMTermsaasmstate	info:fedora/fedora-system:def/relations-external#isPartOf	rdf:type	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/v1/3z/t4/bdv13zt46z>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3DB7W41Q	N/A	N/A	9881bc92-3f8c-4227-ab97-36d43c650af4	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	Agrawal, Sandeep	Funded 2016 under the Targeted Research: Syrian Refugee Arrival, Resettlement and Integration call for proposals.  This project will document the settlement experiences of recent Syrian refugees to Albertan cities, comparing across the three streams of sponsorship to better understand the perspectives of the refugees, the sponsors, and the social agencies that work with them.  The goal is to build a systematic knowledge, which will inform the ongoing practice of settlement agencies as well as government policy directions in the future.	2017-10-23T22:53:45.473Z	Settlement Experiences of Syrian Refugees in Alberta	N/A	Sandeep Agrawal	N/A	GAPSSHRC	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2016	N/A	N/A	N/A	English	Successful SSHRC | Edmonton | Immigration | Human rights | SSHRC Grant | Government assisted refugees | Humanitarian | Lethbridge | Privately sponsored refugees | Refugees | Resettlement | Syrian | Visa-Office referred program	N/A	2016	N/A	N/A	2017-10-23T22:53:45.800Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/v1/3z/t4/bdv13zt46z/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-10-23T23:05:44.094Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Agrawal,Sandeep-SyrianRefugeesResponse2016.pdf	2017-10-23T22:53:45.473Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3f/46/28/48/3f462848d	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/f3/65/53/bff3655331>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s984	Successful Grants Library (SSHRC)	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3ZS2KF5H	N/A	N/A	95d456ae-6347-4a8b-b226-0ab0778f7712	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAPSSHRC | Holt, Nick	An estimated 51% of Canadian children aged 5-14 years regularly participate in youth sport [1], makingit a fundamental feature in the lives of almost two million children and their families. Parents investsubstantial amounts of time and money to support their childrens sport participation. They payregistration fees, take time off work to transport children to practices and games and, in many cases,coach, manage, or referee [2]. Hence, youth sport plays a significant role in the social fabric of Canadiansociety. Parents also help children understand and interpret their sport experiences, acting as role modelsof (positive and negative) behaviours, attitudes, and beliefs [3, 4]. However, parenting in youth sport canbe a stressful and challenging endeavour and the demands facing parents and children in sport changewith development [5]. The proposed study of parenting in youth sport will create better understandingsof how different parenting approaches influence parent-child relationships over time and knowledge thatcan be used to improve childrens and parents experiences [6].OBJECTIVE AND RESEARCH QUESTIONSThe objective of this research is to produce knowledge that can be used to improve parent-childrelationships in the context of sport. The following research questions will be addressed by obtaining theperceptions of parents and their children: (a) How do parenting styles and practices change during theearly adolescent period (aged approximately 12-15 years)? (b) What are the consequences of differentparenting styles and practices for parents and their children (e.g., stressors, enjoyment, dropout)? (c)How do parenting styles and practices vary among the parents of male and female youth sportparticipants and among parents/children of different ethnicities?METHODSA three-year ethnographic study will be conducted. Participant observers will be embedded with twocompetitive youth soccer teams (one male, on female) from the U12 age group. These teams will befollowed for three entire seasons. Observations and end-of-season interviews will be conducted.ORIGINALITY, SIGNIFICANCE, AND EXPECTED CONTRIBUTION TO KNOWLEDGEThe original and significant elements of the proposed research are the use of an ethnographic approachto longitudinally study parenting styles and practices. This has not been done before in youth sport ordevelopmental psychology research. The proposed analysis of issues relating to gender and ethnicityfurther add to the novelty of the research. This research will produce information about dimensions ofthe qualities of parent-child relationships and how they may change over time, which can be usedbeyond the academic realm to inform parent education seminars (mandatory in many sports).Accordingly, we have planned a knowledge mobilization workshop in Year 4 to reach key stakeholdersin youth sport organizations (see Knowledge Mobilization Plan module for further details).	2016-06-07T10:16:03.920Z	Parenting Styles and Practices in Sport	N/A	Holt, Nick	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2014/10/09	N/A	2016-03-15T18:41:03.207Z	N/A	English	2014 | Insight Grant | SSHRC Grant | Recreation | Leisure | Children (sport) | Parenting (sport) | Physical Education | Sport Participation Research Initiative | Sports Psychology	2014	2014	N/A	N/A	2016-03-15T18:41:03.919Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/f3/65/53/bff3655331/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T03:28:22.129Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	HoltNick-IG-2014-SPRI(Redacted).pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b3/f4/62/54/b3f462548p	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/12/8n/d7/bh128nd744>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s984	Successful Grants Library (SSHRC)	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R33T9DH62	N/A	N/A	76fd68a3-e9ae-49a7-be62-509b298548e0	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAPSSHRC | Byrne, Siobhan | McCulloch, Allison	SSHRC IG awarded 2014: In Afghanistan and Syria (2013),  powersharing peace-deal processes, modelled on examples from  the Northern Ireland and Bosnia-Herzegovina. Powersharing experts argue ethnopolitical groups are the most important actors in contemporary conflicts like Afghanistan and Syria, often to the exclusion of all other social identities and locations, while women, peace and security scholars and other critics of powersharing theory argue powersharing is inherently exclusionary. Our research question is: can powersharing theory, which focuses exclusively on ethnopolitical groups, be revised to accommodate the women, peace, and security agenda? Drawing on the lessons of the Dayton Accords in Bosnia-Herzegovina in 1995 and the Belfast Peace Agreement in Northern Ireland in 1998, we assert that the exclusion of women is not a result of powersharing per se, but rather stems from a failure to integrate a gender perspective into powersharing theory and practice. Our projects central purpose is to provide a theory of gender-inclusive powersharing and to demonstrate how it can inform conflict resolution processes in two contemporary cases of conflict: Afghanistan and Syria. This requires significant theoretical revision to the power-sharing model and necessitates building opportunities for scholars from both streams to share knowledge. Our four-year research plan is centered on two objectives: developing opportunities for practitioner-academic engagements to advance scholarship and creating a gendered theory of power-sharing. We will employ a qualitative multi-methods approach, including in-depth semi-structured interviews with politicians, advocacy groups, and UN staff; gender analysis of comprehensive peace accords, UN Security Council Resolutions, and other key peace documents, and; comparative case studies (Syria, Afghanistan, Bosnia-Herzegovina, and Northern Ireland). This research will benefit not only scholars and practitioners but also the women, men, and children who live in conflict and post-conflict zones.	2016-11-23T15:59:39.817Z	Gender, peace and powersharing practices in political transitions	N/A	Siobhan Byrne	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2013/10/10	N/A	2016-03-15T18:29:42.046Z	N/A	English	2014 | Insight Grant | SSHRC Grant | Political Science | IG | Interdisciplinary Studies | Theory | United Nations | Peace | Negotiation | conflict resolution | ethnonational conflict | Gender | International relations | peace-building | Peacebuilding | postconflict | Powersharing | Resolution 1325 | Security Council | Women and Peace	2013	2013	N/A	N/A	2016-03-15T18:29:42.947Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/12/8n/d7/bh128nd744/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-20T17:32:29.255Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	ByrneSiobhan-IG-2013.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b6/q1/82/k2/b6q182k20h	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/s1/78/4p/64/s1784p642>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3DN4036W	N/A	N/A	0eaa53c3-0ef4-4e8c-82a1-1fbb84b25004	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAP SSHRC | DeBernardi, Jean	This program of research explores the revival of tea culture and tea arts in contemporary China and promotion of that culture through commerce, education, museum exhibits, invented rituals, and the global network of Confucius Institutes. The study of tea culture as a form of material identity offers a lens on change in contemporary China, including the upsurge of regional identities, the impact of foreign investment and tourism on local communities, and the importance of not only of government programs but also commerce as a force in materializing regional and national cultural identities. The research will focus on three major themes:1. The resurgence of interest in Chinese specialty teas and tea arts in Fujian and Zhejiang Provinces, and public and private support for this resurgence in formal programs of education;2. The role of historical legends, rituals, and the performing arts in promoting regional forms of tea culture in Zhejiang and Fujian Provinces, including modern interpretations of Chan (Zen) Buddhist tea culture;3. The globalization of Chinese tea culture through both international commerce and the Confucius Institutes, which are widely promoting Chinese language and arts, including tea arts, in a program of cultural diplomacy	2017-01-19T16:37:50.496Z	Material identity: The anthropology of Chinese tea culture	N/A	Jean Debernardi	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2012/10/15	N/A	N/A	N/A	English	Insight Grant | SSHRC Grant | Ethnography | Globalization | China | IG | Taiwan | Successful SSHRC Grant | Tea | Chinese identity | Tea arts | Tea culture	N/A	2012	N/A	N/A	2017-01-19T16:37:52.017Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/s1/78/4p/64/s1784p642/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-19T16:44:59.342Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr_Jean_DeBernardi_IG.pdf	2017-01-19T16:37:50.496Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b7/d2/78/t1/b7d278t164	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ww/72/bc/92/ww72bc92d>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s321	Readings	44558s321	Readings (SSHRC)	doi:10.7939/R3SJ1B001	http://hdl.handle.net/10402/era.32097	http://hdl.handle.net/10402/era.32097	80c01387-8868-488a-b2f5-9f9376cdf0da	GenericFile	gapsshrc@ualberta.ca	uuid:1cb954cf-53f7-4d7e-baeb-00f2135cfb39	uuid:1cb954cf-53f7-4d7e-baeb-00f2135cfb39	Haiying Feng (City University of Hong Kong, Hong Kong) Ling Shi (University of British Columbia, Canada)	Compared with other academic writing, the research grant proposal involves a high degree of marketisation with an attempt to sell the proposed research as well as the researcher. Instead of a general audience, it addresses two different groups of readers: peer reviewers who are highly informed about the topic, and members of the grant review committee who might or might not be engaged in the same research area.	2016-06-08T15:47:06.540Z	Genre Analysis of Research Proposals	N/A	GAP SSHRC	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Journal Article (Published)	2004/01/01	2013-07-17T10:29:40Z	2013-07-17T10:29:40Z	LSP & Professional Communication. vol 4(1):8-30, 2014	English	SSHRC | genre-analysis | grant-writing | research grants | research proposals	2004	2004	7p88ch89z	7p88ch89z	2015-10-10T17:35:48.907Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ww/72/bc/92/ww72bc92d/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-19T19:13:15.808Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Feng & Shi, 2004.pdf	2013-07-17T16:29:41.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sq/87/bv/96/sq87bv96r	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/h9/89/r6/02/h989r602s>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3WP9T62T	N/A	N/A	cc519438-6187-42f5-937e-7f3eef854a72	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAP SSHRC	Insight Grant awarded 2015: The proposed work will examine three theoretically important, yet previously unexplored, linkagesbetween experience with an emerging technology and lock-in to that technology, but not to others. Field studies, experiments conducted via mobile devices and traditionallaboratory studies will contribute data.	2016-06-03T20:37:06.644Z	Cognitive lock-in to emerging technologies: efficiency, efficacy and emotion	N/A	Kyle Murray	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2014/10/07	N/A	N/A	N/A	English	Psychology | Emerging technology | Consumer behaviour | Cognitive Lock-In | Consumer | Consumer attitude	N/A	2014	N/A	N/A	2016-06-03T20:37:07.899Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/h9/89/r6/02/h989r602s/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T07:30:38.760Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	MurrayKyle-IG-2014.pdf	2016-06-03T20:37:06.644Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bt/x3/1q/h8/btx31qh80j	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bz/w1/2z/54/bzw12z547q>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3TQ5RT1S	N/A	N/A	4be6a8a0-b783-4607-807d-4a1e719282e6	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAPSSHRC | Aidan Rowe | Marilene Oliver | Scott Smallwood | Sean Gouglas | Stephen Moore | Vadim Bulitko	SSHRC IDG awarded 2017: The expansion of video games as a medium has precipitated a healthy indie game movement, and created opportunities for  media artists to explore interactive art creation. However,  audio and music in games is still primarily constrained to sound effects, dialog and emotive accompaniment, thereby lagging behind advances in full-sphere 3D audio and procedurally generated sound. This research aims to answer several questions in relation to the potential of audio as a major video game mechanic: What if sound were the primary form of interaction?  What kinds of musical and sonic experiences can be created in that environment?  How might 3D audio enhance that experience?  What about field recording and soundscape composition?  How could games enhance our understanding of our changing soundscape?	2017-07-24T21:49:11.508Z	The Lost Garden: Exploring Audio in Interactive Spaces	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2017/01/25	N/A	N/A	N/A	English	Grant Application | Successful SSHRC | 2017 | IDG | Composition | Music | Soundscape | Video Games | Fine Arts | Interactivity | Ambisonics | Audio Games | Binaural audio | Electroacoustic music | Sound art | Sound design | Soundscape composition	N/A	2017	N/A	N/A	2017-07-24T21:49:12.207Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bz/w1/2z/54/bzw12z547q/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-07-24T22:13:10.264Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	SmallwoodSCott-IDG-2017.pdf	2017-07-24T21:49:11.508Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/70/79/5b/72/70795b72c	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/v5/3j/x0/b1v53jx048>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3Z892G38	N/A	N/A	96e050f7-c564-4e4b-abc8-a807e2cc707c	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAP SSHRC | Benjamin Tucker	Insight Grant awarded	2016-06-03T15:39:07.920Z	The Spoken English Lexicon: Massive auditory lexical decision	N/A	Benjamin Tucker	N/A	Harald Baayen | Kara Hawthorn | Michael Kiefte | Natasha Warner | Terrance Nearey	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2013/10/11	N/A	N/A	N/A	English	Linguistics | Psycholinguistics | Insight Grant | SSHRC Grant | Elderly | Phonetics | IG | Speech Recognition	N/A	2013	N/A	N/A	2016-06-03T21:19:14.001Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/v5/3j/x0/b1v53jx048/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-23T05:28:29.340Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	TuckerBenjamin-IG-2013(Redacted).pdf	2016-06-03T21:19:12.899Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bp/v6/3g/03/bpv63g0367	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rv/04/2x/30/rv042x30p>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3BV7B85C	N/A	N/A	ab8691f6-12bf-476f-8c26-087d0cce4f98	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	Binhammer, Katherine	Insight Grant awarded 2015:	2017-11-14T19:39:16.220Z	Downward Mobility in the Sentimental Novel	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2014/10/03	N/A	N/A	N/A	English	Literature | IG | Capitalism | Successful SSHRC Application | 18th C | Cultural Theory | Narrative Theory | Novel	N/A	2014	N/A	N/A	2017-11-14T19:39:16.740Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rv/04/2x/30/rv042x30p/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T19:43:17.560Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Binhammer-IG-2015.pdf	2017-11-14T19:39:16.220Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1c/18/dj/45/1c18dj45q	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k3/56/95/86/k35695869>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s92g	Newsletters	44558s92g	Communiques (SSHRC)	doi:10.7939/R3707WP1W	http://hdl.handle.net/10402/era.32362	http://hdl.handle.net/10402/era.32362	bf70ade6-8c0b-4fc1-9ed3-252b766749c7	GenericFile	gapsshrc@ualberta.ca	uuid:e67b6d3a-8088-4819-9f8a-34e5fc10e95a	uuid:e67b6d3a-8088-4819-9f8a-34e5fc10e95a	GAP SSHRC	N/A	2016-06-08T12:49:58.742Z	GAP SS&H Newsletter (Vol 1 Issue 1)	N/A	GAP SSHRC	N/A	B. Stelmach	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2013/07/25	2013-07-29T08:39:56Z	2013-07-29T08:39:56Z	N/A	English	SSHRC | Announcements | Humanities grants | Social Sciences grants | Grant Assist Program (SSHRC) | Grants Support	2013	2013	m039k6213	m039k6213	2015-10-11T03:27:52.534Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k3/56/95/86/k35695869/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T11:43:20.430Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Grant Assist Program (SSHRC) Announcements & Opportunities 25July2013.pdf	2013-07-29T14:39:57.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/70/79/59/29/70795929w	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
