resource	Community	ualId:belongsToCommunity	ualid:belongsToCommunity	ualId:hasCollectionId	ualId:hasCollection	ualid:hasCollectionId	ualid:hasCollection	ualids:doi	ualId:fedora3handle	ualids:fedora3handle	http://fedora.info/definitions/v4/repository#uuid	info:hasModel	http://id.loc.gov/vocabulary/relators/dpt	ualId:fedora3uuid	ualids:fedora3uuid	dcterm:creator	dcterm:description	dcterm:modified	dcterm:title	dcterm:relation	dcterm:source	http://scholarsphere.psu.edu/ns#relativePath	dcterm:contributor	dcterm:license	dcterm:type	dcterm:created	dcterm:dateAccepted	dcterm:dateSubmitted	dcterm:isVersionOf	dcterm:language	dcterm:subject	ualId:year_created	ualid:year_created	ualid:ingestbatch	ualId:ingestbatch	http://fedora.info/definitions/v4/repository#created	http://fedora.info/definitions/v4/repository#createdBy	http://fedora.info/definitions/v4/repository#exportsAs	http://fedora.info/definitions/v4/repository#hasParent	http://fedora.info/definitions/v4/repository#lastModified	http://fedora.info/definitions/v4/repository#lastModifiedBy	http://fedora.info/definitions/v4/repository#mixinTypes	http://fedora.info/definitions/v4/repository#primaryType	http://fedora.info/definitions/v4/repository#writable	info:downloadFilename	info:createdDate	AASM::Persistence::ActiveFedoraPersistence::AASMTermsaasmstate	info:fedora/fedora-system:def/relations-external#isPartOf	rdf:type	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rx/91/3q/49/rx913q490>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R37M04275	http://hdl.handle.net/10402/era.41299	http://hdl.handle.net/10402/era.41299	a3e8c731-2928-4a54-a0e9-6bc014c87b92	GenericFile	iwona.pawlina@ualberta.ca	uuid:5bdee3dd-93cc-4c49-ada3-913c3060b8eb	uuid:5bdee3dd-93cc-4c49-ada3-913c3060b8eb	Carey, Jason	N/A	2015-06-10T20:36:20.001Z	NSERC Discovery Grant Roundtable EG 1512 June 10 2015	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2015/06/10	2015-06-10T14:36:15Z	2015-06-10T14:36:15Z	N/A	English	Discovery Grant | NSERC | Discovery Grants	2015	2015	2z10wq679	2z10wq679	2015-10-04T18:56:53.594Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rx/91/3q/49/rx913q490/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T06:08:16.117Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC DG Roundtable EG 1512 with Dr. Jason Carey June 10 2015.pdf	2015-06-10T20:36:15.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wm/11/7p/49/wm117p495	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w0/89/2d/84/w0892d84t>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558r928	Readings	doi:10.7939/R3JS9HC3R	N/A	N/A	e88a7f5e-e59a-47cf-b7fe-032b4d39e10e	GenericFile	nsercgap@ualberta.ca	N/A	N/A	GAP NSE	N/A	2017-01-11T15:51:25.540Z	CPRC 2017 Call LOI_Form	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	January 10, 2017	N/A	N/A	N/A	English	CPRC | Funding Opportunity	N/A	2017	N/A	N/A	2017-01-11T22:20:17.219Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w0/89/2d/84/w0892d84t/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-11T22:51:34.578Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	CPRC Call for LOIs Application - 2017-ENG.docx	2017-01-11T22:20:16.780Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b5/64/4v/56/b5644v56k	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vm/40/xv/46/vm40xv46z>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558v58k	Newsletters	doi:10.7939/R3T727G14	N/A	N/A	6a337fa7-e103-472c-9e5d-5b4379c13da8	GenericFile	nsercgap@ualberta.ca	N/A	N/A	GAP NSE	N/A	2016-07-28T18:28:47.227Z	Funding Opportunity: ReMAP	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2016/07/28	N/A	N/A	N/A	English	Funding Opportunity	N/A	2016	N/A	N/A	2016-07-28T18:28:47.652Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vm/40/xv/46/vm40xv46z/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T09:43:16.237Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	ReMAP Call for Proposals Announcement_2016 (1) (1).pdf	2016-07-28T18:28:47.227Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/6m/31/1r/93/6m311r93m	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3x/81/6q/43/3x816q433>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops (NSE)	doi:10.7939/R3CJ8801M	N/A	N/A	bab8d9e8-1baa-425a-9b49-e597eef2e03e	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Lucy, Charles	N/A	2017-07-28T08:12:46.814Z	NSERC Disovery Grant Roundtable Presentation EG 1504 - July 25, 2017	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2017/07/25	N/A	N/A	N/A	English	Discovery Grant | NSERC | DG | Chemistry	N/A	2017	N/A	N/A	2017-07-28T14:08:54.713Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3x/81/6q/43/3x816q433/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-07-28T14:12:46.956Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Merit Indicators, EG 1504 - Dr. Charles Lucy.pdf	2017-07-28T14:08:54.094Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mk/61/rk/85/mk61rk855	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/18/31/ck/74/1831ck747>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R36688K6N	http://hdl.handle.net/10402/era.41326	http://hdl.handle.net/10402/era.41326	b829585d-cbff-424d-a656-adda4806696f	GenericFile	iwona.pawlina@ualberta.ca	uuid:8d6efee0-eb95-4675-9c72-41f5e175642f	uuid:8d6efee0-eb95-4675-9c72-41f5e175642f	Salmon, John	N/A	2015-06-16T19:55:17.822Z	NSERC  Discovery Grant Roundtable presentation EG 1510 June 17 2015	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2015/06/16	2015-06-16T13:55:14Z	2015-06-16T13:55:14Z	N/A	English	NSERC | NSERC Discovery Grant | NSERC Discovery Grants	2015	2015	9306t027w	9306t027w	2015-10-06T01:23:46.136Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/18/31/ck/74/1831ck747/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-23T22:42:43.988Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC DG Roundtable EG 1510 with Dr. John Salmon 2015.pdf	2015-06-16T19:55:14.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2r/36/tz/63/2r36tz63x	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9p/29/0b/52/9p290b52z>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558r928	Readings	44558r928	Readings	doi:10.7939/R3KS6J62M	http://hdl.handle.net/10402/era.38783	http://hdl.handle.net/10402/era.38783	d92195d0-cec3-4ada-8bb7-92a014432435	GenericFile	iwona.pawlina@ualberta.ca	uuid:c124fef9-0670-4d87-811f-4a384802ee7e	uuid:c124fef9-0670-4d87-811f-4a384802ee7e	Loo, Eric	N/A	2014-05-28T22:04:51.223Z	Mitacs Programs Summary (May 2014)	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Review	2014/05/23	2014-05-28T16:04:32Z	2014-05-28T16:04:32Z	N/A	English	Funding | Industry and academia partnerships | Research and Training	2014	2014	7s75dd65m	7s75dd65m	2015-10-10T04:36:07.335Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9p/29/0b/52/9p290b52z/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T02:51:40.941Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Mitacs Programs Handout May 2014.pdf	2014-05-28T22:04:32.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/fq/97/7w/05/fq977w05r	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b2/80/1p/g4/b2801pg44b>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558r928	Readings	doi:10.7939/R39882R61	N/A	N/A	d2ed0688-93ec-4826-ba34-87caa7281a9d	GenericFile	nsercgap@ualberta.ca	N/A	N/A	nsercgap@ualberta.ca	Details about funding opportunity for Development of Vaccine for Necrotic Enteritis in Broiler Chickens. 2017 Competition.	2017-01-11T15:59:36.577Z	CFC 2017 Call for Proposal_LOI for Development of Vaccine for Necrotic Enteritis in Broiler Chickens_English.pdf	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	January 10 2017	N/A	N/A	N/A	English	CPRC | CFC | Funging opportunity	N/A	2017	N/A	N/A	2017-01-11T21:53:13.219Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b2/80/1p/g4/b2801pg44b/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-11T22:59:36.870Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	CFC Research RFP - Dec 16_English.pdf	2017-01-11T21:53:12.905Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b6/d5/6z/w7/b6d56zw74z	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3r/07/4x/83/3r074x83m>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops	doi:10.7939/R3W950N6B	N/A	N/A	bc536956-8ada-4273-ad22-6441d992bc45	GenericFile	ipawlina@ualberta.ca	N/A	N/A	Chuck Lucy	N/A	2016-09-26T15:24:59.257Z	HQP Institutional Resources (Professional Development)	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2016/09/26	N/A	N/A	N/A	English	Discovery Grant | NSERC	N/A	2016	N/A	N/A	2016-09-26T21:05:02.314Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3r/07/4x/83/3r074x83m/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T11:27:52.079Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	HQP Institutional Resources (1).pdf	2016-09-26T21:05:01.982Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pn/89/d9/28/pn89d928p	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qj/72/p9/78/qj72p9781>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops	doi:10.7939/R3JQ0SZ3K	N/A	N/A	57930d6b-678c-4a68-a43c-bbea5381e3ef	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Dr. Armann Ingolfsson	N/A	2016-07-22T16:00:38.889Z	NSERC Discovery Grant Roundtable presentation EG 1509, July 19, 2016	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	N/A	N/A	N/A	N/A	English	Discovery Grant | NSERC	N/A	N/A	N/A	N/A	2016-07-22T16:00:39.766Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qj/72/p9/78/qj72p9781/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T13:26:00.483Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC Roundtable EG 1509 - Dr. Ingolfsson.pdf	2016-07-22T16:00:38.889Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/44/5c/d2/bg445cd243	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/51/38/jf/21/5138jf21v>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3HX15S12	http://hdl.handle.net/10402/era.39148	http://hdl.handle.net/10402/era.39148	0a672eb1-f680-4e2b-9936-8ca4379de2ea	GenericFile	iwona.pawlina@ualberta.ca	uuid:503d8682-847a-4d77-819b-0139ea5918f5	uuid:503d8682-847a-4d77-819b-0139ea5918f5	Gregory Funk	N/A	2014-07-21T20:38:23.975Z	2014 Discovery Grant Evaluation Group 1502 Round Table presentation	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2014/07/21	2014-07-21T14:38:06Z	2014-07-21T14:38:06Z	N/A	English	NSERC Discovery Grant | Discovery Grant Evaluation | NSERC Grants	2014	2014	mc87pq64h	mc87pq64h	2015-10-04T04:44:20.736Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/51/38/jf/21/5138jf21v/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T00:32:45.888Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr Gregory Funk NSERC Roundtable EG 1502.pdf	2014-07-21T20:38:06.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3x/81/6m/99/3x816m99b	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/d5/04/rp/16/d504rp164>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558v37t	Learning Materials (NSE)	doi:10.7939/R3CN6ZC8G	N/A	N/A	9cf1dcf4-9cc3-40a2-9e98-4b71680e30c7	GenericFile	ipawlina@ualberta.ca	N/A	N/A	Charles Lucy	N/A	2017-10-13T19:21:25.946Z	UofA Institutional Resources for Professional Development	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2017/08/31	N/A	N/A	N/A	English	Professional development	N/A	2017	N/A	N/A	2017-10-13T19:21:26.703Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/d5/04/rp/16/d504rp164/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-10-13T19:24:23.989Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	HQP Institutional Resources from Dr. Chuck Lucy 10August 2017.docx.pdf	2017-10-13T19:21:25.946Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/s6/5h/c4/bks65hc422	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k6/43/b1/21/k643b121h>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558r928	Readings	44558r928	Readings	doi:10.7939/R3NK36C24	http://hdl.handle.net/10402/era.38782	http://hdl.handle.net/10402/era.38782	1dcb0d68-28bf-4c54-a11e-e8bac07adde3	GenericFile	iwona.pawlina@ualberta.ca	uuid:09d5a23f-55e1-464c-8083-380c66ab3475	uuid:09d5a23f-55e1-464c-8083-380c66ab3475	Loo, Eric	N/A	2014-05-28T22:01:28.092Z	Mitacs Programs Review (May 2014)	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Review	N/A	2014-05-28T16:01:15Z	2014-05-28T16:01:15Z	N/A	English	student training | academia and industry collaborations | research funding	N/A	N/A	pr76f3492	pr76f3492	2015-10-03T01:45:47.323Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k6/43/b1/21/k643b121h/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-16T15:54:08.140Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Mitacs Programs presentation May 2014.pdf	2014-05-28T22:01:15.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1v/53/jx/05/1v53jx05d	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/td/96/k3/41/td96k3416>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558r928	Readings	44558r928	Readings	doi:10.7939/R3Z02ZF8K	http://hdl.handle.net/10402/era.41259	http://hdl.handle.net/10402/era.41259	96f4de99-a273-4015-b4f4-6466c5c16d40	GenericFile	iwona.pawlina@ualberta.ca	uuid:8d1c3ba1-6c04-4daa-9dcc-0975a8bffc0e	uuid:8d1c3ba1-6c04-4daa-9dcc-0975a8bffc0e	NSERC	N/A	2015-06-05T13:53:41.151Z	NSERC Discovery Grant Merit Indicators	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2-15/06/03	2015-06-05T07:53:36Z	2015-06-05T07:53:36Z	N/A	English	NSERC | Discovery Grants | Merit Indicators	N/A	N/A	9306t027w	9306t027w	2015-10-06T01:15:24.683Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/td/96/k3/41/td96k3416/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-16T15:54:08.140Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC Discovery Grants Merit Indicators.pdf	2015-06-05T13:53:36.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/70/79/58/60/707958605	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/x6/33/f1/40/x633f140g>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558r928	Readings	44558r928	Readings	doi:10.7939/R3H70809K	http://hdl.handle.net/10402/era.39164	http://hdl.handle.net/10402/era.39164	c572903d-7a79-41ae-8de7-8dd08e95b1d4	GenericFile	iwona.pawlina@ualberta.ca	uuid:50ab39ca-63d3-4204-bfd6-df57a67c7931	uuid:50ab39ca-63d3-4204-bfd6-df57a67c7931	NSERC	Links to NSERC Discovery Grant policy documents regarding evaluation process, evaluation criteria and other relevant information	2014-07-23T17:27:23.161Z	NSERC Discovery Grant selected Policy Documents	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2013	2014-07-23T11:26:59Z	2014-07-23T11:26:59Z	N/A	English	NSERC Discovery Grants | Discovery Grant Evaluation Criteria | Discovery Grant Evaluation Process	2013	2013	mc87pq64h	mc87pq64h	2015-10-04T04:57:53.981Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/x6/33/f1/40/x633f140g/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-16T15:54:08.140Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Discovery Grant policy documents.pdf	2014-07-23T17:26:59.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vx/02/1f/54/vx021f545	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
