resource	Community	ualId:belongsToCommunity	ualid:belongsToCommunity	ualId:hasCollectionId	ualId:hasCollection	ualid:hasCollectionId	ualid:hasCollection	ualids:doi	ualId:fedora3handle	ualids:fedora3handle	http://fedora.info/definitions/v4/repository#uuid	info:hasModel	http://id.loc.gov/vocabulary/relators/dpt	ualId:fedora3uuid	ualids:fedora3uuid	dcterm:creator	dcterm:description	dcterm:modified	dcterm:title	dcterm:relation	dcterm:source	http://scholarsphere.psu.edu/ns#relativePath	dcterm:contributor	dcterm:license	dcterm:type	dcterm:created	dcterm:dateAccepted	dcterm:dateSubmitted	dcterm:isVersionOf	dcterm:language	dcterm:subject	ualId:year_created	ualid:year_created	ualid:ingestbatch	ualId:ingestbatch	http://fedora.info/definitions/v4/repository#created	http://fedora.info/definitions/v4/repository#createdBy	http://fedora.info/definitions/v4/repository#exportsAs	http://fedora.info/definitions/v4/repository#hasParent	http://fedora.info/definitions/v4/repository#lastModified	http://fedora.info/definitions/v4/repository#lastModifiedBy	http://fedora.info/definitions/v4/repository#mixinTypes	http://fedora.info/definitions/v4/repository#primaryType	http://fedora.info/definitions/v4/repository#writable	info:downloadFilename	info:createdDate	AASM::Persistence::ActiveFedoraPersistence::AASMTermsaasmstate	info:fedora/fedora-system:def/relations-external#isPartOf	rdf:type
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/q9/77/t9/bfq977t982>	Grant Assist Program (Health Sciences)	N/A	44558r821	N/A	N/A	N/A	N/A	doi:10.7939/R3NK3684R	N/A	N/A	0213f53b-2805-42f6-8394-517289093b80	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	Joanne Simala-Grant | University of Alberta Community	This document summarizes the feedback received from the University of Alberta community, which was used by University of Alberta delegates at the CIHR Working Meeting requested by the Federal Minister of Health.	2016-07-19T21:54:06.071Z	Summary of University of Alberta Feedback for​ ​CIHR Working Group Meeting	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2016/07/13	N/A	N/A	N/A	English	Feedback | CIHR	N/A	2016	N/A	N/A	2016-07-19T21:56:32.443Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/q9/77/t9/bfq977t982/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T15:17:58.102Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	UofA Feedback summary for CIHR Working Group Meeting 13July2016 JLS F.pdf	2016-07-19T21:54:06.071Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/q2/37/hv/90/q237hv902	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1n/79/h6/08/1n79h608b>	Grant Assist Program (Health Sciences)	44558r821	44558r821	44558v757	Foundation Competition Workshops	44558v757	Foundation Competition Workshops	doi:10.7939/R38S4JP7R	http://hdl.handle.net/10402/era.40207	http://hdl.handle.net/10402/era.40207	2797152f-e914-49f7-80a9-2fdb3007ae88	GenericFile	cihrgrants@ualberta.ca	uuid:39707b92-dab5-4093-884d-60c09ee6f382	uuid:39707b92-dab5-4093-884d-60c09ee6f382	Simala-Grant, Joanne - Director, Health Funding Research Initiatives	What are the critical features of a compelling application to Stage 2 of the CIHR Foundation Scheme competition? The Foundation Scheme application is dramatically different from a CIHR Operating Grant application in content, length and style. Since the Foundation competition is new in 2014, and we have no prior reviewers, applicants or applications, two mock Stage 2 applications have been created as a starting point for discussion. The Introductory Slides for these discussions are now available for download.	2015-03-12T22:32:01.316Z	Mock Stage 2 Foundation Application Facilitated Discussion Introductory Slides	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Conference/workshop Presentation	2014/12/10	2014-12-11T08:10:23Z	2014-12-11T08:10:23Z	N/A	English	foundation scheme | stage 2 | mock application	2014	2014	fj2363790	fj2363790	2015-10-10T20:48:12.928Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1n/79/h6/08/1n79h608b/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-23T01:18:42.378Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Mock Stage 2 Application Discussion 10Dec2014 F.pdf	2014-12-11T15:10:24.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/p8/41/8q/07/p8418q07f	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b0/28/70/w0/b02870w079>	Grant Assist Program (Health Sciences)	N/A	44558r821	N/A	N/A	44558t55j	University Delegate (CIHR) Information	doi:10.7939/R3NP1WZ0B	N/A	N/A	64263605-e19f-4aae-90c1-e83b1fce2535	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	CIHR	N/A	2017-09-12T15:40:20.550Z	University Delegate Teleconference Minutes, August 3, 2017	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2017/08/03	N/A	N/A	N/A	English	CIHR | Project Grant | Foundation Grant | College of Reviewers	N/A	2017	N/A	N/A	2017-09-12T15:40:21.202Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b0/28/70/w0/b02870w079/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-09-12T16:07:46.230Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Draft English Minutes of the August 3 2017 Meeting.pdf	2017-09-12T15:40:20.550Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/93/0b/x1/bk930bx19h	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kh/04/dq/29/kh04dq29j>	Grant Assist Program (Health Sciences)	44558r821	44558r821	N/A	N/A	44558t55j	University Delegate (CIHR) Information	doi:10.7939/R3V40JZ62	http://hdl.handle.net/10402/era.40172	http://hdl.handle.net/10402/era.40172	c6f31d0d-c720-4089-b484-01621d6b9ad3	GenericFile	cihrgrants@ualberta.ca	uuid:5e053e58-91cb-489d-be0a-a0825dab0f57	uuid:5e053e58-91cb-489d-be0a-a0825dab0f57	CIHR	Teleconference minutes are available for download for November 6, 2014 University Delegate teleconference. Discussion included the outcome of the October 28, 2014 Vice-Presidents of Research (VPR) meeting. UD members requested that discussions on the Institute Model Review be discussed at the next VPR call and CIHR confirmed this would be added to the agenda. The Transitional OOGP was also discussed and it was noted that the Notice of Decision will be later on July 15, 2015 because of extended peer review however the funding start date will be back date to July 1, 2015. An update to the Foundation Scheme was given and Stage 2 applications were discussed. Finally, an update to the SPOR Networks in Chronic Disease was given.	2017-08-02T12:43:49.648Z	University Delegate Teleconference Minutes November 6, 2014	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Conference/workshop Presentation	2014/11/06	2014-12-04T15:19:14Z	2014-12-04T15:19:14Z	N/A	English	foundation scheme | SPOR networks in chronic disease | transitional OOGP	2014	2014	cj82k782f	cj82k782f	2015-10-04T19:40:07.149Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kh/04/dq/29/kh04dq29j/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-08-02T18:43:49.802Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Draft Minutes of the November 6, 2014 UD Meeting.pdf	2014-12-04T22:19:14.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t4/35/gd/46/t435gd46m	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b7/36/66/46/b73666468b>	Grant Assist Program (Health Sciences)	N/A	44558r821	N/A	N/A	N/A	N/A	doi:10.7939/R3MK65N5K	N/A	N/A	f4fb9f95-57db-4b37-9305-84f759054803	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	Evans, David - Professor & Vice-Dean (Research), Faculty of Medicine & Dentistry	This poster contains tips for writing your CIHR grant application.	2017-08-11T15:14:22.381Z	Grant Writing Tips	N/A	N/A	N/A	Coe, Helen - Project Coordinator, Grant Assist Program	http://creativecommons.org/licenses/by-nc-sa/4.0/	Report	2017/08/11	N/A	N/A	N/A	English	writing	N/A	2017	N/A	N/A	2017-08-11T21:09:06.561Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b7/36/66/46/b73666468b/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-08-11T21:14:22.502Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Grant Writing Tips August 2017.pdf	2017-08-11T21:09:05.933Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/j5/2w/49/bdj52w4929	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bt/h8/3k/z5/bth83kz50t>	Grant Assist Program (Health Sciences)	N/A	44558r821	N/A	N/A	44558t55j	University Delegate (CIHR) Information	doi:10.7939/R35D8NS55	N/A	N/A	0ff10741-1c01-4318-a178-a68b37fd1007	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	CIHR	N/A	2017-04-07T13:42:01.431Z	University Delegate Teleconference Minutes, February 2, 2017	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2017/02/02	N/A	N/A	N/A	English	CIHR | Project Grant | Foundation Grant | College of Reviewers | Peer Review | Indigenous Health Research	N/A	2017	N/A	N/A	2017-04-07T13:42:02.358Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bt/h8/3k/z5/bth83kz50t/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-04-07T13:45:33.765Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Draft English Minutes of the February 2 2017 Meeting.pdf	2017-04-07T13:42:01.431Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jm/21/4r/80/jm214r809	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kw/52/j9/35/kw52j935w>	Grant Assist Program (Health Sciences)	44558r821	44558r821	44558t042	Updates and Metrics	44558t042	Updates and Metrics	doi:10.7939/R30C4SJ8Q	http://hdl.handle.net/10402/era.38833	http://hdl.handle.net/10402/era.38833	d2daaf4b-51b2-44ac-bafe-e0674775b5ca	GenericFile	cihrgrants@ualberta.ca	uuid:fdcb872e-1864-421d-ac1e-027c9bb13d31	uuid:fdcb872e-1864-421d-ac1e-027c9bb13d31	Coe, Helen - Project Coordinator, Grant Assist Program (Health Sciences) | Simala-Grant, Joanne - Director, Grant Assist Program (Health Sciences)	This report provides metrics on the support provided by the Grant Assist Program (Health Sciences) to the University community between May 2013 and April 2014. Breakdown of participation by faculty in feedback processes and workshops is shown.	2014-06-05T15:36:05.735Z	Grant Assist Program (Health Sciences) Update Report: May 2013 - April 2014	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2014/06/03	2014-06-05T09:35:39Z	2014-06-05T09:35:39Z	N/A	English	workshops | feedback processes | metrics	2014	2014	hq37vp868	hq37vp868	2015-10-10T11:37:42.849Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kw/52/j9/35/kw52j935w/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T08:32:34.726Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Update Report GAP(HS) 03June2014 F.pdf	2014-06-05T15:35:40.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/df/65/v9/24/df65v924c	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/4b/29/b9/25/4b29b925q>	Grant Assist Program (Health Sciences)	44558r821	44558r821	N/A	N/A	N/A	N/A	doi:10.7939/R3M03XX96	N/A	N/A	607bd8cc-a356-4cf9-93ee-1e6bbdbb651e	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	CIHR | Thane Chambers	N/A	2016-04-14T15:17:30.104Z	Bibliometrics & Research Impact Workshop Video	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2016-03-24	N/A	2016-04-14T15:17:30.104Z	N/A	English	CIHR | Articles | Bibliometrics | InCites Database | Journal Citation Reports | Metrics | Research Impact | Scopus | Web of Science	2016	2016	N/A	N/A	2016-04-14T15:17:30.343Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/4b/29/b9/25/4b29b925q/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-23T03:26:54.564Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Bibliometrics & Research Impact Workshop - Trimmed.m4v	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/4q/77/fv/07/4q77fv07m	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/f3/65/54/bff365545x>	Grant Assist Program (Health Sciences)	N/A	44558r821	N/A	N/A	44558t55j	University Delegate (CIHR) Information	doi:10.7939/R3JW87054	N/A	N/A	2adc81ef-60be-4957-94b7-98ca4a69bb65	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	CIHR	N/A	2017-05-31T19:18:45.858Z	University Delegate Teleconference Minutes, April 6, 2017	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2017/04/06	N/A	N/A	N/A	English	Project Grant | CIHR Update | Foundation Grant | Gender Equality | Institute of Gender and Health | Varia	N/A	2017	N/A	N/A	2017-05-31T19:18:46.113Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/f3/65/54/bff365545x/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-05-31T19:31:41.725Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Draft English Minutes of the April 6 2017 Meeting.pdf	2017-05-31T19:18:45.858Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/c1/8d/f9/b1c18df933	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/tb/09/j8/33/tb09j833q>	Grant Assist Program (Health Sciences)	44558r821	44558r821	44558s100	N/A	44558s100	Workshops – non-OOGP non-training competitions	doi:10.7939/R3CF9JF32	N/A	N/A	ff14f03c-2598-445e-ac21-5f84d294b004	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	cihrgrants@ualberta.ca	N/A	2015-11-24T13:42:08.338Z	BCB Webinar Presentation, November 2015.pdf	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	N/A	N/A	2015-11-23T17:19:53.166Z	N/A	English	Funding | Genome Alberta	N/A	N/A	N/A	N/A	2015-11-23T17:19:53.789Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/tb/09/j8/33/tb09j833q/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-19T19:10:44.045Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	BCB Webinar Presentation, November 2015.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/54/4b/p0/b1544bp09v	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/hx/11/xg/21/hx11xg21x>	Grant Assist Program (Health Sciences)	44558r821	44558r821	44558t73g	Resources & Workshops – Budget	44558t73g	Resources & Workshops – Budget	doi:10.7939/R3FB4WK83	http://hdl.handle.net/10402/era.28241	http://hdl.handle.net/10402/era.28241	579f8009-29f5-49c9-b0fc-55cb530e45fe	GenericFile	cihrgrants@ualberta.ca	uuid:a6d9105c-5e91-49b2-99b8-f931d76b0cb3	uuid:a6d9105c-5e91-49b2-99b8-f931d76b0cb3	Simala-Grant, Joanne - Director, Health Research Funding Initiatives | De Pauw, Jane - Research Facilitator, Faculty of Medicine & Dentistry | Babiak, Jay - Director, Nursing Research Office | Jones, Pat - Research Facilitator, Faculties of Nursing & Rehabilitation Medicine | McPhalen, Cathy - thINK Editing | Taylor, Margaret - Human Resources Assistant, Faculty of Nursing	This document contains information we hope is useful when preparing a budget and the associated justification when requesting health research funding from granting agencies. The document includes pertinent references and sample budget justification wording. The document is designed specifically to support the development of budgets for Canadian Institutes of Health Research (CIHR) applications. However, the document may be useful when preparing budgets for other funding agencies. The document is organized by CIHR budget category headings.	2014-04-30T21:57:28.146Z	The Health Research Funding Application Budgets & Justifications: Pertinent References & Sample Wording	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2012/08/27	2012-07-23T08:23:37Z	2012-07-23T08:23:37Z	N/A	English	OOGP | open operating grant program | budget	2012	2012	qj72p8059	qj72p8059	2015-10-06T10:09:01.976Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/hx/11/xg/21/hx11xg21x/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T07:37:30.925Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	CIHR Budget Reference Material and Sample Wording 12June2013 Final_merged.pdf	2012-07-23T14:23:38.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/6h/44/0t/43/6h440t43z	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/8p/58/pf/01/8p58pf01p>	Grant Assist Program (Health Sciences)	44558r821	44558r821	44558s04v	Workshops - Operating Grants	44558s04v	Workshops - Operating Grants	doi:10.7939/R34B9Z	http://hdl.handle.net/10402/era.26082	http://hdl.handle.net/10402/era.26082	3eb80170-39a3-41b9-ba25-e5f5131c1bb0	GenericFile	cihrgrants@ualberta.ca	uuid:a8df9435-f78b-46d1-a596-72706676a24b	uuid:a8df9435-f78b-46d1-a596-72706676a24b	Simala-Grant, Joanne - Director, CIHR Special Project | De Pauw, Jane - Research Facilitator, Faculty of Medicine & Dentistry	Grant applications require review and approval by the Department, Faculty, and Institution. Jane De Pauw (Research Facilitator, Faculty of Medicine & Dentistry) presented suggestions as to what actions will ensure quick review and approval and what issues stall approval.	2015-08-05T21:29:48.889Z	Tips for Smooth Grant Review and Approval	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Conference/workshop Presentation	2012/03/22	2012-04-13T10:13:21Z	2012-04-13T10:13:21Z	N/A	English	grant review | signatures	2012	2012	gf06g358n	gf06g358n	2015-10-06T11:33:17.350Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/8p/58/pf/01/8p58pf01p/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-21T18:48:17.845Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	uuid:a8df9435-f78b-46d1-a596-72706676a24b.zip	2012-04-13T16:13:29.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/38/6k/11/bc386k11k	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bw/37/63/68/bw3763684z>	Grant Assist Program (Health Sciences)	44558r821	44558r821	N/A	N/A	N/A	N/A	doi:10.7939/R3348GK70	N/A	N/A	83d93641-4ff3-4e72-8e38-63453397006c	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	Simala-Grant, Joanne	N/A	2016-03-24T21:25:57.681Z	Project 2016 Peer Review Summary	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Conference/workshop Presentation	2015/12/08	N/A	2016-03-24T21:25:57.681Z	N/A	English	Project 2016 | Peer Review	2015	2015	N/A	N/A	2016-03-24T21:25:58.148Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bw/37/63/68/bw3763684z/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T15:36:45.119Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Project Peer Review Summary Jan2016.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/c8/7p/q2/bmc87pq27z	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/d4/72/w5/bjd472w599>	Grant Assist Program (Health Sciences)	N/A	44558r821	N/A	N/A	44558t55j	University Delegate (CIHR) Information	doi:10.7939/R3VX06989	N/A	N/A	b30a5600-c972-4472-a908-96e26f6dcf35	GenericFile	cihrgrants@ualberta.ca	N/A	N/A	CIHR	N/A	2016-10-07T15:12:14.660Z	University Delegate Teleconference Minutes - June 2, 2016	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2016/06/02	N/A	N/A	N/A	English	Project Grant | CIHR Update | Foundation Grant | CIHR Gold Leaf Prizes	N/A	2016	N/A	N/A	2016-10-07T15:12:14.996Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/d4/72/w5/bjd472w599/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-19T01:25:05.229Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	02. Draft English Minutes of the June 2 2016 Meeting.pdf	2016-10-07T15:12:14.660Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/k6/1r/h0/bmk61rh01t	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource
