collection,filename,elementName,elementValue,elementOccurrence
cius_journal,journalofukraini112cana_meta.xml,scandate,20160519205333,1
cius_journal,journalofukraini112cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini112cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini112cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini112cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini112cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini112cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini112cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini112cana_meta.xml,title,Journal of Ukrainian Studies 21,1
cius_journal,journalofukraini112cana_meta.xml,updatedate,2016-05-18 16:43:07,1
cius_journal,journalofukraini112cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini112cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini112cana_meta.xml,volume,"11, no. 2",1
cius_journal,journalofukraini112cana_meta.xml,year,Winter 1986,1
cius_journal,journalofukraini11cana_meta.xml,addeddate,2016-05-18 16:41:46,1
cius_journal,journalofukraini11cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini11cana_meta.xml,cat_key,632239,1
cius_journal,journalofukraini11cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini11cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini11cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini11cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini11cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini11cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini11cana_meta.xml,date,1976,1
cius_journal,journalofukraini11cana_meta.xml,description,38,2
cius_journal,journalofukraini11cana_meta.xml,description,Title in Ukrainian romanized,2
cius_journal,journalofukraini11cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini11cana_meta.xml,identifier,journalofukraini11cana,1
cius_journal,journalofukraini11cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini11cana,1
cius_journal,journalofukraini11cana_meta.xml,identifier-ark,ark:/13960/t9s22p004,1
cius_journal,journalofukraini11cana_meta.xml,imagecount,118,1
cius_journal,journalofukraini11cana_meta.xml,invoice,1,1
cius_journal,journalofukraini11cana_meta.xml,language,English,1
cius_journal,journalofukraini11cana_meta.xml,lccn,cn 77032080,1
cius_journal,journalofukraini11cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini11cana_meta.xml,note,"This issue features themes in Panteleimon Kulishs Chorna Rada, as well as in the works of Bohdan Ihor Antonych; an essay on the origins of the Ukrainian Revolution of 1648, as well as a piece on the Ukrainian Socialist Movement in Canada (1900-1918); a brief biography on Oles Honchar as well as a translation of his piece The Cathedral; and a biography on Vasyl Stus along with a sample of his poetry and bibliography.",1
cius_journal,journalofukraini11cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini11cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini11cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini11cana_meta.xml,ppi,500,1
cius_journal,journalofukraini11cana_meta.xml,publicdate,2016-05-18 15:41:04,1
cius_journal,journalofukraini11cana_meta.xml,publisher,Toronto : Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini11cana_meta.xml,repub_seconds,85,1
cius_journal,journalofukraini11cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini11cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini11cana_meta.xml,scandate,20160519175559,1
cius_journal,journalofukraini11cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini11cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini11cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini11cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini11cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini11cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini11cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini11cana_meta.xml,title,Journal of Ukrainian Graduate Studies 1,1
cius_journal,journalofukraini11cana_meta.xml,updatedate,2016-05-18 16:41:43,1
cius_journal,journalofukraini11cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini11cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini11cana_meta.xml,volume,"1, no. 1",1
cius_journal,journalofukraini11cana_meta.xml,year,Fall 1976,1
cius_journal,journalofukraini121cana_meta.xml,addeddate,2016-05-18 16:43:13,1
cius_journal,journalofukraini121cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini121cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini121cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini121cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini121cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini121cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini121cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini121cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini121cana_meta.xml,date,1987,1
cius_journal,journalofukraini121cana_meta.xml,description,38 43,3
cius_journal,journalofukraini121cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini121cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini121cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini121cana_meta.xml,identifier,journalofukraini121cana,1
cius_journal,journalofukraini121cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini121cana,1
cius_journal,journalofukraini121cana_meta.xml,identifier-ark,ark:/13960/t7wm5zv4m,1
cius_journal,journalofukraini121cana_meta.xml,imagecount,118,1
cius_journal,journalofukraini121cana_meta.xml,invoice,1,1
cius_journal,journalofukraini121cana_meta.xml,language,English,1
cius_journal,journalofukraini121cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini121cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini121cana_meta.xml,note,"This issue features an article on the Soviet destruction of the Ukrainian Orthodox Church 1929-1936, a piece on the early development of the Ukrainian theatre director Les Kurbas, and  an essay on Canada and its ethnic minorities in the years 1939 to 1945.",1
cius_journal,journalofukraini121cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini121cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini121cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini121cana_meta.xml,ppi,500,1
cius_journal,journalofukraini121cana_meta.xml,publicdate,2016-05-18 15:41:25,1
cius_journal,journalofukraini121cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini121cana_meta.xml,repub_seconds,92,1
cius_journal,journalofukraini121cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini121cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini121cana_meta.xml,scandate,20160519204607,1
cius_journal,journalofukraini121cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini121cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini121cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini121cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini121cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini121cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini121cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini121cana_meta.xml,title,Journal of Ukrainian Studies 22,1
cius_journal,journalofukraini121cana_meta.xml,updatedate,2016-05-18 16:43:11,1
cius_journal,journalofukraini121cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini121cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini121cana_meta.xml,volume,"12, no. 1",1
cius_journal,journalofukraini121cana_meta.xml,year,Summer 1987,1
cius_journal,journalofukraini122cana_meta.xml,addeddate,2016-05-18 16:43:18,1
cius_journal,journalofukraini122cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini122cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini122cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini122cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini122cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini122cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini122cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini122cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini122cana_meta.xml,date,1987,1
cius_journal,journalofukraini122cana_meta.xml,description,38 43,3
cius_journal,journalofukraini122cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini122cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini122cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini122cana_meta.xml,identifier,journalofukraini122cana,1
cius_journal,journalofukraini122cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini122cana,1
cius_journal,journalofukraini122cana_meta.xml,identifier-ark,ark:/13960/t3c00w272,1
cius_journal,journalofukraini122cana_meta.xml,imagecount,134,1
cius_journal,journalofukraini122cana_meta.xml,invoice,1,1
cius_journal,journalofukraini122cana_meta.xml,language,English,1
cius_journal,journalofukraini122cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini122cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini122cana_meta.xml,note,"This issue features an essay on the historical poetics of Lina Kostenko, a piece on the Polish Opposition and the Ukrainian question, an analysis of the economic perspectives of Konstantyn Voblyi before 1917, an article on the current status of the Ukcrainica Collections and Bibliography in North America, and an essay on Ukrainian and thematically Ukrainian periodical publications in China.",1
cius_journal,journalofukraini122cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini122cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini122cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini122cana_meta.xml,ppi,500,1
cius_journal,journalofukraini122cana_meta.xml,publicdate,2016-05-18 15:41:26,1
cius_journal,journalofukraini122cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini122cana_meta.xml,repub_seconds,315,1
cius_journal,journalofukraini122cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini122cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini122cana_meta.xml,scandate,20160519203943,1
cius_journal,journalofukraini122cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini122cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini122cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini122cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini122cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini122cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini122cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini122cana_meta.xml,title,Journal of Ukrainian Studies 23,1
cius_journal,journalofukraini122cana_meta.xml,updatedate,2016-05-18 16:43:15,1
cius_journal,journalofukraini122cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini122cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini122cana_meta.xml,volume,"12, no. 2",1
cius_journal,journalofukraini122cana_meta.xml,year,Winter 1987,1
cius_journal,journalofukraini131cana_meta.xml,addeddate,2016-05-18 16:43:22,1
cius_journal,journalofukraini131cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini131cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini131cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini131cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini131cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini131cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini131cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini131cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini131cana_meta.xml,date,1988,1
cius_journal,journalofukraini131cana_meta.xml,description,38 43,3
cius_journal,journalofukraini131cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini131cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini131cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini131cana_meta.xml,identifier,journalofukraini131cana,1
cius_journal,journalofukraini131cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini131cana,1
cius_journal,journalofukraini131cana_meta.xml,identifier-ark,ark:/13960/t6c29kn9v,1
cius_journal,journalofukraini131cana_meta.xml,imagecount,114,1
cius_journal,journalofukraini131cana_meta.xml,invoice,1,1
cius_journal,journalofukraini131cana_meta.xml,language,English,1
cius_journal,journalofukraini131cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini131cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini131cana_meta.xml,note,"This issue features a piece on Ukrainian Baroque poetry and drama in translation, a reflection on the cossack and peasant ethos in conflict, and the fourth part of an article on Ukrainain Literature in English published since 1980.",1
cius_journal,journalofukraini131cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini131cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini131cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini131cana_meta.xml,ppi,500,1
cius_journal,journalofukraini131cana_meta.xml,publicdate,2016-05-18 15:41:27,1
cius_journal,journalofukraini131cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini131cana_meta.xml,repub_seconds,121,1
cius_journal,journalofukraini131cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini131cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini131cana_meta.xml,scandate,20160519203055,1
cius_journal,journalofukraini131cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini131cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini131cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini131cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini131cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini131cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini131cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini131cana_meta.xml,title,Journal of Ukrainian Studies 24,1
cius_journal,journalofukraini131cana_meta.xml,updatedate,2016-05-18 16:43:20,1
cius_journal,journalofukraini131cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini131cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini131cana_meta.xml,volume,"13, no. 1",1
cius_journal,journalofukraini131cana_meta.xml,year,Summer 1988,1
cius_journal,journalofukraini132cana_meta.xml,addeddate,2016-05-18 16:43:26,1
cius_journal,journalofukraini132cana_meta.xml,bookplateleaf,0004,1
cius_journal,journalofukraini132cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini132cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini132cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini132cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini132cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini132cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini132cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini132cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini132cana_meta.xml,date,1988,1
cius_journal,journalofukraini132cana_meta.xml,description,38 43,3
cius_journal,journalofukraini132cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini132cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini132cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini132cana_meta.xml,identifier,journalofukraini132cana,1
cius_journal,journalofukraini132cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini132cana,1
cius_journal,journalofukraini132cana_meta.xml,identifier-ark,ark:/13960/t5q860p91,1
cius_journal,journalofukraini132cana_meta.xml,imagecount,158,1
cius_journal,journalofukraini132cana_meta.xml,invoice,1,1
cius_journal,journalofukraini132cana_meta.xml,language,English,1
cius_journal,journalofukraini132cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini132cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini132cana_meta.xml,note,"This issue features an essay on the tradition of Cyril and Methodius in Ukraine, an article on National Communism and the politics of industrialization in Ukraine in the years 1923-1928, a piece on the 1981 census profile of Ukrainians in Canada, an article on the Andrii Zhuk collection in the National Archives of Canada, and a piece on Volodymyr Mezentzev.",1
cius_journal,journalofukraini132cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini132cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini132cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini132cana_meta.xml,ppi,500,1
cius_journal,journalofukraini132cana_meta.xml,publicdate,2016-05-18 15:41:28,1
cius_journal,journalofukraini132cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini132cana_meta.xml,repub_seconds,147,1
cius_journal,journalofukraini132cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini132cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini132cana_meta.xml,scandate,20160519202356,1
cius_journal,journalofukraini132cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini132cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini132cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini132cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini132cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini132cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini132cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini132cana_meta.xml,title,Journal of Ukrainian Studies 25,1
cius_journal,journalofukraini132cana_meta.xml,updatedate,2016-05-18 16:43:24,1
cius_journal,journalofukraini132cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini132cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini132cana_meta.xml,volume,"13, no. 2",1
cius_journal,journalofukraini132cana_meta.xml,year,Winter 1988,1
cius_journal,journalofukraini1412cana_meta.xml,addeddate,2016-05-18 16:43:30,1
cius_journal,journalofukraini1412cana_meta.xml,bookplateleaf,0004,1
cius_journal,journalofukraini1412cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini1412cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini1412cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini1412cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini1412cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini1412cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini1412cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini1412cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini1412cana_meta.xml,date,1989,1
cius_journal,journalofukraini1412cana_meta.xml,description,38 43,3
cius_journal,journalofukraini1412cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini1412cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini1412cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini1412cana_meta.xml,identifier,journalofukraini1412cana,1
cius_journal,journalofukraini1412cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini1412cana,1
cius_journal,journalofukraini1412cana_meta.xml,identifier-ark,ark:/13960/t41s1gx9r,1
cius_journal,journalofukraini1412cana_meta.xml,imagecount,294,1
cius_journal,journalofukraini1412cana_meta.xml,invoice,1,1
cius_journal,journalofukraini1412cana_meta.xml,language,English,1
cius_journal,journalofukraini1412cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini1412cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini1412cana_meta.xml,note,"This issue features essays on Taras Shevchenko as an emigr̩ poet and on the literary techniques in his works; a piece comparing J.J. Rousseaus Emile and P. Kulishs views on education; an analysis of Ivan Frankos Moloda muza as well as essays on the themes in the literary works of Mykola Khvylovy, Yuriy Yanovsky, Yevhen Hutsalo, I. Mykytenko and L. Pervomaiskyi, Nikolay Gogol, Vladimir Tendryakov, D.S. Merezhovsky, and Alexander Solzhenitsyn; an analysis on the changing image of Ukrainians in English-Canadian fiction; and notes in applied linguistics regarding the concept of love in Ukrainian.",1
cius_journal,journalofukraini1412cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini1412cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini1412cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini1412cana_meta.xml,ppi,500,1
cius_journal,journalofukraini1412cana_meta.xml,publicdate,2016-05-18 15:41:29,1
cius_journal,journalofukraini1412cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini1412cana_meta.xml,repub_seconds,339,1
cius_journal,journalofukraini1412cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini1412cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini1412cana_meta.xml,scandate,20160519201431,1
cius_journal,journalofukraini1412cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini1412cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini1412cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini1412cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini1412cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini1412cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini1412cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini1412cana_meta.xml,title,Journal of Ukrainian Studies 26,1
cius_journal,journalofukraini1412cana_meta.xml,updatedate,2016-05-18 16:43:28,1
cius_journal,journalofukraini1412cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini1412cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini1412cana_meta.xml,volume,"14, no. 1-2",1
cius_journal,journalofukraini1412cana_meta.xml,year,Summer/Winter 1989,1
cius_journal,journalofukraini151cana_meta.xml,addeddate,2016-05-18 16:43:35,1
cius_journal,journalofukraini151cana_meta.xml,bookplateleaf,0002,1
cius_journal,journalofukraini151cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini151cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini151cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini151cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini151cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini151cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini151cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini151cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini151cana_meta.xml,date,1990,1
cius_journal,journalofukraini151cana_meta.xml,description,38 43,3
cius_journal,journalofukraini151cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini151cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini151cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini151cana_meta.xml,identifier,journalofukraini151cana,1
cius_journal,journalofukraini151cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini151cana,1
cius_journal,journalofukraini151cana_meta.xml,identifier-ark,ark:/13960/t20c9nb78,1
cius_journal,journalofukraini151cana_meta.xml,imagecount,102,1
cius_journal,journalofukraini151cana_meta.xml,invoice,1,1
cius_journal,journalofukraini151cana_meta.xml,language,English,1
cius_journal,journalofukraini151cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini151cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini151cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini151cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini151cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini151cana_meta.xml,ppi,500,1
cius_journal,journalofukraini151cana_meta.xml,publicdate,2016-05-18 15:41:30,1
cius_journal,journalofukraini151cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini151cana_meta.xml,repub_seconds,75,1
cius_journal,journalofukraini151cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini151cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini151cana_meta.xml,scandate,20160519195758,1
cius_journal,journalofukraini151cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini151cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini151cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini151cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini151cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini151cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini151cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini151cana_meta.xml,title,Journal of Ukrainian Studies 27,1
cius_journal,journalofukraini151cana_meta.xml,updatedate,2016-05-18 16:43:33,1
cius_journal,journalofukraini151cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini151cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini151cana_meta.xml,volume,"15, no. 1",1
cius_journal,journalofukraini151cana_meta.xml,year,Summer 1990,1
cius_journal,journalofukraini152cana_meta.xml,addeddate,2016-05-18 16:43:40,1
cius_journal,journalofukraini152cana_meta.xml,bookplateleaf,0002,1
cius_journal,journalofukraini152cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini152cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini152cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini152cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini152cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini152cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini152cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
