Column 1	LC-ID	match-ID	score	VIAF-C	VIAF-IDC	score-c	org	Column 3	Column 4	blank
Mudd, Samuel Alexander, 1833-1883.	47568267	47568267	0.9705882353	Mudd, Samuel Alexander, 1833-1883.			Person		http://example.org/1040602#Agent600-19	
Lincoln, Abraham, 1809-1865	76349832	76349832	0.9642857143	Lincoln, Abraham, 1809-1865			Person		http://example.org/1040602#Agent600-20	
Lazarus, Richard S.	61617957	61617957	1	Lazarus, Richard S.			Person		http://example.org/1045837#Agent100-11	
Róheim, Géza, 1891-1953.	49230839	49230839	0.9583333333	Róheim, Géza, 1891-1953.			Person		http://example.org/1003021#Agent100-12	
Bendiner, Robert.	52998627	52998627	1	Bendiner, Robert.			Person		http://example.org/1045606#Agent100-11	
United States. Department of State.		125408196		United States. Department of State.	125408196	0.9714285714	Jurisdiction		http://example.org/1045606#Agent610-19	
Handke, Peter.				Handke, Peter.			Person		http://example.org/1045373#Agent100-12	
Pope, Loren.	115420188	115420188	0.9166666667	Pope, Loren.			Person		http://example.org/1068681#Agent100-11	
Noonan, Joseph Patrick.				Noonan, Joseph Patrick.			Person		http://example.org/1011877#Agent100-9	
Soulsby, Hugh Graham.				Soulsby, Hugh Graham.			Person		http://example.org/1057676#Agent100-11	
Finnigan, John.	35854056	35854056	0.9333333333	Finnigan, John.			Person		http://example.org/1013102#Agent100-14	
Broughton, James Richard, 1913-1999				Broughton, James Richard, 1913-1999			Person		http://example.org/1086035#Agent100-10	
Hoffnung, Gerard,				Hoffnung, Gerard,			Person		http://example.org/1086035#Agent700-19	
American Association of School Administrators. Committee on the Selection of School Principals.				American Association of School Administrators. Committee on the Selection of School Principals.			Organization		http://example.org/1067226#Agent110-11	
Bolt, Sydney.	12380199	12380199	1	Bolt, Sydney.			Person		http://example.org/1022245#Agent100-10	
Keeler, B. T.	104102932	104102932	0.9230769231	Keeler, B. T.			Person		http://example.org/1062636#Agent100-11	
Doherty, H. A.,				Doherty, H. A.,			Person		http://example.org/1062636#Agent700-21	
Cohen, Marshall,	36979844	36979844	0.9375	Cohen, Marshall,			Person		http://example.org/1025522#Agent100-18	
Nagel, Thomas,				Nagel, Thomas,			Person		http://example.org/1025522#Agent700-28	
Scanlon, Thomas,	27218932	27218932	0.9375	Scanlon, Thomas,			Person		http://example.org/1025522#Agent700-29	
Finnis, John.	101936374	101936374	0.9230769231	Finnis, John.			Person		http://example.org/1025522#Agent700-30	
Dorsen, Norman,	108321613	108321613	0.9333333333	Dorsen, Norman,			Person		http://example.org/1044097#Agent700-25	
American Civil Liberties Union.		124191829		American Civil Liberties Union.	124191829	0.8709677419	Organization		http://example.org/1044097#Agent710-26	
Stackhouse, Thomas, approximately 1680-1752.				Stackhouse, Thomas, approximately 1680-1752.			Person		http://example.org/1063311#Agent700-24	
Squire, Francis, 1682-1750.	44740225	44740225	0.962962963	Squire, Francis, 1682-1750.			Person		http://example.org/1063311#Agent700-25	
Abbott, Lyman, 1835-1922.	52609813	52609813	0.96	Abbott, Lyman, 1835-1922.			Person		http://example.org/1027368#Agent100-11	
Ostrander, Gilman M. (Gilman Marston), 1923-1986.	110864395	110864395	0.9795918367	Ostrander, Gilman M. (Gilman Marston), 1923-1986.			Person		http://example.org/1042931#Agent100-12	
Ennis, Bruce J., 1941-	62786381	62786381	1	Ennis, Bruce J., 1941-			Person		http://example.org/1076616#Agent100-12	
Siegel, Loren,	77898110	77898110	0.9285714286	Siegel, Loren,			Person		http://example.org/1076616#Agent700-23	
Rudovsky, David.	109869329	109869329	0.9375	Rudovsky, David.			Person		http://example.org/1029919#Agent100-12	
Law, Sylvia A.	75095630	75095630	1	Law, Sylvia A.			Person		http://example.org/1021005#Agent100-15	
Neuborne, Burt, 1941-	77597758	77597758	1	Neuborne, Burt, 1941-			Person		http://example.org/1021005#Agent700-25	
Grotius, Hugo, 1583-1645.	32005141	32005141	1	Grotius, Hugo, 1583-1645.			Person		http://example.org/1056381#Agent100-13	
Campbell, A. C. (Archibald Colin),	85909	85909	0.9411764706	Campbell, A. C. (Archibald Colin),			Person		http://example.org/1056381#Agent700-24	
Feldman, Sylvia D.	162512819	162512819	1	Feldman, Sylvia D.			Person		http://example.org/1061768#Agent100-12	
Drinan, Robert F.,	6177418	6177418	0.9444444444	Drinan, Robert F.,			Person		http://example.org/105063#Agent100-10	
Catholic Church				Catholic Church			Organization		http://example.org/105063#Agent610-20	
International Federation of Catholic Universities.		130802818		International Federation of Catholic Universities.	130802818	0.98	Organization		http://example.org/105063#Agent710-22	
Schusky, Ernest Lester, 1931-	11133216	11133216	1	Schusky, Ernest Lester, 1931-			Person		http://example.org/1024435#Agent100-10	
Adams, Mildred, 1894-1980.				Adams, Mildred, 1894-1980.			Person		http://example.org/1044145#Agent100-12	
François, Louis, 1904-				François, Louis, 1904-			Person		http://example.org/1059332#Agent100-13	
Marnell, William H.	13555977	13555977	1	Marnell, William H.			Person		http://example.org/104632#Agent100-12	
L.W. Downey Research Associates.		158192870		L.W. Downey Research Associates.	158192870	0.96875	Organization		http://example.org/1035648#Agent110-13	
Manley-Casimir, Michael E.	92119299	92119299	1	Manley-Casimir, Michael E.			Person		http://example.org/1035648#Agent700-23	
Alberta. Alberta Culture, Youth and Recreation.				Alberta. Alberta Culture, Youth and Recreation.			Jurisdiction		http://example.org/1035648#Agent710-24	
Barnds, William J.	107033575	107033575	1	Barnds, William J.			Person		http://example.org/1044770#Agent100-13	
Council on Religion and International Affairs.		126123401		Council on Religion and International Affairs.	126123401	0.9782608696	Organization		http://example.org/1044770#Agent810-26	
Baker, J. E., 1917-	70348309	70348309	1	Baker, J. E., 1917-			Person		http://example.org/1031096#Agent100-17	
Zorza, Richard, 1950-	56399490	56399490	0.84	Zorza, Richard, 1950-			Person		http://example.org/1072066#Agent100-11	
Harvard University		128987800		Harvard University	128987800	0.9444444444	Organization		http://example.org/1072066#Agent610-20	
Aboud, Antone.	269128994	269128994	0.9285714286	Aboud, Antone.			Person		http://example.org/1055219#Agent100-11	
Aboud, Grace Sterrett, 1949- ,	94849351	94849351	0.9333333333	Aboud, Grace Sterrett, 1949- ,			Person		http://example.org/1055219#Agent700-21	
National Association of Attorneys General. Committee on the Office of Attorney General.		155489127		National Association of Attorneys General. Committee on the Office of Attorney General.	155489127	0.9885057471	Organization		http://example.org/107407#Agent110-11	
Gillette, William.	14858895	14858895	0.9444444444	Gillette, William.			Person		http://example.org/1043765#Agent100-15	
United States.				United States.			Jurisdiction		http://example.org/1043765#Agent610-24	
Buchan, Alasdair.	18468654	18468654	0.9411764706	Buchan, Alasdair.			Person		http://example.org/1000215#Agent100-16	
Upper Clyde Shipbuilders.		128974966		Upper Clyde Shipbuilders.	128974966	0.96	Organization		http://example.org/1000215#Agent610-24	
Kaegi, Adolf, 1849-1923.	71563646	71563646	0.9583333333	Kaegi, Adolf, 1849-1923.			Person		http://example.org/1098846#Agent100-9	
Meijer, Emile R.	93693679	93693679	1	Meijer, Emile R.			Person		http://example.org/1077564#Agent100-12	
Rijksmuseum (Netherlands)				Rijksmuseum (Netherlands)			Organization		http://example.org/1077564#Agent610-23	
Vietzen, Raymond C.	26655754	26655754	1	Vietzen, Raymond C.			Person		http://example.org/1005484#Agent100-10	
Bulla, Clyde Robert.	57891163	57891163	0.95	Bulla, Clyde Robert.			Person		http://example.org/1075372#Agent100-10	
Wagner, Richard, 1813-1883.	29732107	29732107	1	Wagner, Richard, 1813-1883.			Person		http://example.org/1075372#Agent600-18	
Kuusinen, Aino, 1886-1970.	45238200	45238200	0.9615384615	Kuusinen, Aino, 1886-1970.			Person		http://example.org/1044883#Agent100-14	
Kuusinen, Aino, 1886-1970.	45238200	45238200	0.9615384615	Kuusinen, Aino, 1886-1970.			Person		http://example.org/1044883#Agent600-23	
Updike, John.				Updike, John.			Person		http://example.org/1082333#Agent100-10	
Wagner, Richard, 1813-1883	29732107	29732107	0.962962963	Wagner, Richard, 1813-1883			Person		http://example.org/1082333#Agent600-18	
Chappell, Warren, 1904-1991,	91292384	91292384	0.9642857143	Chappell, Warren, 1904-1991,			Person		http://example.org/1082333#Agent700-19	
Wagner, Richard, 1813-1883.	29732107	29732107	1	Wagner, Richard, 1813-1883.			Person		http://example.org/1082333#Agent700-20	
Methvin, Eugene H., 1934-	85298735	85298735	1	Methvin, Eugene H., 1934-			Person		http://example.org/1035021#Agent100-16	
Cheyney, Arnold B.,	52674857	52674857	0.9473684211	Cheyney, Arnold B.,			Person		http://example.org/1072563#Agent700-22	
Jones, Elwyn.				Jones, Elwyn.			Person		http://example.org/104470#Agent100-11	
Jack, the Ripper.	224014043	224014043	0.8823529412	Jack, the Ripper.			Person		http://example.org/104470#Agent600-19	
Lloyd, John.,				Lloyd, John.,			Person		http://example.org/104470#Agent700-20	
De Roover, Raymond Adrien, 1904-				De Roover, Raymond Adrien, 1904-			Person		http://example.org/1017217#Agent100-14	
Medici, House of.		144153876		Medici, House of.	144153876	0.9411764706	Family		http://example.org/1017217#Agent600-22	
Goddard, Joseph, 1883-1910.				Goddard, Joseph, 1883-1910.			Person		http://example.org/1083144#Agent100-10	
Laurie, Simon Somerville, 1829-1909.	54211660	54211660	0.9722222222	Laurie, Simon Somerville, 1829-1909.			Person		http://example.org/1058219#Agent100-11	
Woodward, Walter Carleton, 1878-1942.	36080197	36080197	0.972972973	Woodward, Walter Carleton, 1878-1942.			Person		http://example.org/1045817#Agent100-11	
Phillips, Gordon G.				Phillips, Gordon G.			Person		http://example.org/1058904#Agent100-10	
Usher, Roland G. (Roland Greene), 1880-	106964004	106964004	1	Usher, Roland G. (Roland Greene), 1880-			Person		http://example.org/106796#Agent100-9	
England and Wales. Court of High Commission.		156225528		England and Wales. Court of High Commission.	156225528	0.9772727273	Jurisdiction		http://example.org/106796#Agent610-18	
Hibbert, Christopher, 1924-2008.	91729914	91729914	1	Hibbert, Christopher, 1924-2008.			Person		http://example.org/1066670#Agent100-11	
Medici, House of.		144153876		Medici, House of.	144153876	0.9411764706	Family		http://example.org/1066670#Agent600-19	
Calderwood, William.				Calderwood, William.			Person		http://example.org/1033360#Agent100-10	
Ku Klux Klan (19th century)		131862206		Ku Klux Klan (19th century)	131862206	1	Organization		http://example.org/1033360#Agent610-20	
Irving, David John Cawdell, 1938-	100259089	100259089	0.8918918919	Irving, David John Cawdell, 1938-			Person		http://example.org/1033364#Agent100-13	
Milch, Erhard, 1892-1972.	25394778	25394778	0.96	Milch, Erhard, 1892-1972.			Person		http://example.org/1033364#Agent600-22	
Germany. Luftwaffe.		158821549		Germany. Luftwaffe.	158821549	0.9473684211	Jurisdiction		http://example.org/1033364#Agent610-23	
Curtis, Anthony, 1926-2014,	59170643	59170643	0.8148148148	Curtis, Anthony, 1926-2014,			Person		http://example.org/1043904#Agent100-11	
Bartlett, C. J. (Christopher John), 1931-	108516239	108516239	0.9756097561	Bartlett, C. J. (Christopher John), 1931-			Person		http://example.org/1074190#Agent100-12	
Hesseltine, William Best, 1902-1963.	64134378	64134378	0.9722222222	Hesseltine, William Best, 1902-1963.			Person		http://example.org/1045675#Agent100-11	
Bishop, A. S.				Bishop, A. S.			Person		http://example.org/1069080#Agent100-14	
Walshe, Peter, 1934-	92831275	92831275	0.8333333333	Walshe, Peter, 1934-			Person		http://example.org/1050281#Agent100-14	
African National Congress.		136634124		African National Congress.	136634124	1	Organization		http://example.org/1050281#Agent610-24	
Park, Joe,				Park, Joe,			Person		http://example.org/1056855#Agent100-11	
Fanning, Leonard M.	38689822	38689822	1	Fanning, Leonard M.			Person		http://example.org/1012524#Agent100-11	
Hitchcock, Henry-Russell, 1903-1987.	108419350	108419350	0.9722222222	Hitchcock, Henry-Russell, 1903-1987.			Person		http://example.org/1083980#Agent700-23	
Kaufmann, Edgar, 1910-1989,	34608572	34608572	0.962962963	Kaufmann, Edgar, 1910-1989,			Person		http://example.org/1083980#Agent700-24	
Metropolitan Museum of Art (New York, N.Y.)		126238294		Metropolitan Museum of Art (New York, N.Y.)	126238294	0.9069767442	Organization		http://example.org/1083980#Agent710-25	
Carey, Jane Perry Clark, 1898-	109045123	109045123	1	Carey, Jane Perry Clark, 1898-			Person		http://example.org/1044638#Agent100-12	
Blainey, Geoffrey.	306444214	306444214	0.9444444444	Blainey, Geoffrey.			Person		http://example.org/1002756#Agent100-13	
Mitchell, Broadus, 1892-1988.	25849064	25849064	0.9655172414	Mitchell, Broadus, 1892-1988.			Person		http://example.org/1001918#Agent100-12	
Semmel, Bernard.	254754154	254754154	0.9375	Semmel, Bernard.			Person		http://example.org/1008531#Agent100-20	
Martin, Kingsley, 1897-1969.	79288641	79288641	0.9642857143	Martin, Kingsley, 1897-1969.			Person		http://example.org/1038972#Agent100-12	
Elliott, Ward E. Y.	281708120	281708120	0.9473684211	Elliott, Ward E. Y.			Person		http://example.org/1058446#Agent100-14	
United States. Supreme Court.		144945827		United States. Supreme Court.	144945827	0.9655172414	Jurisdiction		http://example.org/1058446#Agent610-23	
McVey, Ruth Thomas.	7403278	7403278	1	McVey, Ruth Thomas.			Person		http://example.org/1051797#Agent100-11	
Partai Komunis Indonesia		148718165		Partai Komunis Indonesia	148718165	0.9583333333	Organization		http://example.org/1051797#Agent610-19	
Large, Stephen S.	92025924	92025924	1	Large, Stephen S.			Person		http://example.org/1003358#Agent100-11	
Yūaikai.				Yūaikai.			Organization		http://example.org/1003358#Agent610-20	
Salvadori, Massimo.	102330667	102330667	0.9473684211	Salvadori, Massimo.			Person		http://example.org/1037456#Agent100-11	
Salvadori, Massimo.	102330667	102330667	0.9473684211	Salvadori, Massimo.			Person		http://example.org/1037458#Agent100-15	
Brown, Bruce, 1930-	97704249	97704249	0.8260869565	Brown, Bruce, 1930-			Person		http://example.org/1050576#Agent100-11	
New Zealand Labour Party.		144854698		New Zealand Labour Party.	144854698	0.88	Organization		http://example.org/1050576#Agent610-19	
Eiselen, Malcolm Rogers, 1902-1965.	38768442	38768442	0.9714285714	Eiselen, Malcolm Rogers, 1902-1965.			Person		http://example.org/1071885#Agent100-12	
Keep, John L. H.	160900411	160900411	1	Keep, John L. H.			Person		http://example.org/1051528#Agent100-10	
Rossiĭskai͡a sot͡sial-demokraticheskai͡a rabochai͡a partii͡a				Rossiĭskai͡a sot͡sial-demokraticheskai͡a rabochai͡a partii͡a			Organization		http://example.org/1051528#Agent610-18	
Martindale, Andrew.	14786171	14786171	1	Martindale, Andrew.			Person		http://example.org/1076996#Agent100-19	
Clark, Dora Mae.	34832955	34832955	1	Clark, Dora Mae.			Person		http://example.org/1020275#Agent100-11	
Great Britain. Treasury.		125202549		Great Britain. Treasury.	125202549	0.9583333333	Jurisdiction		http://example.org/1020275#Agent610-19	
Zhang, Guotao, 1897-	110853796	110853796	1	Zhang, Guotao, 1897-			Person		http://example.org/1051933#Agent100-14	
Zhongguo gong chan dang		132098431		Zhongguo gong chan dang	132098431	1	Organization		http://example.org/1051933#Agent610-24	
Stillman, Richard Joseph, 1943-	108991112	108991112	0.8857142857	Stillman, Richard Joseph, 1943-			Person		http://example.org/1046342#Agent100-12	
Lampard, Eric E.	281340648	281340648	1	Lampard, Eric E.			Person		http://example.org/1003743#Agent100-11	
David, Ralph.				David, Ralph.			Person		http://example.org/1005138#Agent100-9	
Jayawardena, Kumari.	14809016	14809016	1	Jayawardena, Kumari.			Person		http://example.org/1001661#Agent100-14	
Bisschop, W. R., 1866-1944.				Bisschop, W. R., 1866-1944.			Person		http://example.org/1017143#Agent100-11	
Young, Michael Dunlop, 1915-2002.	108463700	108463700	0.9696969697	Young, Michael Dunlop, 1915-2002.			Person		http://example.org/1024256#Agent100-10	
Barnes, Eric George Sampson.				Barnes, Eric George Sampson.			Person		http://example.org/1006127#Agent100-10	
Midland Railway Company.				Midland Railway Company.			Organization		http://example.org/1006127#Agent610-18	
Ulman, Lloyd.	36996704	36996704	0.9230769231	Ulman, Lloyd.			Person		http://example.org/108734#Agent100-11	
Mackerras, Colin.	108847218	108847218	0.9411764706	Mackerras, Colin.			Person		http://example.org/1083239#Agent100-14	
Wardle, David.				Wardle, David.			Person		http://example.org/1023665#Agent100-12	
Hopkins, Charles Howard, 1905-	110576202	110576202	0.8823529412	Hopkins, Charles Howard, 1905-			Person		http://example.org/1025354#Agent100-15	
Ashby, Eric, 1904-1992.	44829725	44829725	0.9565217391	Ashby, Eric, 1904-1992.			Person		http://example.org/1066191#Agent100-16	
Anderson, Mary, historian,				Anderson, Mary, historian,			Person		http://example.org/1066191#Agent700-27	
Williams, Irving G.	283815930	283815930	1	Williams, Irving G.			Person		http://example.org/1045483#Agent100-11	
North, Douglass C. (Douglass Cecil)	24662607	24662607	1	North, Douglass C. (Douglass Cecil)			Person		http://example.org/1009593#Agent100-14	
Thomas, Robert Paul,				Thomas, Robert Paul,			Person		http://example.org/1009593#Agent700-23	
Green, Constance McLaughlin, 1897-1975.	108631046	108631046	0.9230769231	Green, Constance McLaughlin, 1897-1975.			Person		http://example.org/1030298#Agent100-12	
Roberts, Frederick Sleigh Roberts, Earl, 1832-1914.	122217296	122217296	0.9803921569	Roberts, Frederick Sleigh Roberts, Earl, 1832-1914.			Person		http://example.org/1069650#Agent100-10	
Wellington, Arthur Wellesley, Duke of, 1769-1852.	2465308	2465308	0.9795918367	Wellington, Arthur Wellesley, Duke of, 1769-1852.			Person		http://example.org/1069650#Agent600-20	
Whitby, Charles Joseph.	161927969	161927969	1	Whitby, Charles Joseph.			Person		http://example.org/1016497#Agent100-9	
Fabricant, Solomon, 1906-	43078271	43078271	1	Fabricant, Solomon, 1906-			Person		http://example.org/1045542#Agent100-11	
Stravinsky, Igor, 1882-1971.	17309155	17309155	0.9642857143	Stravinsky, Igor, 1882-1971.			Person		http://example.org/1081894#Agent100-9	
Stravinsky, Igor, 1882-1971.	17309155	17309155	0.9642857143	Stravinsky, Igor, 1882-1971.			Person		http://example.org/1081894#Agent600-19	
Ray, Sudhansu Kumar.	189717856	189717856	0.95	Ray, Sudhansu Kumar.			Person		http://example.org/1079892#Agent100-10	
Alexiou, Margaret.	19793951	19793951	1	Alexiou, Margaret.			Person		http://example.org/1033786#Agent100-12	
Stein, Richard L.				Stein, Richard L.			Person		http://example.org/106474#Agent100-13	
Ruskin, John, 1819-1900	73859585	73859585	0.9583333333	Ruskin, John, 1819-1900			Person		http://example.org/106474#Agent600-21	
Rossetti, Dante Gabriel, 1828-1882	41848725	41848725	1	Rossetti, Dante Gabriel, 1828-1882			Person		http://example.org/106474#Agent600-22	
Pater, Walter, 1839-1894	19689601	19689601	0.96	Pater, Walter, 1839-1894			Person		http://example.org/106474#Agent600-23	
Powys, Theodore Francis, 1875-1953.	14775442	14775442	0.9714285714	Powys, Theodore Francis, 1875-1953.			Person		http://example.org/1049122#Agent100-10	
Phythian, B. A.	35752203	35752203	1	Phythian, B. A.			Person		http://example.org/10153#Agent100-10	
Sheridan, Richard Brinsley, 1751-1816.	9922178	9922178	1	Sheridan, Richard Brinsley, 1751-1816.			Person		http://example.org/10153#Agent600-19	
Hubback, Mrs.				Hubback, Mrs.			Person		http://example.org/1022501#Agent100-9	
Fast, Henry R.				Fast, Henry R.			Person		http://example.org/100902#Agent100-10	
Neil, D. A.				Neil, D. A.			Person		http://example.org/100902#Agent700-22	
Canada. Agriculture Canada. Economics Branch.		124256197		Canada. Agriculture Canada. Economics Branch.	124256197	0.9777777778	Jurisdiction		http://example.org/100902#Agent710-23	
Time-Life Books.		210641501		Time-Life Books.	210641501	0.875	Organization		http://example.org/100397#Agent110-15	
O'Neil, Paul, 1909-	79319473	79319473	1	O'Neil, Paul, 1909-			Person		http://example.org/100397#Agent700-28	
Walker, Malcolm T.	7135818	7135818	1	Walker, Malcolm T.			Person		http://example.org/1025410#Agent100-12	
Shakespeare, William, 1564-1616.	96994048	96994048	1	Shakespeare, William, 1564-1616.			Person		http://example.org/1035023#Agent100-11	
Evans, G. Blakemore (Gwynne Blakemore), 1912- ,	79038659	79038659	0.9183673469	Evans, G. Blakemore (Gwynne Blakemore), 1912- ,			Person		http://example.org/1035023#Agent700-22	
Lambart, Helen H.	103914625	103914625	1	Lambart, Helen H.			Person		http://example.org/1015606#Agent100-13	
Arcand, Jennifer,	270077107	270077107	0.9411764706	Arcand, Jennifer,			Person		http://example.org/1015606#Agent700-24	
Johnson, Robert William, 1863-				Johnson, Robert William, 1863-			Person		http://example.org/1006761#Agent100-11	
Aughton, Richard.				Aughton, Richard.			Person		http://example.org/1006761#Agent700-21	
Pūrṇa Sarasvatī.				Pūrṇa Sarasvatī.			Person		http://example.org/1039717#Agent100-10	
Gore, Narayan Anant.				Gore, Narayan Anant.			Person		http://example.org/1039717#Agent700-21	
Bhavabhūti, 8th century.				Bhavabhūti, 8th century.			Person		http://example.org/1039717#Agent700-22	
Blažek, Antonín.				Blažek, Antonín.			Person		http://example.org/1057792#Agent100-13	
Daniels, T. (Thomas), 1925-	261148368	261148368	1	Daniels, T. (Thomas), 1925-			Person		http://example.org/1031995#Agent100-11	
Crane, Roger Alan, 1942-				Crane, Roger Alan, 1942-			Person		http://example.org/1073062#Agent100-9	
Childs, Gregg E.				Childs, Gregg E.			Person		http://example.org/1048584#Agent100-10	
Ericks, Lewis J.,				Ericks, Lewis J.,			Person		http://example.org/1048584#Agent700-23	
Powell, Robert L.,	8629257	8629257	0.9444444444	Powell, Robert L.,			Person		http://example.org/1048584#Agent700-24	
Powell, Robert L.	8629257	8629257	1	Powell, Robert L.			Person		http://example.org/1048584#Agent700-25	
Institute for Basic Standards (U.S.). Cryogenics Division.		146588023		Institute for Basic Standards (U.S.). Cryogenics Division.	146588023	0.9827586207	Organization		http://example.org/1048584#Agent710-26	
Buretta, Richard John, 1940-.				Buretta, Richard John, 1940-.			Person		http://example.org/1007028#Agent100-9	
Thermo-Fluids Conference (1972 : Sydney, N.S.W.)				Thermo-Fluids Conference (1972 : Sydney, N.S.W.)			Meeting		http://example.org/1060674#Agent111-11	
Institution of Engineers Australia.		128857368		Institution of Engineers Australia.	128857368	0.9428571429	Organization		http://example.org/1060674#Agent710-21	
Dudley, James Carlton, 1946-.				Dudley, James Carlton, 1946-.			Person		http://example.org/1068195#Agent100-9	
Symposium on Thermal Insulation, Columbus, Ohio, 1968.				Symposium on Thermal Insulation, Columbus, Ohio, 1968.			Meeting		http://example.org/1020720#Agent111-9	
American Society of Heating, Refrigerating and Air-Conditioning Engineers.		144561908		American Society of Heating, Refrigerating and Air-Conditioning Engineers.	144561908	0.9054054054	Organization		http://example.org/1020720#Agent710-20	
Wendlandt, Wesley William.	192686983	192686983	0.9615384615	Wendlandt, Wesley William.			Person		http://example.org/1015729#Agent100-13	
Morley, M. J.				Morley, M. J.			Person		http://example.org/1057018#Agent100-10	
Meat Research Institute, Bristol, England.				Meat Research Institute, Bristol, England.			Organization		http://example.org/1057018#Agent810-21	
Zotin, A. I. (Aleksandr Ilʹich), 1926-	49759740	49759740	1	Zotin, A. I. (Aleksandr Ilʹich), 1926-			Person		http://example.org/1035425#Agent100-11	
Mills, K. C.	276193362	276193362	0.9166666667	Mills, K. C.			Person		http://example.org/1027935#Agent100-11	
Modell, Michael, 1924-	92207767	92207767	0.8461538462	Modell, Michael, 1924-			Person		http://example.org/1023627#Agent100-13	
Reid, Robert C., 1924-2006,				Reid, Robert C., 1924-2006,			Person		http://example.org/1023627#Agent700-23	
Zudkevitch, David,	28495832	28495832	0.9444444444	Zudkevitch, David,			Person		http://example.org/1022902#Agent700-21	
Zarember, Irving,	168528113	168528113	0.9411764706	Zarember, Irving,			Person		http://example.org/1022902#Agent700-22	
Anthony, Rayford G. (Rayford Gaines), 1935-	19739345	19739345	1	Anthony, Rayford G. (Rayford Gaines), 1935-			Person		http://example.org/1022902#Agent700-23	
Dixon, John R.				Dixon, John R.			Person		http://example.org/1076657#Agent100-11	
Saxena, Surendra Kumar, 1936-	27128265	27128265	0.8787878788	Saxena, Surendra Kumar, 1936-			Person		http://example.org/1057460#Agent100-11	
Holman, J. P. (Jack Philip)	289286030	289286030	1	Holman, J. P. (Jack Philip)			Person		http://example.org/1026309#Agent100-14	
Privorotskii, Ilya, 1938-.				Privorotskii, Ilya, 1938-.			Person		http://example.org/106346#Agent100-11	
Baehr, H. D. (Hans Dieter)	246818800	246818800	1	Baehr, H. D. (Hans Dieter)			Person		http://example.org/1029159#Agent700-18	
Barnard, Ronald Derrick.	164686175	164686175	1	Barnard, Ronald Derrick.			Person		http://example.org/1070742#Agent100-10	
Cooper, Jeffery R.	4.43149066754266E+020	4.43149066754266E+020	1	Cooper, Jeffery R.			Person		http://example.org/1047109#Agent100-10	
Le Fevre, Edwin,	4.96149294311281E+020	4.96149294311281E+020	0.8333333333	Le Fevre, Edwin,			Person		http://example.org/1047109#Agent700-19	
Roder, Hans M.	18535808	18535808	1	Roder, Hans M.			Person		http://example.org/1067631#Agent100-9	
Weber, Lloyd A.				Weber, Lloyd A.			Person		http://example.org/1067631#Agent700-22	
Aerospace Safety Research and Data Institute.		126939874		Aerospace Safety Research and Data Institute.	126939874	0.9777777778	Organization		http://example.org/1067631#Agent710-23	
Ogorkiewicz, Richard M.,	52929540	52929540	0.9583333333	Ogorkiewicz, Richard M.,			Person		http://example.org/1075470#Agent700-21	
Imperial Chemical Industries, ltd. Plastics Division.		153623608		Imperial Chemical Industries, ltd. Plastics Division.	153623608	0.9811320755	Organization		http://example.org/1075470#Agent710-22	
Swan, Henry, 1913-1996	257727967	257727967	0.8461538462	Swan, Henry, 1913-1996			Person		http://example.org/1045628#Agent100-11	
Little, Walter.				Little, Walter.			Person		http://example.org/1017318#Agent100-12	
Rae, John Bell, 1911-	41968222	41968222	0.84	Rae, John Bell, 1911-			Person		http://example.org/1006020#Agent100-14	
Cannon, Olga, Lady.				Cannon, Olga, Lady.			Person		http://example.org/1000621#Agent100-15	
Cannon, Leslie, Sir, 1920-1970.				Cannon, Leslie, Sir, 1920-1970.			Person		http://example.org/1000621#Agent600-23	
Anderson, J. R. L. (John Richard Lane), 1911- ,	32823200	32823200	0.9574468085	Anderson, J. R. L. (John Richard Lane), 1911- ,			Person		http://example.org/1000621#Agent700-24	
Hewlett, Maurice, 1861-1923.	5726988	5726988	0.9642857143	Hewlett, Maurice, 1861-1923.			Person		http://example.org/10884#Agent100-10	
Walls, Bryan E., 1946-	3776611	3776611	1	Walls, Bryan E., 1946-			Person		http://example.org/1004#Agent100-13	
Londres, Albert.				Londres, Albert.			Person		http://example.org/1038213#Agent100-11	
Sutton, Eric,				Sutton, Eric,			Person		http://example.org/1038213#Agent700-21	
Shaw, Bernard, 1856-1950.	89019752	89019752	1	Shaw, Bernard, 1856-1950.			Person		http://example.org/1037227#Agent100-14	
Montreal Museum of Fine Arts.		225734028		Montreal Museum of Fine Arts.	225734028	0.9655172414	Organization		http://example.org/1077469#Agent110-13	
Montreal Museum of Fine Arts.		225734028		Montreal Museum of Fine Arts.	225734028	0.9655172414	Organization		http://example.org/1077469#Agent610-21	
Collins, Kenneth.				Collins, Kenneth.			Person		http://example.org/1014652#Agent100-10	
Chein, Isidor, 1912-1981.	63407193	63407193	0.96	Chein, Isidor, 1912-1981.			Person		http://example.org/105778#Agent100-12	
Wallerstein, Immanuel Maurice, 1930-	61553720	61553720	0.9	Wallerstein, Immanuel Maurice, 1930-			Person		http://example.org/1026845#Agent100-11	
Makarenko, Anton Semenovich, 1888-1939.	44302134	44302134	1	Makarenko, Anton Semenovich, 1888-1939.			Person		http://example.org/1046827#Agent100-10	
Trudovai͡a kolonii͡a imeni M. Gorʹkogo, Poltava.				Trudovai͡a kolonii͡a imeni M. Gorʹkogo, Poltava.			Person		http://example.org/1046827#Agent600-18	
Wagoner, David.	115610603	115610603	0.9333333333	Wagoner, David.			Person		http://example.org/1022233#Agent100-11	
