Column 1	LCSH	Column 2	Column 3	blank
Climatic changes--Government policy	http://id.loc.gov/authorities/subjects/sh2006006266	lcsh	http://example.org/6805548#Topic650-33	
Climatic changes--International cooperation	http://id.loc.gov/authorities/subjects/sh2009120413	lcsh	http://example.org/6805548#Topic650-34	
Sustainable development--Case studies	http://id.loc.gov/authorities/subjects/sh2008112409	lcsh	http://example.org/6798485#Topic650-34	
Economic development--Environmental aspects--Case studies		lcsh	http://example.org/6798485#Topic650-35	
Climatic changes--Social aspects--Case studies		lcsh	http://example.org/6798485#Topic650-36	
Coastal ecology--Mexico, Gulf of--Longitudinal studies		lcsh	http://example.org/6798819#Topic650-31	
Climatic changes--Mexico, Gulf of--Longitudinal studies		lcsh	http://example.org/6798819#Topic650-32	
Nutrient pollution of water--Mexico, Gulf of--Longitudinal studies		lcsh	http://example.org/6798819#Topic650-33	
Coastal ecology--Mexico, Gulf of--Longitudinal studies		lcsh	http://example.org/6748925#Topic650-28	
Climatic changes--Mexico, Gulf of--Longitudinal studies		lcsh	http://example.org/6748925#Topic650-29	
Nutrient pollution of water--Mexico, Gulf of--Longitudinal studies		lcsh	http://example.org/6748925#Topic650-30	
Environmental ethics	http://id.loc.gov/authorities/subjects/sh85062857	lcsh	http://example.org/6813550#Topic650-27	
Climatic changes--Moral and ethical aspects		lcsh	http://example.org/6813550#Topic650-28	
Climatic changes--Public opinion		lcsh	http://example.org/6785997#Topic650-32	
Museum exhibits--Environmental aspects		lcsh	http://example.org/6785997#Topic650-33	
Museum exhibits--Political aspects		lcsh	http://example.org/6785997#Topic650-34	
Communication in museums	http://id.loc.gov/authorities/subjects/sh2005003916	lcsh	http://example.org/6785997#Topic650-35	
Coast changes	http://id.loc.gov/authorities/subjects/sh85027423	lcsh	http://example.org/6812788#Topic650-26	
Climatic changes	http://id.loc.gov/authorities/subjects/sh85027037	lcsh	http://example.org/6812788#Topic650-27	
Crops and climate	http://id.loc.gov/authorities/subjects/sh85034256	lcsh	http://example.org/6748968#Topic650-24	
Crop yields	http://id.loc.gov/authorities/subjects/sh85034245	lcsh	http://example.org/6748968#Topic650-25	
Crops and climate	http://id.loc.gov/authorities/subjects/sh85034256	lcsh	http://example.org/6798671#Topic650-29	
Crop yields	http://id.loc.gov/authorities/subjects/sh85034245	lcsh	http://example.org/6798671#Topic650-30	
Climatic changes--Law and legislation	http://id.loc.gov/authorities/subjects/sh2009006504	lcsh	http://example.org/6799764#Topic650-26	
Environmental law, International	http://id.loc.gov/authorities/subjects/sh85044188	lcsh	http://example.org/6799764#Topic650-27	
Coastal zone management--Law and legislation	http://id.loc.gov/authorities/subjects/sh85027438	lcsh	http://example.org/6799764#Topic650-28	
Marine resources conservation--Law and legislation	http://id.loc.gov/authorities/subjects/sh85081261	lcsh	http://example.org/6799764#Topic650-29	
Coastal zone management--Law and legislation--United States	http://id.loc.gov/authorities/subjects/sh2008101155	lcsh	http://example.org/6799764#Topic650-30	
Climatic changes--Law and legislation--Australia		lcsh	http://example.org/6849278#Topic650-24	
Climatic changes--Law and legislation--United States		lcsh	http://example.org/6849278#Topic650-25	
Actions and defenses--Australia		lcsh	http://example.org/6849278#Topic650-26	
Actions and defenses--United States	http://id.loc.gov/authorities/subjects/sh86001302	lcsh	http://example.org/6849278#Topic650-27	
Liability for environmental damages--Australia		lcsh	http://example.org/6849278#Topic650-28	
Liability for environmental damages--United States	http://id.loc.gov/authorities/subjects/sh2008106905	lcsh	http://example.org/6849278#Topic650-29	
Horticulture	http://id.loc.gov/authorities/subjects/sh85062204	lcsh	http://example.org/6812792#Topic650-25	
Crops and climate	http://id.loc.gov/authorities/subjects/sh85034256	lcsh	http://example.org/6812792#Topic650-26	
Climatic changes	http://id.loc.gov/authorities/subjects/sh85027037	lcsh	http://example.org/6812792#Topic650-27	
Functional foods	http://id.loc.gov/authorities/subjects/sh97005981	lcsh	http://example.org/6677726#Topic650-26	
Articulation disorders in children--Case studies		lcsh	http://example.org/6668016#Topic650-24	
Psychiatric nursing	http://id.loc.gov/authorities/subjects/sh85108372	lcsh	http://example.org/6083906#Topic650-31	
Psychology, Pathological	http://id.loc.gov/authorities/subjects/sh85108479	lcsh	http://example.org/6083906#Topic650-32	
Psychotropic drugs	http://id.loc.gov/authorities/subjects/sh85108528	lcsh	http://example.org/6083906#Topic650-33	
Psychopharmacology	http://id.loc.gov/authorities/subjects/sh85108498	lcsh	http://example.org/6083906#Topic650-34	
Clinical epidemiology	http://id.loc.gov/authorities/subjects/sh86003889	lcsh	http://example.org/6697640#Topic650-30	
Epidemiologic Methods		mesh	http://example.org/6697640#Topic650-31	
Epidemiologic Factors		mesh	http://example.org/6697640#Topic650-32	
Prognosis	http://id.loc.gov/authorities/subjects/sh00007511	mesh	http://example.org/6697640#Topic650-33	
Physical Therapy Modalities		mesh	http://example.org/6850063#Topic650-22	
Exercise--physiology		mesh	http://example.org/6850063#Topic650-23	
Genomics	http://id.loc.gov/authorities/subjects/sh2002000809	lcsh	http://example.org/6811944#Topic650-31	
Medical genetics	http://id.loc.gov/authorities/subjects/sh85082937	lcsh	http://example.org/6811944#Topic650-32	
Genomics	http://id.loc.gov/authorities/subjects/sh2002000809	mesh	http://example.org/6811944#Topic650-33	
Clinical medicine	http://id.loc.gov/authorities/subjects/sh85083129	mesh	http://example.org/6811944#Topic650-34	
Psychotropic Drugs--therapeutic use--Handbooks		mesh	http://example.org/6766268#Topic650-34	
Adolescent		mesh	http://example.org/6766268#Topic650-35	
Child		mesh	http://example.org/6766268#Topic650-36	
Psychotropic drugs	http://id.loc.gov/authorities/subjects/sh85108528	lcsh	http://example.org/6766268#Topic650-37	
Pediatric psychopharmacology	http://id.loc.gov/authorities/subjects/sh85099172	lcsh	http://example.org/6766268#Topic650-38	
Adolescent psychopharmacology	http://id.loc.gov/authorities/subjects/sh2005007030	lcsh	http://example.org/6766268#Topic650-39	
Mental illness--Chemotherapy	http://id.loc.gov/authorities/subjects/sh2008107692	lcsh	http://example.org/6766268#Topic650-40	
Intensive Care		mesh	http://example.org/6850057#Topic650-23	
Critical Illness--therapy		mesh	http://example.org/6850057#Topic650-24	
Clinical medicine	http://id.loc.gov/authorities/subjects/sh85083129	mesh	http://example.org/6850057#Topic650-25	
Larynx--Diseases--Treatment		lcsh	http://example.org/6751922#Topic650-29	
Lipids	http://id.loc.gov/authorities/subjects/sh85077296	lcsh	http://example.org/6799460#Topic650-33	
Lipoproteins	http://id.loc.gov/authorities/subjects/sh85077309	lcsh	http://example.org/6799460#Topic650-34	
Heart--Diseases	http://id.loc.gov/authorities/subjects/sh85059651	lcsh	http://example.org/6799460#Topic650-35	
Lipoproteins--metabolism		mesh	http://example.org/6799460#Topic650-36	
Cardiovascular Diseases--complications		mesh	http://example.org/6799460#Topic650-37	
Dyslipidemias		mesh	http://example.org/6799460#Topic650-38	
Lipids--Metabolism	http://id.loc.gov/authorities/subjects/sh85077297	mesh	http://example.org/6799460#Topic650-39	
Parkinson's disease--Complications		lcsh	http://example.org/6798940#Topic650-33	
Cognition disorders--Etiology		lcsh	http://example.org/6798940#Topic650-34	
Movement disorders--Complications		lcsh	http://example.org/6798940#Topic650-35	
Neurobehavioral disorders	http://id.loc.gov/authorities/subjects/sh93000863	lcsh	http://example.org/6798940#Topic650-36	
Parkinson's disease--Psychology		lcsh	http://example.org/6798940#Topic650-37	
Parkinson Disease--complications		mesh	http://example.org/6798940#Topic650-38	
Cognition Disorders--etiology		mesh	http://example.org/6798940#Topic650-39	
Mental Disorders--etiology		mesh	http://example.org/6798940#Topic650-40	
Movement Disorders--complications		mesh	http://example.org/6798940#Topic650-41	
Neurobehavioral Manifestations		mesh	http://example.org/6798940#Topic650-42	
Parkinson Disease--psychology		mesh	http://example.org/6798940#Topic650-43	
Autobiographical memory	http://id.loc.gov/authorities/subjects/sh85010048	lcsh	http://example.org/6849261#Topic650-22	
Proteomics--Methodology		lcsh	http://example.org/6799507#Topic650-39	
Proteomics--Data processing		lcsh	http://example.org/6799507#Topic650-40	
Proteomics--methods--Laboratory Manuals		mesh	http://example.org/6799507#Topic650-41	
Clinical Laboratory Techniques--Laboratory Manuals		mesh	http://example.org/6799507#Topic650-42	
Biological Markers--analysis--Laboratory Manuals		mesh	http://example.org/6799507#Topic650-43	
Protéomique--Méthodologie		rvm	http://example.org/6799507#Topic650-44	
Protéomique--Informatique		rvm	http://example.org/6799507#Topic650-45	
Nursing--Study and teaching	http://id.loc.gov/authorities/subjects/sh85093380	lcsh	http://example.org/6733949#Topic650-56	
Nursing--Study and teaching	http://id.loc.gov/authorities/subjects/sh85093380	fast	http://example.org/6733949#Topic650-57	
Education, Nursing		mesh	http://example.org/6733949#Topic650-58	
Teaching--methods		mesh	http://example.org/6733949#Topic650-59	
Nursing--Study and teaching	http://id.loc.gov/authorities/subjects/sh85093380	lcsh	http://example.org/6602671#Topic650-29	
Biometry--Methodology		lcsh	http://example.org/6748956#Topic650-26	
Clinical trials	http://id.loc.gov/authorities/subjects/sh85027069	lcsh	http://example.org/6748956#Topic650-27	
Experimental design	http://id.loc.gov/authorities/subjects/sh85046441	lcsh	http://example.org/6748956#Topic650-28	
Compulsive hoarding--Treatment--Handbooks, manual, etc		lcsh	http://example.org/6804138#Topic650-24	
JavaScript (Computer program language)--Testing		lcsh	http://example.org/6809477#Topic650-32	
JavaScript (Computer program language)--Programmed instruction		lcsh	http://example.org/6809477#Topic650-33	
Single mothers--Fiction	http://id.loc.gov/authorities/subjects/sh2008111363	lcsh	http://example.org/6855831#Topic650-23	
Mothers and daughters--Fiction	http://id.loc.gov/authorities/subjects/sh2008107237	lcsh	http://example.org/6855831#Topic650-24	
Mansions--Remodeling--Fiction		lcsh	http://example.org/6855831#Topic650-25	
Missing persons--Fiction	http://id.loc.gov/authorities/subjects/sh2008107165	lcsh	http://example.org/6855831#Topic650-26	
Teenage girls--Crimes against--Fiction	http://id.loc.gov/authorities/subjects/sh2010115872	lcsh	http://example.org/6855831#Topic650-27	
Cloud computing	http://id.loc.gov/authorities/subjects/sh2008004883	lcsh	http://example.org/6812759#Topic650-25	
Negative theology--Christianity	http://id.loc.gov/authorities/subjects/sh97007173	lcsh	http://example.org/6803554#Topic650-28	
Mysticism	http://id.loc.gov/authorities/subjects/sh85089345	lcsh	http://example.org/6803554#Topic650-29	
Planets--Miscellanea	http://id.loc.gov/authorities/subjects/sh2008109376	lcsh	http://example.org/6803554#Topic650-30	
Jazz--2011-2020	http://id.loc.gov/authorities/subjects/sh2011001717	lcsh	http://example.org/6810888#Topic650-24	
Television music	http://id.loc.gov/authorities/subjects/sh85133592	lcsh	http://example.org/6810888#Topic650-25	
Coal	http://id.loc.gov/authorities/subjects/sh85027307	lcsh	http://example.org/6811940#Topic650-31	
Coal--Geology	http://id.loc.gov/authorities/subjects/sh85027314	lcsh	http://example.org/6811940#Topic650-32	
Coal--Combustion	http://id.loc.gov/authorities/subjects/sh85027311	lcsh	http://example.org/6811940#Topic650-33	
Peat--Geology	http://id.loc.gov/authorities/subjects/sh89003471	lcsh	http://example.org/6811940#Topic650-34	
Peat--Combustion		lcsh	http://example.org/6811940#Topic650-35	
Coastal zone management--Case studies		lcsh	http://example.org/6811968#Topic650-31	
Coast changes--Risk assessment--Case studies		lcsh	http://example.org/6811968#Topic650-32	
Climatic changes--Risk assessment--Case studies		lcsh	http://example.org/6811968#Topic650-33	
Coastal engineering--Case studies		lcsh	http://example.org/6811968#Topic650-34	
COBOL (Computer program language)	http://id.loc.gov/authorities/subjects/sh85027548	lcsh	http://example.org/6797194#Topic650-38	
Software architecture	http://id.loc.gov/authorities/subjects/sh2004001071	lcsh	http://example.org/6797194#Topic650-39	
Cacao	http://id.loc.gov/authorities/subjects/sh85018593	lcsh	http://example.org/6748908#Topic650-25	
Coffee	http://id.loc.gov/authorities/subjects/sh85027699	lcsh	http://example.org/6748908#Topic650-26	
Fermentation	http://id.loc.gov/authorities/subjects/sh85047829	lcsh	http://example.org/6748908#Topic650-27	
Web site development	http://id.loc.gov/authorities/subjects/sh98004795	lcsh	http://example.org/6809444#Topic650-31	
Application software--Development	http://id.loc.gov/authorities/subjects/sh95009362	lcsh	http://example.org/6809444#Topic650-32	
Computer programming--Juvenile literature		lcsh	http://example.org/6809457#Topic650-30	
Programming languages (Electronic computers)--Juvenile literature		lcsh	http://example.org/6809457#Topic650-31	
Coding theory--Juvenile literature		lcsh	http://example.org/6809457#Topic650-32	
Coffee--Physiological effect		lcsh	http://example.org/6811966#Topic650-29	
Psychology, Comparative	http://id.loc.gov/authorities/subjects/sh85108473	lcsh	http://example.org/5152493#Topic650-20	
Behaviorism (Psychology)	http://id.loc.gov/authorities/subjects/sh85012905	lcsh	http://example.org/5152493#Topic650-21	
Creative ability	http://id.loc.gov/authorities/subjects/sh85033833	lcsh	http://example.org/5152493#Topic650-22	
Cognition	http://id.loc.gov/authorities/subjects/sh85027742	lcsh	http://example.org/5152493#Topic650-23	
Pigeons--Behavior	http://id.loc.gov/authorities/subjects/sh2010000986	lcsh	http://example.org/5152493#Topic650-24	
Apes--Behavior	http://id.loc.gov/authorities/subjects/sh2009115112	lcsh	http://example.org/5152493#Topic650-25	
Human behvior		lcsh	http://example.org/5152493#Topic650-26	
Cognition	http://id.loc.gov/authorities/subjects/sh85027742	lcsh	http://example.org/6659792#Topic650-32	
Mental retardation	http://id.loc.gov/authorities/subjects/sh85083658	lcsh	http://example.org/6802530#Topic650-34	
Cognitive therapy	http://id.loc.gov/authorities/subjects/sh85027756	lcsh	http://example.org/6667843#Topic650-32	
Cognitive radio networks	http://id.loc.gov/authorities/subjects/sh2008002568	lcsh	http://example.org/6786256#Topic650-25	
Cognitive neuroscience	http://id.loc.gov/authorities/subjects/sh91005166	lcsh	http://example.org/6775570#Topic650-28	
Human engineering	http://id.loc.gov/authorities/subjects/sh85062867	lcsh	http://example.org/6775570#Topic650-29	
Cognitive neuroscience	http://id.loc.gov/authorities/subjects/sh91005166	lcsh	http://example.org/6788421#Topic650-30	
Language acquisition	http://id.loc.gov/authorities/subjects/sh85074511	lcsh	http://example.org/6788421#Topic650-31	
Biolinguistics	http://id.loc.gov/authorities/subjects/sh85014167	lcsh	http://example.org/6802410#Topic650-30	
Neurolinguistics	http://id.loc.gov/authorities/subjects/sh85091130	lcsh	http://example.org/6802410#Topic650-31	
Language and languages--Origin	http://id.loc.gov/authorities/subjects/sh85074529	lcsh	http://example.org/6802410#Topic650-32	
Natural language processing		lcsh	http://example.org/6802410#Topic650-33	
Language	http://id.loc.gov/authorities/subjects/sh99005366	mesh	http://example.org/6802410#Topic650-34	
Cognition--physiology		mesh	http://example.org/6802410#Topic650-35	
Neuropsychology	http://id.loc.gov/authorities/subjects/sh85091163	mesh	http://example.org/6802410#Topic650-36	
Cognition	http://id.loc.gov/authorities/subjects/sh85027742	lcsh	http://example.org/6813494#Topic650-34	
Cognitive psychology	http://id.loc.gov/authorities/subjects/sh87007652	lcsh	http://example.org/6813494#Topic650-35	
Cognition	http://id.loc.gov/authorities/subjects/sh85027742	lcsh	http://example.org/6748789#Topic650-25	
Cognitive psychology	http://id.loc.gov/authorities/subjects/sh87007652	lcsh	http://example.org/6748789#Topic650-26	
Memory	http://id.loc.gov/authorities/subjects/sh85083497	lcsh	http://example.org/6748789#Topic650-27	
Eating disorders--Treatment	http://id.loc.gov/authorities/subjects/sh2008118566	lcsh	http://example.org/6774239#Topic650-29	
Obesity--Treatment	http://id.loc.gov/authorities/subjects/sh2010104109	lcsh	http://example.org/6774239#Topic650-30	
Cognitive therapy	http://id.loc.gov/authorities/subjects/sh85027756	lcsh	http://example.org/6774239#Topic650-31	
Systems engineering	http://id.loc.gov/authorities/subjects/sh85131750	lcsh	http://example.org/6786213#Topic650-25	
Medical care	http://id.loc.gov/authorities/subjects/sh00005607	lcsh	http://example.org/6786213#Topic650-26	
Personality disorders--Treatment	http://id.loc.gov/authorities/subjects/sh2008109084	lcsh	http://example.org/6755352#Topic650-32	
Cognitive therapy	http://id.loc.gov/authorities/subjects/sh85027756	lcsh	http://example.org/6755352#Topic650-33	
Jazz--2011-2020	http://id.loc.gov/authorities/subjects/sh2011001717	lcsh	http://example.org/6861408#Topic650-27	
Saxophone music (Jazz)	http://id.loc.gov/authorities/subjects/sh85117853	lcsh	http://example.org/6861408#Topic650-28	
Jazz vocals	http://id.loc.gov/authorities/subjects/sh85069851	lcsh	http://example.org/6861408#Topic650-29	
Cold cases (Criminal investigation)	http://id.loc.gov/authorities/subjects/sh2004003392	lcsh	http://example.org/6799169#Topic650-35	
Criminal investigation	http://id.loc.gov/authorities/subjects/sh85034045	lcsh	http://example.org/6799169#Topic650-36	
American literature--20th century--History and criticism	http://id.loc.gov/authorities/subjects/sh2007101049	lcsh	http://example.org/6775757#Topic650-28	
Cold War in literature	http://id.loc.gov/authorities/subjects/sh94003689	lcsh	http://example.org/6775757#Topic650-29	
Youth in literature	http://id.loc.gov/authorities/subjects/sh85149379	lcsh	http://example.org/6775757#Topic650-30	
Youth--United States--History--20th century		lcsh	http://example.org/6775757#Topic650-31	
Cold War	http://id.loc.gov/authorities/subjects/sh88005637	lcsh	http://example.org/6861389#Topic650-28	
Korean War, 1950-1953--Influence		lcsh	http://example.org/6861389#Topic650-29	
World politics--1945-1989	http://id.loc.gov/authorities/subjects/sh85148225	lcsh	http://example.org/6861389#Topic650-30	
Humanitarian assistance, German--Developing countries--History--20th century		lcsh	http://example.org/6849287#Topic650-26	
Medical assistance, German--Developing countries--History--20th century		lcsh	http://example.org/6849287#Topic650-27	
English language--Study and teaching--Foreign speakers	http://id.loc.gov/authorities/subjects/sh85043710	lcsh	http://example.org/6786570#Topic650-19	
Literacy--Social aspects--United States	http://id.loc.gov/authorities/subjects/sh2008106642	lcsh	http://example.org/6812587#Topic650-31	
Literacy programs--United States	http://id.loc.gov/authorities/subjects/sh2009128833	lcsh	http://example.org/6812587#Topic650-32	
Communication in social action--United States		lcsh	http://example.org/6812587#Topic650-33	
Rhetoric--Political aspects--United States		lcsh	http://example.org/6812587#Topic650-34	
Social justice--Study and teaching		lcsh	http://example.org/6812587#Topic650-35	
Social action--United States	http://id.loc.gov/authorities/subjects/sh2008111776	lcsh	http://example.org/6812587#Topic650-36	
Knowledge, Theory of	http://id.loc.gov/authorities/subjects/sh85072732	lcsh	http://example.org/6786842#Topic650-28	
Research--Methodology	http://id.loc.gov/authorities/subjects/sh2002009792	lcsh	http://example.org/6786842#Topic650-29	
Science--Methodology	http://id.loc.gov/authorities/subjects/sh85118577	lcsh	http://example.org/6786842#Topic650-30	
Letter writing--History	http://id.loc.gov/authorities/subjects/sh2009129556	lcsh	http://example.org/6801635#Topic650-31	
Letter writing--Religious aspects	http://id.loc.gov/authorities/subjects/sh86004399	lcsh	http://example.org/6801635#Topic650-32	
Jazz--2011-2020	http://id.loc.gov/authorities/subjects/sh2011001717	lcsh	http://example.org/6861418#Topic650-27	
Afrikaners--Economic conditions--20th century		lcsh	http://example.org/6790598#Topic650-30	
Rural poor--South Africa		lcsh	http://example.org/6790598#Topic650-31	
Poor whites--South Africa		lcsh	http://example.org/6790598#Topic650-32	
Violence--South Africa--History--20th century		lcsh	http://example.org/6790598#Topic650-33	
Political violence--South Africa--History--20th century		lcsh	http://example.org/6790598#Topic650-34	
Physics	http://id.loc.gov/authorities/subjects/sh85101653	lcsh	http://example.org/6855744#Topic650-26	
Statesmen--United States--Biography	http://id.loc.gov/authorities/subjects/sh2008111368	lcsh	http://example.org/6785981#Topic650-33	
World War, 1914-1918--Peace	http://id.loc.gov/authorities/subjects/sh85148265	lcsh	http://example.org/6785981#Topic650-34	
Mineral industries--Social aspects--Africa		lcsh	http://example.org/6796394#Topic650-29	
Mineral industries--Economic aspects--Africa		lcsh	http://example.org/6796394#Topic650-30	
Mining corporations--Africa		lcsh	http://example.org/6796394#Topic650-31	
Mining corporations--Canada		lcsh	http://example.org/6796394#Topic650-32	
Miners--Africa--Social conditions		lcsh	http://example.org/6796394#Topic650-33	
Design--Color		lcsh	http://example.org/6712300#Topic650-31	
Color in art	http://id.loc.gov/authorities/subjects/sh85028596	lcsh	http://example.org/6712300#Topic650-32	
Design--Color		lcsh	http://example.org/6758479#Topic650-26	
Color in art	http://id.loc.gov/authorities/subjects/sh85028596	lcsh	http://example.org/6758479#Topic650-27	
Image processing--Digital techniques	http://id.loc.gov/authorities/subjects/sh85064447	lcsh	http://example.org/6790079#Topic650-38	
Digital video	http://id.loc.gov/authorities/subjects/sh94007636	lcsh	http://example.org/6790079#Topic650-39	
Computer vision	http://id.loc.gov/authorities/subjects/sh85029549	lcsh	http://example.org/6790079#Topic650-40	
Fog--Pictorial works		lcsh	http://example.org/6790079#Topic650-41	
Data structures (Computer science)	http://id.loc.gov/authorities/subjects/sh85035862	lcsh	http://example.org/6809027#Topic650-30	
Image processing--Mathematics	http://id.loc.gov/authorities/subjects/sh2009126758	lcsh	http://example.org/6809027#Topic650-31	
Computer graphics--Mathematics	http://id.loc.gov/authorities/subjects/sh2009121203	lcsh	http://example.org/6809027#Topic650-32	
Combinatorial designs and configurations	http://id.loc.gov/authorities/subjects/sh85028803	lcsh	http://example.org/6809027#Topic650-33	
Air conditioning--Design and construction		lcsh	http://example.org/6784458#Topic650-32	
Cooling	http://id.loc.gov/authorities/subjects/sh85032186	lcsh	http://example.org/6784458#Topic650-33	
Heating	http://id.loc.gov/authorities/subjects/sh85059822	lcsh	http://example.org/6784458#Topic650-34	
Self-propagating high-temperature synthesis	http://id.loc.gov/authorities/subjects/sh2002009532	lcsh	http://example.org/6786258#Topic650-26	
Self-propagating high-temperature synthesis	http://id.loc.gov/authorities/subjects/sh2002009532	lcsh	http://example.org/6802943#Topic650-32	
Synthesis gas--Combustion		lcsh	http://example.org/6802943#Topic650-33	
Combustion	http://id.loc.gov/authorities/subjects/sh99005571	lcsh	http://example.org/6809385#Topic650-31	
Artists--Interviews	http://id.loc.gov/authorities/subjects/sh2007101459	lcsh	http://example.org/6803529#Topic650-31	
Group work in art	http://id.loc.gov/authorities/subjects/sh85057502	lcsh	http://example.org/6803529#Topic650-32	
Arts, 21st century		lcsh	http://example.org/6803529#Topic650-33	
Comets	http://id.loc.gov/authorities/subjects/sh85028854	lcsh	http://example.org/6797197#Topic650-34	
Maritime law	http://id.loc.gov/authorities/subjects/sh85081308	lcsh	http://example.org/6760078#Topic650-31	
Shipping--Handbooks, manuals, etc		lcsh	http://example.org/6760078#Topic650-32	
Language arts (Middle school)--Curricula--United States--States		lcsh	http://example.org/6855929#Topic650-32	
Language arts (Middle school)--Standards--United States--States		lcsh	http://example.org/6855929#Topic650-33	
Common Core State Standards (Education)	http://id.loc.gov/authorities/subjects/sh2014002370	lcsh	http://example.org/6855929#Topic650-34	
Education--Standards--United States	http://id.loc.gov/authorities/subjects/sh2008118888	lcsh	http://example.org/6815547#Topic650-30	
Educational tests and measurements--United States	http://id.loc.gov/authorities/subjects/sh85041157	lcsh	http://example.org/6815547#Topic650-31	
English language--Grammar--Problems, exercises, etc	http://id.loc.gov/authorities/subjects/sh2008103121	lcsh	http://example.org/6799415#Topic650-22	
English language--Usage--Problems, exercises, etc	http://id.loc.gov/authorities/subjects/sh2008119648	lcsh	http://example.org/6799415#Topic650-23	
Commonsense reasoning--Automation		lcsh	http://example.org/6784564#Topic650-31	
Artificial intelligence--Mathematics		lcsh	http://example.org/6784564#Topic650-32	
Logic, Symbolic and mathematical--Data processing		lcsh	http://example.org/6784564#Topic650-33	
Communication and culture--Textbooks		lcsh	http://example.org/6698064#Topic650-27	
Information technology--Social aspects	http://id.loc.gov/authorities/subjects/sh2009127186	lcsh	http://example.org/6811115#Topic650-31	
Information technology--Political aspects	http://id.loc.gov/authorities/subjects/sh2009127206	lcsh	http://example.org/6811115#Topic650-32	
Mass media and peace	http://id.loc.gov/authorities/subjects/sh2003004293	lcsh	http://example.org/6811163#Topic650-31	
Mass media and international relations	http://id.loc.gov/authorities/subjects/sh97008821	lcsh	http://example.org/6811163#Topic650-32	
Peace-building	http://id.loc.gov/authorities/subjects/sh2003003065	lcsh	http://example.org/6811163#Topic650-33	
Peaceful change (International relations)	http://id.loc.gov/authorities/subjects/sh85098960	lcsh	http://example.org/6811163#Topic650-34	
Communication--Political aspects	http://id.loc.gov/authorities/subjects/sh89007279	lcsh	http://example.org/6811163#Topic650-35	
Communication--Research	http://id.loc.gov/authorities/subjects/sh85029038	lcsh	http://example.org/6809505#Topic650-31	
Communication--Study and teaching	http://id.loc.gov/authorities/subjects/sh85029041	lcsh	http://example.org/6809505#Topic650-32	
Communication	http://id.loc.gov/authorities/subjects/sh85029027	lcsh	http://example.org/6571139#Topic650-25	
Communication	http://id.loc.gov/authorities/subjects/sh85029027	lcsh	http://example.org/6571140#Topic650-26	
Communication--Research	http://id.loc.gov/authorities/subjects/sh85029038	lcsh	http://example.org/6810976#Topic650-28	
Community health nursing	http://id.loc.gov/authorities/subjects/sh85029230	mesh	http://example.org/6808313#Topic650-33	
Health promotion	http://id.loc.gov/authorities/subjects/sh85059591	mesh	http://example.org/6808313#Topic650-34	
Nurse's Role		mesh	http://example.org/6808313#Topic650-35	
Nursing Theory		mesh	http://example.org/6808313#Topic650-36	
Community health nursing	http://id.loc.gov/authorities/subjects/sh85029230	lcsh	http://example.org/6808313#Topic650-37	
Community education	http://id.loc.gov/authorities/subjects/sh86004632	lcsh	http://example.org/6790553#Topic650-25	
Community and school	http://id.loc.gov/authorities/subjects/sh85029197	lcsh	http://example.org/6790553#Topic650-26	
Teachers and community	http://id.loc.gov/authorities/subjects/sh85133002	lcsh	http://example.org/6790553#Topic650-27	
Physical fitness	http://id.loc.gov/authorities/subjects/sh85101540	mesh	http://example.org/6803014#Topic650-30	
Community health services	http://id.loc.gov/authorities/subjects/sh85029232	mesh	http://example.org/6803014#Topic650-31	
Community-Based Participatory Research		mesh	http://example.org/6803014#Topic650-32	
Exercise	http://id.loc.gov/authorities/subjects/sh00005703	mesh	http://example.org/6803014#Topic650-33	
Public health--Research--Methodology	http://id.loc.gov/authorities/subjects/sh2010108908	lcsh	http://example.org/6803014#Topic650-34	
Crime--Sociological aspects	http://id.loc.gov/authorities/subjects/sh91006446	lcsh	http://example.org/6815543#Topic650-30	
Criminology	http://id.loc.gov/authorities/subjects/sh89002994	lcsh	http://example.org/6815543#Topic650-31	
Communities	http://id.loc.gov/authorities/subjects/sh85029195	lcsh	http://example.org/6815543#Topic650-32	
Community development--United States	http://id.loc.gov/authorities/subjects/sh2008100078	lcsh	http://example.org/6811109#Topic650-32	
Community development--Great Britain	http://id.loc.gov/authorities/subjects/sh2009118697	lcsh	http://example.org/6811109#Topic650-33	
Social planning--United States		lcsh	http://example.org/6811109#Topic650-34	
Social planning--Great Britain		lcsh	http://example.org/6811109#Topic650-35	
Community life	http://id.loc.gov/authorities/subjects/sh85029243	lcsh	http://example.org/6800038#Topic650-29	
Self-actualization (Psychology)--Economic aspects		lcsh	http://example.org/6800038#Topic650-30	
Success--Economic aspects		lcsh	http://example.org/6800038#Topic650-31	
Social participation	http://id.loc.gov/authorities/subjects/sh85123981	lcsh	http://example.org/6800038#Topic650-32	
Journalism	http://id.loc.gov/authorities/subjects/sh85070736	lcsh	http://example.org/6785806#Topic650-23	
Communities	http://id.loc.gov/authorities/subjects/sh85029195	lcsh	http://example.org/6785806#Topic650-24	
Journalism, Regional	http://id.loc.gov/authorities/subjects/sh85070777	lcsh	http://example.org/6785806#Topic650-25	
Mass media	http://id.loc.gov/authorities/subjects/sh85081863	lcsh	http://example.org/6785806#Topic650-26	
Community organization--United States	http://id.loc.gov/authorities/subjects/sh2008100501	lcsh	http://example.org/6768783#Topic650-31	
Community organization--United States--Case studies		lcsh	http://example.org/6768783#Topic650-32	
