Column 1	matched_ID	ID	score (0.8)	Column 2	Column 3	Column 4	blank
Long, Calvin T	4811734	48117341	0.9333333333	Person		http://example.org/6697554#Agent100-15	
DeTemple, Duane W	1583503	15835032	0.9444444444	Person		http://example.org/6697554#Agent700-27	
Millman, Richard S., 1945- 	3452242	34522424	0.8666666667	Person		http://example.org/6697554#Agent700-28	
Moss, Charles B. (Charles Britt)	3305790	33057902;;117544025	1	Person		http://example.org/6809001#Agent100-20	
Askew, Mike	3166667	31666674;	1	Person		http://example.org/6859037#Agent100-15	
Rosario, Héctor	308756751		1	Person		http://example.org/6760163#Agent700-27	
Scott, Patrick, 1947-	30981921	309819218	1	Person		http://example.org/6760163#Agent700-28	
Vogeli, Bruce R. (Bruce Ramon)	11247843	112478437	1	Person		http://example.org/6760163#Agent700-29	
Saunders, Hal M	272564019	272564019;	1	Person		http://example.org/6774725#Agent100-15	
Carman, Robert A	79305070		0.9411764706	Person		http://example.org/6774725#Agent700-27	
Harris, Michael				Person		http://example.org/6802301#Agent100-17	
Cooper, Floyd	80216	802164;;	1	Person		http://example.org/6814046#Agent100-15	
Berkeley, Sheri	30982628	309826283	1	Person		http://example.org/6786507#Agent100-17	
Taboada Barber, Ana	30982687	309826870	1	Person		http://example.org/6786507#Agent700-34	
Keller, Sarah				Person		http://example.org/6803396#Agent100-21	
Deren, Maya	5919377	59193774;847146998438118940390;	1	Person		http://example.org/6803396#Agent600-32	
Stewart, Robert S., 1951-	215967819		1	Person		http://example.org/6075914#Agent100-14	
McGraw-Hill Companies				Organization		http://example.org/6075914#Agent710-29	
McGraw-Hill Education (Firm)				Organization		http://example.org/6735788#Agent710-32	
Poulton, Don	6093078	60930781	1	Person		http://example.org/6712285#Agent100-18	
Camardella, David	31178035	311780350	1	Person		http://example.org/6712285#Agent700-33	
Pancake, Ann	4857027	48570273	1	Person		http://example.org/6815429#Agent100-17	
Pancake, Ann	4857027	48570273	1	Person		http://example.org/6815429#Agent700-27	
Gray, Dina	23916757	23916757;	0.9090909091	Person		http://example.org/6861383#Agent100-20	
Micheli, Pietro, 1978-	2293867	22938670	1	Person		http://example.org/6861383#Agent700-33	
Pavlov, Andrey, 1981-	21958667	219586670	1	Person		http://example.org/6861383#Agent700-34	
Freund, Jack	31071414		1	Person		http://example.org/6712462#Agent100-18	
Jones, Jack				Person		http://example.org/6712462#Agent700-34	
Freund, Jack	31071414		1	Person		http://example.org/6713310#Agent100-16	
Jones, Jack				Person		http://example.org/6713310#Agent700-31	
Klaus, Philipp				Person		http://example.org/6773944#Agent100-18	
Palgrave Connect (Online service)				Organization		http://example.org/6773944#Agent710-30	
Weimann, Joachim, 1956-	4272227	42722273	0.8518518519	Person		http://example.org/6752741#Agent100-17	
Knabe, Andreas	88248113	88248113;;	0.9333333333	Person		http://example.org/6752741#Agent700-34	
Schöb, Ronnie	11496802		1	Person		http://example.org/6752741#Agent700-35	
Workshop on Determinants of Premature Mortality (1st : 2013 : Washington, D.C.)				Meeting		http://example.org/6815197#Agent111-16	
Rhodes, Holly Greenwood	2181708	21817083	1	Person		http://example.org/6815197#Agent700-31	
Institute of Medicine (U.S.). Board on Health Care Services				Organization		http://example.org/6815197#Agent710-32	
National Research Council (U.S.). Committee on Population				Organization		http://example.org/6815197#Agent710-33	
Workshop on Determinants of Premature Mortality (2nd : 2014 : Seattle, Wash.)				Meeting		http://example.org/6815197#Agent711-34	
Lalmas, Mounia	4543965	45439655;305508470;85593641	1	Person		http://example.org/6805680#Agent100-13	
O'Brien, Heather, 1977-	31349766	313497660	1	Person		http://example.org/6805680#Agent700-35	
Yom-Tov, Elad	317174061	317174061;50150030732410961863	1	Person		http://example.org/6805680#Agent700-36	
Bird, J. O	66563114	66563114;;	0.9090909091	Person		http://example.org/6807519#Agent100-18	
Ross, C. T. F., 1935-	5669214	56692144	0.9047619048	Person		http://example.org/6807519#Agent700-33	
Saunders, Marnie M	31349650	313496509	0.9473684211	Person		http://example.org/6790082#Agent100-16	
Yew, Ching H	69147682	69147682;311455427	0.9230769231	Person		http://example.org/6784433#Agent100-17	
Weng, Xiaowei, 1958-	31061522	310615221	1	Person		http://example.org/6784433#Agent700-33	
Yew, Ching H	69147682	69147682;311455427	0.9230769231	Person		http://example.org/6752371#Agent100-18	
Weng, Xiaowei, 1958-	31061522	310615221	1	Person		http://example.org/6752371#Agent700-33	
Cleghorn, W. L. (William L.)	27140471	271404713;	1	Person		http://example.org/6749906#Agent100-15	
Dechev, Nikolai	30823103	308231031	1	Person		http://example.org/6749906#Agent700-26	
Aranda-Espinoza, Helim	30983017	309830175	1	Person		http://example.org/6812767#Agent700-28	
Çoban, Savaş	1752960	17529603;	1	Person		http://example.org/6775775#Agent700-34	
Boyd-Barrett, Oliver	108986327	108986327;276438319	1	Person		http://example.org/6811035#Agent100-18	
Cardenas, Diana D	30951096	30951096;282245072;16146998415318940725	0.9444444444	Person		http://example.org/6673069#Agent700-32	
Hooton, Thomas M	115166426	115166426;315221932;511146998507718941894	0.9411764706	Person		http://example.org/6673069#Agent700-33	
Bronzino, Joseph D., 1937-	1100302	11003025	1	Person		http://example.org/6786172#Agent700-29	
Peterson, Donald R	58540888		0.9473684211	Person		http://example.org/6786172#Agent700-30	
Pence, Gregory E	98112230	98112230;240197450	0.9411764706	Person		http://example.org/6700602#Agent100-17	
Chaira, Tamalika	143565907	143565907;120269188	1	Person		http://example.org/6812790#Agent100-14	
Bayes, Nenna L	1600732	16007322	0.9333333333	Person		http://example.org/6861334#Agent100-14	
Rice, Jane	3108632		1	Person		http://example.org/6520879#Agent100-16	
Yaniv, Zohara	3707281	37072816;563146997256218891187;205618694	1	Person		http://example.org/6720407#Agent700-32	
Dudai, N. (Nativ)	5636877	56368778;119283240	1	Person		http://example.org/6720407#Agent700-33	
Wagamese, Richard	6762643	67626437	1	Person		http://example.org/6790675#Agent100-16	
Lacy, Norris J	12310830	12310830;108184666;201332127	0.9333333333	Person		http://example.org/6669925#Agent700-28	
Madigan, Kevin, 1960-	1746690	17466904;	1	Person		http://example.org/6805726#Agent100-15	
Matthews, David, 1963-	94133796	94133796;;	0.8461538462	Person		http://example.org/6807464#Agent100-24	
Wickham, Chris, 1950-	9483181	94831810	0.9523809524	Person		http://example.org/6799292#Agent100-16	
Ma, Suzanne				Person		http://example.org/6849318#Agent100-20	
Alexander, Ellie	31329873	313298737	1	Person		http://example.org/6795538#Agent100-14	
Alexander, Ellie	31329873	313298737	1	Person		http://example.org/6795538#Agent800-30	
Harrison, John				Person		http://example.org/6804105#Agent700-33	
Hoyler, Michael	317070813	317070813;18073480	1	Person		http://example.org/6804105#Agent700-34	
Klein, Melanie	8834650	88346506;;	1	Person		http://example.org/6669685#Agent100-22	
Klein, Melanie	8834650	88346506;;	1	Person		http://example.org/6669685#Agent600-34	
Spira, Marcelle, 1910-2006	2462041	24620418	1	Person		http://example.org/6669685#Agent600-35	
Quinodoz, Jean-Michel	6651526	66515260;310665848;112110654	1	Person		http://example.org/6669685#Agent700-38	
Klein, Melanie	8834650	88346506;;	1	Person		http://example.org/6711114#Agent100-19	
Klein, Melanie	8834650	88346506;;	1	Person		http://example.org/6711114#Agent600-29	
Spira, Marcelle, 1910-2006	2462041	24620418	1	Person		http://example.org/6711114#Agent600-30	
Quinodoz, Jean-Michel	6651526	66515260;310665848;112110654	1	Person		http://example.org/6711114#Agent700-33	
Srinivasan, V. (Venkataramanujan)	30823362	308233621	1	Person		http://example.org/6712213#Agent700-32	
Gobbi, Gabriella	30982936	309829366;	1	Person		http://example.org/6712213#Agent700-33	
Shillcutt, Samuel D	30823343	308233435	0.95	Person		http://example.org/6712213#Agent700-34	
Suzen, Sibel	30982936	309829367	1	Person		http://example.org/6712213#Agent700-35	
Rademacher, Susan M., 1954-	6313411	63134112	1	Person		http://example.org/6766306#Agent100-16	
Simonds and Simonds				Organization		http://example.org/6766306#Agent610-29	
Mitchell &amp; Ritchey				Organization		http://example.org/6766306#Agent610-30	
Birnbaum, Charles A	65676983	65676983;;247357705	0.95	Person		http://example.org/6766306#Agent700-34	
Seaman, Camille, 1969-	30875190	308751903	1	Person		http://example.org/6803527#Agent100-16	
Seaman, Camille, 1969-	30875190	308751903	1	Person		http://example.org/6803527#Agent600-26	
Singh, Rajinder				Person		http://example.org/6784454#Agent100-18	
Wengeroff, Pauline, 1833-1916	22794	227947	1	Person		http://example.org/6799890#Agent100-16	
Wengeroff, Pauline, 1833-1916	22794	227947	1	Person		http://example.org/6799890#Agent600-32	
Magnus, Shulamit S., 1950-	5834599	58345995	1	Person		http://example.org/6799890#Agent700-36	
Burgess, Stephen	26662385		1	Person		http://example.org/6812757#Agent100-14	
Thompson, Simon G	305129509	305129509;;85584769	0.9444444444	Person		http://example.org/6812757#Agent700-27	
O'Neil, James M	9419673	94196735	0.9375	Person		http://example.org/6749847#Agent100-18	
O'Neil, James M	9419673	94196735	0.9375	Person		http://example.org/6803169#Agent100-15	
Howley, Aimee	9337702	93377021;;278289574	1	Person		http://example.org/6808275#Agent700-31	
Trube, Mary Barbara	31348564	313485643	1	Person		http://example.org/6808275#Agent700-32	
Chambers, Fiona C	30982539	309825393	0.9444444444	Person		http://example.org/6789449#Agent700-33	
Nason-Clark, Nancy, 1956-	11849358	118493582	1	Person		http://example.org/6798522#Agent100-17	
Fisher-Townsend, Barbara	10509512	105095128;222814914;311741728	1	Person		http://example.org/6798522#Agent700-33	
Granite, Evan J				Person		http://example.org/6808352#Agent700-36	
Pennline, Henry W	18918269	189182690	0.9444444444	Person		http://example.org/6808352#Agent700-37	
Senior, Constance	31069371	310693718	1	Person		http://example.org/6808352#Agent700-38	
Kwoka, John E	272351586	272351586;244825808;198748237	0.9285714286	Person		http://example.org/6807458#Agent100-22	
Harding, Carol E., 1953-	11017953	110179534	1	Person		http://example.org/6669930#Agent100-15	
Berger, Arthur Asa, 1933-	10311770	103117703	0.8620689655	Person		http://example.org/6755077#Agent100-18	
Grootveld, Martin	30552671	305526710;315726600;313492843	1	Person		http://example.org/6799512#Agent700-50	
Dimaggio, Giancarlo	23290405	232904056;;	1	Person		http://example.org/6849921#Agent100-25	
Montano, Antonella	17219605	172196059;;298760649	1	Person		http://example.org/6849921#Agent700-39	
Popolo, Raffaele	30544701	305447012;232750698	1	Person		http://example.org/6849921#Agent700-40	
Salvatore, Giampaolo	31061643		1	Person		http://example.org/6849921#Agent700-41	
Wang, Zumin	3600312	36003120;;292251772	1	Person		http://example.org/6812800#Agent700-28	
Jeurgens, Lars P. H., 1971-	281208423			Person		http://example.org/6812800#Agent700-29	
Mittenmeijer, Eric J				Person		http://example.org/6812800#Agent700-30	
Wang, Xiaobin, 1973-	30823016	308230167	1	Person		http://example.org/6677735#Agent700-31	
Koons, Robert C	253363	2533635	0.9375	Person		http://example.org/6785952#Agent100-18	
Pickavance, Timothy H	310612701	310612701;313459095	0.9545454545	Person		http://example.org/6785952#Agent700-31	
Van Inwagen, Peter	7504223	75042238;;108735704	1	Person		http://example.org/6758298#Agent100-17	
Wilson, Carter A				Person		http://example.org/6754281#Agent100-17	
Burgess, Alexis, 1980-	7855671	78556710;317169857	1	Person		http://example.org/6799303#Agent700-28	
Sherman, Brett, 1978-	5644293	56442937	1	Person		http://example.org/6799303#Agent700-29	
Harrison, R. Giles	6178458	61784587	1	Person		http://example.org/6744119#Agent100-19	
Harrison, R. Giles	6178458	61784587	1	Person		http://example.org/6802921#Agent100-19	
Leavy, Patricia, 1975-	2088364	20883648	1	Person		http://example.org/6805475#Agent100-16	
Leavy, Patricia, 1975-	2088364	20883648	1	Person		http://example.org/6785870#Agent100-22	
Mahrooqi, Rahma	29561244	295612440	1	Person		http://example.org/6815274#Agent700-33	
Thakur, Vijay Singh	3233246	32332462;70899923;	1	Person		http://example.org/6815274#Agent700-34	
Roscoe, Adrian A	44345093	44345093;114516651;207500410	0.9411764706	Person		http://example.org/6815274#Agent700-35	
Gibson, David J	4842704		0.9375	Person		http://example.org/6799736#Agent100-15	
Owen, Dylan M	313410002	313410002;61146095322800372468;862150032977011180006	0.9285714286	Person		http://example.org/6759382#Agent700-36	
Pergament, M. I				Person		http://example.org/6748905#Agent100-14	
Hunter, John E. (John Edward), 1939-2002	2573568	25735685	1	Person		http://example.org/6668444#Agent100-17	
Schmidt, Frank L	873320		0.9411764706	Person		http://example.org/6668444#Agent700-30	
Littlemore, Jeannette	10123664	101236640	1	Person		http://example.org/6805545#Agent100-23	
Bellet, Aurélien				Person		http://example.org/6813180#Agent100-16	
Habrard, Amaury	21421504	214215047	1	Person		http://example.org/6813180#Agent700-42	
Sebban, Marc	6663065	66630654	1	Person		http://example.org/6813180#Agent700-43	
Hall, Matthew	7066659		0.9285714286	Person		http://example.org/6802864#Agent100-18	
Adibi, Sasan, 1970-	10140504	101405048	1	Person		http://example.org/6808888#Agent700-33	
Maingot, Anthony P	54211866	54211866;309747860;112123398	0.9473684211	Person		http://example.org/6740214#Agent100-16	
Weinstein, Michael A	61561112	61561112;252958490;	0.9523809524	Person		http://example.org/6813461#Agent600-36	
Oprisko, Robert L	316914803770239000000	3.16914803770239E+021	0.9444444444	Person		http://example.org/6813461#Agent700-39	
Rubenstein, Diane, 1953-	11155679	111556794	0.8571428571	Person		http://example.org/6813461#Agent700-40	
Kalecki, Michał	7633147	76331472;;	1	Person		http://example.org/6802866#Agent600-28	
Toporowski, Jan	12368921		1	Person		http://example.org/6802866#Agent700-30	
Mamica, Łukasz	16409440	164094400	0.9333333333	Person		http://example.org/6802866#Agent700-31	
Paoletti, John T	12455066	12455066;;	0.9411764706	Person		http://example.org/6803657#Agent100-24	
Michelangelo Buonarroti, 1475-1564	2458519	24585191;;	1	Person		http://example.org/6803657#Agent600-35	
Bagemihl, Rolf	1017175	10171757	0.9333333333	Person		http://example.org/6803657#Agent700-39	
Corbett, Ian, 1972-	6615698	66156983	1	Person		http://example.org/6775513#Agent100-22	
Tsuge, Hideki	25940444	259404442	1	Person		http://example.org/6677816#Agent700-27	
Brozek, Tomasz	31070949	310709499;;	1	Person		http://example.org/6748959#Agent700-29	
Iniewski, Krzysztof, 1960-	5113508	51135089;267238464	1	Person		http://example.org/6748959#Agent700-30	
Harzevili, Farshad Darvishi	31061811	310618118	0.9642857143	Person		http://example.org/6748981#Agent700-28	
Chen, Hongzhang	8841579		0.9375	Person		http://example.org/6748981#Agent700-29	
Harzevili, Farshad Darvishi	31061811	310618118	0.9642857143	Person		http://example.org/6807534#Agent700-36	
Chen, Hongzhang	8841579		0.9375	Person		http://example.org/6807534#Agent700-37	
Rai, V. Ravishankar	12714709500832500000	1.27147095008325E+020	1	Person		http://example.org/6790549#Agent700-31	
Bai, Jamuna A. (Jamuna Aswathanarayn)	30983017	309830172;425147093762625002231	1	Person		http://example.org/6790549#Agent700-32	
Rai, V. Ravishankar	12714709500832500000	1.27147095008325E+020	1	Person		http://example.org/6802799#Agent700-35	
Bai, Jamuna A. (Jamuna Aswathanarayn)	30983017	309830172;425147093762625002231	1	Person		http://example.org/6802799#Agent700-36	
Abhilash				Person		http://example.org/6812786#Agent700-27	
Pandey, B. D				Person		http://example.org/6812786#Agent700-28	
Natarajan, K. A., Prof				Person		http://example.org/6812786#Agent700-29	
Black, Jacquelyn G	29752257	29752257;254525980;20908752	0.9473684211	Person		http://example.org/6849461#Agent100-10	
Black, Laura J				Person		http://example.org/6849461#Agent700-21	
Bauman, Robert W	7076114	70761143	0.9411764706	Person		http://example.org/6713422#Agent100-19	
Reese, Robert B. (Robert Bryan), 1958-	27318028	273180289	1	Person		http://example.org/6712457#Agent100-18	
Berg, A. van den (Albert)	16109950		1	Person		http://example.org/6812826#Agent700-45	
Segerink, Loes	31491172		1	Person		http://example.org/6812826#Agent700-46	
Fatoyinbo, Henry C				Person		http://example.org/6759412#Agent700-44	
Labeed, Fatime H				Person		http://example.org/6759412#Agent700-45	
Wüthrich, Rolf	3885411	38854116;	1	Person		http://example.org/6809418#Agent100-18	
Ziki, Jana D. Abou				Person		http://example.org/6809418#Agent700-33	
Chen, J.-H. (Jyh-Hong)	4095700	40957005	1	Person		http://example.org/6716604#Agent100-19	
Cao, R				Person		http://example.org/6716604#Agent700-33	
Chen, Vivien J. H	24315941	24315941;	0.9444444444	Person		http://example.org/6752340#Agent100-19	
Cao, R				Person		http://example.org/6752340#Agent700-33	
Ray, Ramesh C	56888961	56888961;99552459;460146998428018940962	0.9285714286	Person		http://example.org/6798650#Agent700-33	
Montet, Didier	7886710	78867107	1	Person		http://example.org/6798650#Agent700-34	
Laurell, Thomas	737762	7377625	1	Person		http://example.org/6812836#Agent700-44	
Lenshof, Andreas	31490049	314900492	1	Person		http://example.org/6812836#Agent700-45	
Barton, Blain	31710845	317108451	1	Person		http://example.org/6855914#Agent100-14	
Lanham, Tracey				Person		http://example.org/6855914#Agent700-28	
Microsoft Corporation				Organization		http://example.org/6855914#Agent710-29	
Ford, Jerry Lee	10086025	100860252	1	Person		http://example.org/6630462#Agent100-19	
Ford, Jerry Lee	10086025	100860252	1	Person		http://example.org/6577802#Agent100-18	
Crastnopol, Margaret	31146395	311463957	1	Person		http://example.org/6849923#Agent100-22	
Ong, K. C. G	16120337	161203370	0.9230769231	Person		http://example.org/6786208#Agent100-14	
Akbarnezhad, Ali	17614820772320000000	1.761482077232E+020	0.9411764706	Person		http://example.org/6786208#Agent700-30	
Ameta, Suresh C	41665472	41665472;309594975;5632149296244280670001	0.9375	Person		http://example.org/6786267#Agent700-28	
Punjabi, Pinki B	30549631	305496312	0.9411764706	Person		http://example.org/6786267#Agent700-29	
Ameta, Rakshit	30519250	305192509	0.9333333333	Person		http://example.org/6786267#Agent700-30	
Ameta, Chetna	31349454	313494540	1	Person		http://example.org/6786267#Agent700-31	
Brettell, Caroline	1967507	19675076;108627460	1	Person		http://example.org/6756417#Agent700-23	
Hollifield, James Frank, 1954-	9790978	97909783	0.8823529412	Person		http://example.org/6756417#Agent700-24	
Renfrew, Alistair	7165040	71650405;310617096	1	Person		http://example.org/6785985#Agent100-23	
Bakhtin, M. M. (Mikhail Mikhaĭlovich), 1895-1975	8895879	88958796;	1	Person		http://example.org/6785985#Agent600-35	
Tyulkina, Svetlana	31182502	311825029;3841149368839585980005	1	Person		http://example.org/6811097#Agent100-20	
Schaepdrijver, Sophie de				Person		http://example.org/6811039#Agent700-31	
Miller, Ronald D., 1939-	21045516	210455161	0.8571428571	Person		http://example.org/6774763#Agent700-39	
Rappaport, Theodore S., 1960-	644214906837657000000	6.44214906837657E+021	0.9310344828	Person		http://example.org/6790408#Agent100-17	
Heath, Robert W. (Robert William), 1931-	6788428	67884281;	1	Person		http://example.org/6790408#Agent700-30	
Daniels, Robert C. (Robert Clark), 1980-	30981804	309818047	1	Person		http://example.org/6790408#Agent700-31	
Murdock, James N. (James Nelson), 1986-	30981804	309818049	1	Person		http://example.org/6790408#Agent700-32	
Farneti, Roberto	5880349	58803497;;280718243	1	Person		http://example.org/6815338#Agent100-14	
Greenfield, Susan	56637180	56637180;;	0.9444444444	Person		http://example.org/6813609#Agent100-17	
McKenzie, Stephen, 1960-	29118850	291188501	0.8571428571	Person		http://example.org/6712463#Agent100-18	
Alidina, Shamash	16087442	160874427;4911148390879610830007	1	Person		http://example.org/6809351#Agent100-18	
McCollum, Eric E	271088667	271088667;176356147	0.9411764706	Person		http://example.org/6711774#Agent100-19	
Zarbock, Gerhard	27431167	274311672	1	Person		http://example.org/6797149#Agent100-20	
Ammann, Axel	22412903	224129037	1	Person		http://example.org/6797149#Agent700-34	
Lynch, Siobhan, Ph. D	31071573	310715738	0.9545454545	Person		http://example.org/6797149#Agent700-35	
Ringer, Silka	22676344	226763445	1	Person		http://example.org/6797149#Agent700-36	
Cayoun, Bruno A	15997860	159978606	0.9375	Person		http://example.org/6797134#Agent100-19	
Follette, Victoria M	269249	2692492	0.9523809524	Person		http://example.org/6805249#Agent700-36	
Briere, John	2475572	24755725;;	1	Person		http://example.org/6805249#Agent700-37	
Rozelle, Deborah, 1954-	31177244	311772440	1	Person		http://example.org/6805249#Agent700-38	
Hopper, James W	31177243	311772433	0.9375	Person		http://example.org/6805249#Agent700-39	
Rome, David I				Person		http://example.org/6805249#Agent700-40	
Follette, Victoria M	269249	2692492	0.9523809524	Person		http://example.org/6733380#Agent700-36	
Briere, John	2475572	24755725;;	1	Person		http://example.org/6733380#Agent700-37	
Rozelle, Deborah, 1954-	31177244	311772440	1	Person		http://example.org/6733380#Agent700-38	
Hopper, James W	31177243	311772433	0.9375	Person		http://example.org/6733380#Agent700-39	
Rome, David I				Person		http://example.org/6733380#Agent700-40	
Gelles, David (Business journalist)	31349806	313498064	1	Person		http://example.org/6815360#Agent100-15	
Georgalis, Nicholas, 1944-	1012785	10127855	0.8666666667	Person		http://example.org/6785987#Agent100-20	
Fodor, Jerry A	91461061	91461061;223783752;316936631	0.9333333333	Person		http://example.org/6802757#Agent100-18	
Epley, Nicholas	30746019	307460197;153149366210085601193;311192707	1	Person		http://example.org/6803465#Agent100-13	
Gallagher, Collin				Person		http://example.org/6752695#Agent700-34	
Asselstine, Shane	31147121	311471219	1	Person		http://example.org/6752695#Agent700-35	
Cadenhead, Rogers	11692656	116926565	1	Person		http://example.org/6784343#Agent100-18	
Stay, Jesse	8630722	86307224	0.9166666667	Person		http://example.org/6736151#Agent100-19	
Stay, Thomas	31329053	313290535	0.9230769231	Person		http://example.org/6736151#Agent700-34	
Keeling, Arn	2169054	21690549;333145858286123022689	1	Person		http://example.org/6812260#Agent700-44	
Sandlos, John, 1970-	11976385	119763859	1	Person		http://example.org/6812260#Agent700-45	
Lapp, Diane	65258710	65258710;;	0.9166666667	Person		http://example.org/6775958#Agent100-17	
Wolsey, Thomas DeVere	2898984	28989843;246664884	1	Person		http://example.org/6775958#Agent700-31	
Wood, Karen D	73050310	73050310;305772654;248971027	0.9285714286	Person		http://example.org/6775958#Agent700-32	
Lavielle, Marc	19786283	197862836	1	Person		http://example.org/6677755#Agent100-15	
Ivankova, Nataliya V	31061659	310616593	0.9523809524	Person		http://example.org/6803516#Agent100-17	
Curry, Leslie (Leslie A.)	18244546	182445460	1	Person		http://example.org/6815359#Agent100-22	
Nunez-Smith, Marcella	30743557	307435578;112144782697401613205;	1	Person		http://example.org/6815359#Agent700-38	
Wei, June	3810648		1	Person		http://example.org/6749000#Agent700-28	
Whitehouse, David, 1981-	25489983	254899835	0.9583333333	Person		http://example.org/6815317#Agent100-14	
Karlen, Walter	30875764	308757645;	1	Person		http://example.org/6677736#Agent700-28	
Wang, Yufeng (Computer scientist)	30742893	307428932	1	Person		http://example.org/6798581#Agent100-19	
Ma, Jianhua, 1962-	8565234	85652346	1	Person		http://example.org/6798581#Agent700-33	
Wang, Yufeng (Computer scientist)	30742893	307428932	1	Person		http://example.org/6677718#Agent100-15	
Ma, Jianhua, 1962-	8565234	85652346	1	Person		http://example.org/6677718#Agent700-30	
Silva, Adriana de Souza e	202149366457786000000	202149366457785602428;	1	Person		http://example.org/6678513#Agent700-32	
Sheller, Mimi	44592171		1	Person		http://example.org/6678513#Agent700-33	
Mulready-Stone, Kristin	18614971735231100000	1.86149717352311E+020	1	Person		http://example.org/6807452#Agent100-22	
Gianni, Daniele	31146142	311461426	1	Person		http://example.org/6786201#Agent700-28	
D'Ambrogio, Andrea	31146142	311461428	1	Person		http://example.org/6786201#Agent700-29	
Tolk, Andreas	807120	8071203	0.9285714286	Person		http://example.org/6786201#Agent700-30	
Rainey, Larry B	10773762	107737629	0.9375	Person		http://example.org/6797100#Agent700-32	
Tolk, Andreas	807120	8071203	0.9285714286	Person		http://example.org/6797100#Agent700-33	
Athienitis, Andreas K., 1957-	6842836	68428363	0.8787878788	Person		http://example.org/6855809#Agent700-33	
Brien, William O				Person		http://example.org/6855809#Agent700-34	
Miller, Thomas W				Person		http://example.org/6760213#Agent100-14	
Pawlowsky-Glahn, Vera	315558111	315558111;245430249	1	Person		http://example.org/6855790#Agent100-19	
Egozcue, Juan J., 1950-	8671659	86716592	1	Person		http://example.org/6855790#Agent700-35	
Tolosana-Delgado, Raimon	315558153	315558153;305176034	1	Person		http://example.org/6855790#Agent700-36	
Pan, J. (Jingzhe)	31177577	311775777	1	Person		http://example.org/6809368#Agent700-33	
Weirich, Paul, 1946-	8527896	85278967	0.8333333333	Person		http://example.org/6807443#Agent100-25	
Trost, Barry M	80265515	80265515;	0.9333333333	Person		http://example.org/6773339#Agent700-36	
Li, Chao-Jun	4954721	49547217;;	1	Person		http://example.org/6773339#Agent700-37	
Avocetien, Kenneth				Person		http://example.org/6773339#Agent700-38	
Chambers, Michele	288874568	288874568;	0.9444444444	Person		http://example.org/6659399#Agent100-18	
Dinsmore, Thomas W	31072852	310728526	0.9473684211	Person		http://example.org/6659399#Agent700-32	
Chambers, Michele	288874568	288874568;	0.9444444444	Person		http://example.org/6740275#Agent100-16	
Dinsmore, Thomas W	31072852	310728526	0.9473684211	Person		http://example.org/6740275#Agent700-30	
Golombok, Susan	6164866	61648661	0.9375	Person		http://example.org/6849258#Agent100-14	
Bartrop, Paul R. (Paul Robert), 1955-	7455918	74559185;	1	Person		http://example.org/6799594#Agent700-30	
Jacobs, Steven L., 1947-	27733049	277330499	1	Person		http://example.org/6799594#Agent700-31	
Joyce, Simon, 1963-	6917006	69170061	0.8260869565	Person		http://example.org/6766101#Agent100-23	
Sherry, Vincent B	19694369	19694369;;309623301	0.9444444444	Person		http://example.org/6815597#Agent100-19	
Polka, Brayton	3448585	34485856;307492673;109126933	1	Person		http://example.org/6809508#Agent100-18	
Wagner, Richard, 1813-1883	29732107		0.962962963	Person		http://example.org/6809508#Agent600-31	
Nietzsche, Friedrich Wilhelm, 1844-1900	8979847	89798474;;	1	Person		http://example.org/6809508#Agent600-32	
Fisher, J. (Julie)	16565606	165656066;282653193;263291341	1	Person		http://example.org/6748939#Agent700-28	
Moldoveanu, Șerban	69170884	69170884;311482476;240847757	0.8095238095	Person		http://example.org/6812005#Agent100-19	
David, Víctor				Person		http://example.org/6812005#Agent700-34	
Kondepudi, Dilip, 1952-	10937116	109371162	1	Person		http://example.org/6798503#Agent100-19	
Prigogine, I. (Ilya)	9987696	99876969	1	Person		http://example.org/6798503#Agent700-32	
Kondepudi, Dilip, 1952-	10937116	109371162	1	Person		http://example.org/6774296#Agent100-19	
Prigogine, I. (Ilya)	9987696	99876969	1	Person		http://example.org/6774296#Agent700-32	
Honjō, Tasuku	39286718	39286718;	1	Person		http://example.org/6811980#Agent700-44	
Reth, Michael	16042719	160427192;;307270290	1	Person		http://example.org/6811980#Agent700-45	
Radbruch, A. (Andreas)	272295097		1	Person		http://example.org/6811980#Agent700-46	
Alt, Frederick W	7452019		0.9411764706	Person		http://example.org/6811980#Agent700-47	
Tang, Yi-Wei				Person		http://example.org/6752272#Agent700-40	
Zhou, Ruhong	30982963		0.9230769231	Person		http://example.org/6804835#Agent700-30	
Kukol, Andreas	161368619	161368619;	0.9333333333	Person		http://example.org/6735484#Agent700-44	
May, Paul W				Person		http://example.org/6805613#Agent100-17	
Cotton, S. A. (Simon A.), 1946-	4135665	41356655;9199149068555865730004	1	Person		http://example.org/6805613#Agent700-34	
May, Paul W				Person		http://example.org/6798771#Agent100-18	
Cotton, S. A. (Simon A.), 1946-	4135665	41356655;9199149068555865730004	1	Person		http://example.org/6798771#Agent700-31	
Baebler, Erin	30981859	309818599	1	Person		http://example.org/6752682#Agent100-18	
Galloway, Lara	30981859	309818598	1	Person		http://example.org/6752682#Agent700-35	
Lind, Per, 1940-....	38535256	Cannot parse to number	;	Person		http://example.org/6659230#Agent100-21	
Kurti, Richard	22117975	221179750;306296043;4489149662184407020003	1	Person		http://example.org/6756800#Agent100-19	
Radamson, Henry	31328900		0.8333333333	Person		http://example.org/6752283#Agent100-22	
