Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4
Macdonald Physics Laboratory. Ice Research Project			Macdonald Physics Laboratory. Ice Research Project				Macdonald Physics Laboratory. Ice Research Project			Organization		http://example.org/1003418#Agent110-10
Federal Deposit Insurance Corporation	n81013186	100	Federal Deposit Insurance Corporation		n81013186		Federal Deposit Insurance Corporation	n81013186	0.918918918918919	Organization		http://example.org/1000929#Agent110-14
Federal Deposit Insurance Corporation	n81013186	100	Federal Deposit Insurance Corporation		n81013186		Federal Deposit Insurance Corporation	n81013186	0.918918918918919	Organization		http://example.org/1000929#Agent610-28
Lewis, Richard A.	n86809204	100	Lewis, Richard A				Lewis, Richard A			Person		http://example.org/1071270#Agent100-12
McLaren, Norman Loyall, 1892?-1977	n86026137	100	McLaren, Norman Loyall, 1892?-1977	n86026137	n86026137	1	McLaren, Norman Loyall, 1892?-1977			Person		http://example.org/1018797#Agent100-10
Canada. Foreign Exchange Control Board	no2009116930	100	Canada. Foreign Exchange Control Board		no2009116930		Canada. Foreign Exchange Control Board	no2009116930	1	Jurisdiction		http://example.org/1000969#Agent110-11
Canada. Foreign Exchange Control Board	no2009116930	100	Canada. Foreign Exchange Control Board		no2009116930		Canada. Foreign Exchange Control Board	no2009116930	1	Jurisdiction		http://example.org/1000969#Agent610-21
Alcoholism Commission of Saskatchewan	n84200712	100	Alcoholism Commission of Saskatchewan		n84200712		Alcoholism Commission of Saskatchewan	n84200712	1	Organization		http://example.org/1000553#Agent110-16
Brookings Institution	n81067841	100	Brookings Institution		n81067841		Brookings Institution	n81067841	0.9545454545454546	Organization		http://example.org/1001117#Agent110-11
Brookings Institution	n81067841	100	Brookings Institution		n81067841		Brookings Institution	n81067841	0.9545454545454546	Organization		http://example.org/1001117#Agent610-25
Brookings Institution	n81067841	100	Brookings Institution		n81067841		Brookings Institution	n81067841	0.9545454545454546	Organization		http://example.org/1001117#Agent710-28
World Bank	n79043403	100	World Bank		n79043403		World Bank	n79043403	0.9090909090909091	Organization		http://example.org/1000919#Agent610-27
World Bank. Operations Evaluation Department	n83055126	100	World Bank. Operations Evaluation Department		n83055126		World Bank. Operations Evaluation Department	n83055126	1	Organization		http://example.org/1000919#Agent710-29
World Bank	n79043403	100	World Bank		n79043403		World Bank	n79043403	0.9090909090909091	Organization		http://example.org/1000919#Agent710-30
Kantor, J. R. (Jacob Robert), 1888-1984	n50045949	100	Kantor, J. R. (Jacob Robert), 1888-1984	n50045949	n50045949	1	Kantor, J. R. (Jacob Robert), 1888-1984			Person		http://example.org/1094378#Agent100-10
Ritzer, George	n79055899	100	Ritzer, George	n79055899	n79055899	1	Ritzer, George			Person		http://example.org/1013318#Agent100-14
Trice, Harrison Miller, 1920-	n50011785	100	Trice, Harrison Miller, 1920- 	n50011785	n50011785	0.8787878787878788	Trice, Harrison Miller, 1920- 			Person		http://example.org/1013318#Agent700-25
New York State School of Industrial and Labor Relations	n81063067	100	New York State School of Industrial and Labor Relations		n81063067		New York State School of Industrial and Labor Relations	n81063067	0.9272727272727272	Organization		http://example.org/1013318#Agent710-26
Straus, Ralph, 1882-1950	no92032942	100	Straus, Ralph, 1882-1950	no92032942	no92032942	1	Straus, Ralph, 1882-1950			Person		http://example.org/1016466#Agent100-10
Sette of Odd Volumes (Book club)	n83184867	100	Sette of Odd Volumes (Book club)		n83184867		Sette of Odd Volumes (Book club)	n83184867	1	Organization		http://example.org/1016466#Agent610-19
Rymer, Thomas, 1641-1713	n50022044	100	Rymer, Thomas, 1641-1713	n50022044	n50022044	1	Rymer, Thomas, 1641-1713			Person		http://example.org/101480#Agent700-17
R. T.	n82243695	100	R. T				R. T			Person		http://example.org/101480#Agent700-18
Collins, William, 1721-1759	n50026862	100	Collins, William, 1721-1759	n50026862	n50026862	1	Collins, William, 1721-1759			Person		http://example.org/106208#Agent100-9
Boswell, James, 1740-1795	n79018795	100	Boswell, James, 1740-1795	n79018795	n79018795	1	Boswell, James, 1740-1795			Person		http://example.org/100442#Agent100-9
Brother server			Brother server				Brother server			Person		http://example.org/1026941#Agent700-17
Hefter, Richard	n80032826	100	Hefter, Richard	n80032826	n80032826	1	Hefter, Richard			Person		http://example.org/1068556#Agent100-11
Tuḷapuḷe, Śã. Go., 1914-1994	n82071487	88	Tuḷapuḷe, Śã. Go., 1914-1994				Tuḷapuḷe, Śã. Go., 1914-1994			Person		http://example.org/1099029#Agent100-10
Fuess, Claude Moore, 1885-1963	n50041613	100	Fuess, Claude Moore, 1885-1963	n50041613	n50041613	1	Fuess, Claude Moore, 1885-1963			Person		http://example.org/1073657#Agent100-10
Phillips Academy	n79058957	100	Phillips Academy		n79058957		Phillips Academy	n79058957	1	Organization		http://example.org/1073657#Agent610-18
Schmalstieg, William R.	n78097079	100	Schmalstieg, William R	n78097079	n78097079	0.9565217391304348	Schmalstieg, William R			Person		http://example.org/1051832#Agent100-12
Herzog August Bibliothek. Helmstedt 628	n82153044	87	Herzog August Bibliothek. Helmstedt 628				Herzog August Bibliothek. Helmstedt 628			Organization		http://example.org/1065082#Agent110-11
Baxter, James Houston, 1894-1973	n50005521	100	Baxter, James Houston, 1894-1973	n50005521	n50005521	1	Baxter, James Houston, 1894-1973			Person		http://example.org/1065082#Agent700-24
Geer, Thomas	n85009987	100	Geer, Thomas	n85009987	n85009987	0.9230769230769231	Geer, Thomas			Person		http://example.org/1003624#Agent100-15
Konrád, Karel, 1899-1971	no90018383	98	Konrád, Karel, 1899-1971	no90018383	no90018383	1	Konrád, Karel, 1899-1971			Person		http://example.org/1096668#Agent100-10
Anonima Group	no2011009658	100	Anonima Group				Anonima Group			Organization		http://example.org/1085131#Agent610-19
Anonima Group	no2011009658	100	Anonima Group				Anonima Group			Organization		http://example.org/1085131#Agent710-20
Robert Hull Fleming Museum	n79092637	100	Robert Hull Fleming Museum		n79092637		Robert Hull Fleming Museum	n79092637	1	Organization		http://example.org/1085131#Agent710-21
Fedorov, Rafaelʹ Petrovich			Fedorov, Rafaelʹ Petrovich				Fedorov, Rafaelʹ Petrovich			Person		http://example.org/1014722#Agent100-9
Platzer, Harold L			Platzer, Harold L				Platzer, Harold L			Person		http://example.org/1028770#Agent100-9
Franklin Institute (Philadelphia, Pa.). Laboratories for Research and Development	n83069912	100	Franklin Institute (Philadelphia, Pa.). Laboratories for Research and Development		n83069912		Franklin Institute (Philadelphia, Pa.). Laboratories for Research and Development	n83069912	1	Organization		http://example.org/1028770#Agent710-22
Stohlmann, Jürgen, 1937-			Stohlmann, Jürgen, 1937-				Stohlmann, Jürgen, 1937-			Person		http://example.org/1091162#Agent100-10
Dares, Phrygius	n83033840	100	Dares, Phrygius				Dares, Phrygius			Person		http://example.org/1091162#Agent600-18
Dares, Phrygius	n83033840	100	Dares, Phrygius				Dares, Phrygius			Person		http://example.org/1091162#Agent700-19
Mittellateinisches Jahrbuch			Mittellateinisches Jahrbuch				Mittellateinisches Jahrbuch			Organization		http://example.org/1091162#Agent810-20
Finer, S. E. (Samuel Edward), 1915-	n79133780	100	Finer, S. E. (Samuel Edward), 1915-	n79133780	n79133780	1	Finer, S. E. (Samuel Edward), 1915-			Person		http://example.org/1048045#Agent100-11
Biblioteca apostolica vaticana. (Lat. 5129)			Biblioteca apostolica vaticana. (Lat. 5129)				Biblioteca apostolica vaticana. (Lat. 5129)			Organization		http://example.org/1090258#Agent110-10
Seay, Albert	n50004931	100	Seay, Albert	n50004931	n50004931	1	Seay, Albert			Person		http://example.org/1090258#Agent700-19
Systems Research Group	n50083087	100	Systems Research Group				Systems Research Group			Organization		http://example.org/1011928#Agent110-10
Čapek, Karel, 1890-1938	n50035042	98	Čapek, Karel, 1890-1938	n50035042	n50035042	0.9583333333333334	Čapek, Karel, 1890-1938			Person		http://example.org/1096222#Agent100-10
Weatherall, M. (Marie), 1897-	n88120173	100	Weatherall, M. (Marie), 1897-	n88120173	n88120173	1	Weatherall, M. (Marie), 1897- 			Person		http://example.org/1096222#Agent700-18
Weatherall, R. (Robert), 1899-	n88120174	100	Weatherall, R. (Robert), 1899-	n88120174	n88120174	1	Weatherall, R. (Robert), 1899- 			Person		http://example.org/1096222#Agent700-19
Clifton, Lucille, 1936-2010	n79089567	100	Clifton, Lucille, 1936-2010	n79089567	n79089567	1	Clifton, Lucille, 1936-2010			Person		http://example.org/1045667#Agent100-11
Kerby, William Edward, 1938-			Kerby, William Edward, 1938-				Kerby, William Edward, 1938-			Person		http://example.org/1022998#Agent100-9
Wright, Frank Lloyd, 1867-1959	n79032932	100	Wright, Frank Lloyd, 1867-1959	n79032932	n79032932	0.967741935483871	Wright, Frank Lloyd, 1867-1959			Person		http://example.org/1080531#Agent100-15
Sir George Watson Foundation for American History, Literature, and Institutions	n50071257	100	Sir George Watson Foundation for American History, Literature, and Institutions		n50071257		Sir George Watson Foundation for American History, Literature, and Institutions	n50071257	1	Organization		http://example.org/1080531#Agent710-27
Flanigan, Patrick J			Flanigan, Patrick J				Flanigan, Patrick J			Person		http://example.org/1034648#Agent100-12
Baker, George R., 1892-1962	n00026668	100	Baker, George R., 1892-1962	n00026668	n00026668	1	Baker, George R., 1892-1962			Person		http://example.org/1034648#Agent700-23
LaFollette, Lynn G			LaFollette, Lynn G				LaFollette, Lynn G			Person		http://example.org/1034648#Agent700-24
McCallum, Hugh			McCallum, Hugh				McCallum, Hugh			Person		http://example.org/1092614#Agent100-10
Ossian	n85080264	100	Ossian				Ossian			Person		http://example.org/1092614#Agent600-18
McCallum, John	nr95032573	100	McCallum, John				McCallum, John			Person		http://example.org/1092614#Agent700-21
M'Farlan, Duncan, 1743-1841. tr			M'Farlan, Duncan, 1743-1841. tr				M'Farlan, Duncan, 1743-1841. tr			Person		http://example.org/1092614#Agent700-22
Maclachlan, Ewen, 1773-1822	no2004011976	100	Maclachlan, Ewen, 1773-1822	no2004011976	no2004011976	1	Maclachlan, Ewen, 1773-1822			Person		http://example.org/1092614#Agent700-23
Partridge, Eric, 1894-1979	n80044822	100	Partridge, Eric, 1894-1979	n80044822	n80044822	1	Partridge, Eric, 1894-1979			Person		http://example.org/1026121#Agent100-10
Addison, Joseph, 1672-1719	n80051828	100	Addison, Joseph, 1672-1719	n80051828	n80051828	0.9629629629629629	Addison, Joseph, 1672-1719			Person		http://example.org/1026121#Agent600-21
Steele, Richard, Sir, 1672-1729	n80044843	100	Steele, Richard, Sir, 1672-1729	n80044843	n80044843	1	Steele, Richard, Sir, 1672-1729			Person		http://example.org/1026121#Agent600-22
Spectator	n86006225	100	Spectator				Spectator			Person		http://example.org/1026121#Agent700-25
Dearden, Robert Rowland	nr95024995	83	Dearden, Robert Rowland				Dearden, Robert Rowland			Person		http://example.org/1031327#Agent100-11
Aitken, Robert, 1735-1802	n50034404	100	Aitken, Robert, 1735-1802	n50034404	n50034404	1	Aitken, Robert, 1735-1802			Person		http://example.org/1031327#Agent600-22
Watson, Douglas S. (Douglas Sloane)	n83139010	100	Watson, Douglas S. (Douglas Sloane)	n83139010	n83139010	1	Watson, Douglas S. (Douglas Sloane)			Person		http://example.org/1031327#Agent700-26
Washington, George, 1732-1799	n86140996	100	Washington, George, 1732-1799	n86140996	n86140996	0.9666666666666667	Washington, George, 1732-1799			Person		http://example.org/1031327#Agent700-27
Grabhorn, Edwin E.	n50037044	100	Grabhorn, Edwin E	n50037044	n50037044	0.9444444444444444	Grabhorn, Edwin E			Person		http://example.org/1031327#Agent700-28
Howell, John, 1874-1956	no2006024509	100	Howell, John, 1874-1956	no2006024509	no2006024509	1	Howell, John, 1874-1956			Person		http://example.org/1031327#Agent700-29
Caxton, William, approximately 1422-1491 or 1492	n79007370	100	Caxton, William, approximately 1422-1491 or 1492	n79007370	n79007370	1	Caxton, William, approximately 1422-1491 or 1492			Person		http://example.org/1005964#Agent600-20
Jackson, Holbrook, 1874-1948	n78083447	100	Jackson, Holbrook, 1874-1948	n78083447	n78083447	1	Jackson, Holbrook, 1874-1948			Person		http://example.org/1005964#Agent700-22
Schweinsburg, R. E.	n87148585	100	Schweinsburg, R. E	n87148585	n87148585	0.9473684210526315	Schweinsburg, R. E			Person		http://example.org/1009505#Agent100-10
L.G.L. Limited, Environmental Research Associates	n50055481	100	L.G.L. Limited, Environmental Research Associates		n50055481		L.G.L. Limited, Environmental Research Associates	n50055481	1	Organization		http://example.org/1009505#Agent710-23
Canadian Arctic Gas Pipeline Limited	n50047114	100	Canadian Arctic Gas Pipeline Limited		n50047114		Canadian Arctic Gas Pipeline Limited	n50047114	1	Organization		http://example.org/1009505#Agent710-24
University of Manitoba. Faculty of Agriculture and Home Economics	n91062914	100	University of Manitoba. Faculty of Agriculture and Home Economics		n91062914		University of Manitoba. Faculty of Agriculture and Home Economics	n91062914	1	Organization		http://example.org/105368#Agent710-27
Iowa State University. Center for Agricultural and Economic Development	n80145531	100	Iowa State University. Center for Agricultural and Economic Development		n80145531		Iowa State University. Center for Agricultural and Economic Development	n80145531	1	Organization		http://example.org/105368#Agent710-28
Sitwell, Sacheverell, 1897-1988	n79018081	100	Sitwell, Sacheverell, 1897-1988	n79018081	n79018081	1	Sitwell, Sacheverell, 1897-1988			Person		http://example.org/1062966#Agent100-9
Sitwell, Sacheverell, 1897-1988	n79018081	100	Sitwell, Sacheverell, 1897-1988	n79018081	n79018081	1	Sitwell, Sacheverell, 1897-1988			Person		http://example.org/1062966#Agent600-18
Ahsan, Syed M., 1949-	n85117725	100	Ahsan, Syed M., 1949-	n85117725	n85117725	1	Ahsan, Syed M., 1949-			Person		http://example.org/10442#Agent100-9
Filley, Alan C.	n79039547	100	Filley, Alan C	n79039547	n79039547	0.9333333333333333	Filley, Alan C			Person		http://example.org/1022724#Agent100-10
House, Robert J.	n50029262	100	House, Robert J				House, Robert J			Person		http://example.org/1022724#Agent700-20
Baker, C. H. Collins (Charles Henry Collins), 1880-1959	n84017515	100	Baker, C. H. Collins (Charles Henry Collins), 1880-1959	n84017515	n84017515	1	Baker, C. H. Collins (Charles Henry Collins), 1880-1959			Person		http://example.org/1038825#Agent100-10
Gainsborough, Thomas, 1727-1788	n79055449	100	Gainsborough, Thomas, 1727-1788	n79055449	n79055449	0.96875	Gainsborough, Thomas, 1727-1788			Person		http://example.org/1038825#Agent600-20
Henry E. Huntington Library and Art Gallery	n79049138	100	Henry E. Huntington Library and Art Gallery		n79049138		Henry E. Huntington Library and Art Gallery	n79049138	0.9772727272727273	Organization		http://example.org/1038825#Agent710-21
Berglund, C. N			Berglund, C. N				Berglund, C. N			Person		http://example.org/1078059#Agent100-9
Shimkin, Demitri Boris, 1916-			Shimkin, Demitri Boris, 1916-				Shimkin, Demitri Boris, 1916-			Person		http://example.org/1049532#Agent100-10
Shimkin, Edith M.	n88213046	100	Shimkin, Edith M	n88213046	n88213046	0.9411764705882353	Shimkin, Edith M			Person		http://example.org/1049532#Agent700-20
Lay, Clarry Harley, 1937-			Lay, Clarry Harley, 1937-				Lay, Clarry Harley, 1937-			Person		http://example.org/1024114#Agent100-10
Jackson, Douglas Northrop, 1929- 			Jackson, Douglas Northrop, 1929- 				Jackson, Douglas Northrop, 1929- 			Person		http://example.org/1024114#Agent700-23
Wolf, Peter M.	n80139305	100	Wolf, Peter M				Wolf, Peter M			Person		http://example.org/1032913#Agent100-11
New York State Urban Development Corporation	n79139445	100	New York State Urban Development Corporation		n79139445		New York State Urban Development Corporation	n79139445	1	Organization		http://example.org/1032913#Agent710-22
Whitney Museum of American Art	n79032811	100	Whitney Museum of American Art		n79032811		Whitney Museum of American Art	n79032811	0.9333333333333333	Organization		http://example.org/1032913#Agent710-23
Traxler, Arthur E. (Arthur Edwin), 1900-	no95013061	100	Traxler, Arthur E. (Arthur Edwin), 1900-	no95013061	no95013061	1	Traxler, Arthur E. (Arthur Edwin), 1900-			Person		http://example.org/1064564#Agent100-10
Townsend, Agatha	no2002065039	100	Townsend, Agatha	no2002065039	no2002065039	1	Townsend, Agatha			Person		http://example.org/1064564#Agent700-20
Indiana University Linguistics Club	n77014760	100	Indiana University Linguistics Club		n77014760		Indiana University Linguistics Club	n77014760	0.9142857142857143	Organization		http://example.org/1002542#Agent710-21
King, Alexander	n79138820	100	King, Alexander				King, Alexander			Person		http://example.org/1009222#Agent100-9
Hollins, T. H. B.	no00082977	100	Hollins, T. H. B	no00082977	no00082977	0.8125	Hollins, T. H. B			Person		http://example.org/1065699#Agent100-14
University of Leeds	n80009820	100	University of Leeds		n80009820		University of Leeds	n80009820	0.95	Organization		http://example.org/1065699#Agent710-24
Clark, Kenneth, 1903-1983	n80038419	100	Clark, Kenneth, 1903-1983	n80038419	n80038419	1	Clark, Kenneth, 1903-1983			Person		http://example.org/1059123#Agent100-12
Clark, Kenneth, 1903-1983	n80038419	100	Clark, Kenneth, 1903-1983	n80038419	n80038419	1	Clark, Kenneth, 1903-1983			Person		http://example.org/1059123#Agent600-23
Cancian, Frank	n80008814	100	Cancian, Frank	n80008814	n80008814	0.9333333333333333	Cancian, Frank			Person		http://example.org/1039413#Agent100-12
Lees-Milne, James	n78095747	100	Lees-Milne, James	n78095747	n78095747	0.9444444444444444	Lees-Milne, James			Person		http://example.org/1080920#Agent100-14
Lees-Milne, James	n78095747	100	Lees-Milne, James	n78095747	n78095747	0.9444444444444444	Lees-Milne, James			Person		http://example.org/1080920#Agent600-22
Coleman, Satis Narrona (Barton), Mrs., 1878-			Coleman, Satis Narrona (Barton), Mrs., 1878-				Coleman, Satis Narrona (Barton), Mrs., 1878-			Person		http://example.org/1044275#Agent100-10
Thorn, Alice G. (Alice Green), 1890-1942	no92016843	100	Thorn, Alice G. (Alice Green), 1890-1942	no92016843	no92016843	1	Thorn, Alice G. (Alice Green), 1890-1942			Person		http://example.org/1044275#Agent700-20
Carroll, Ruth, 1899-1999	n80039692	100	Carroll, Ruth, 1899-1999	n80039692	n80039692	1	Carroll, Ruth, 1899-1999			Person		http://example.org/1044275#Agent700-21
Lévy, Gilles, 1924-	n81089031	97	Lévy, Gilles, 1924-				Lévy, Gilles, 1924-			Person		http://example.org/1070057#Agent100-12
Cordet, Francis, 1921-	n81089030	100	Cordet, Francis, 1921-	n81089030	n81089030	1	Cordet, Francis, 1921- 			Person		http://example.org/1070057#Agent700-22
Davidson, Donald, 1893-1968	n50035654	100	Davidson, Donald, 1893-1968	n50035654	n50035654	1	Davidson, Donald, 1893-1968			Person		http://example.org/1078597#Agent100-10
Wingert, Paul S. (Paul Stover), 1900-1974	n83131098	100	Wingert, Paul S. (Paul Stover), 1900-1974	n83131098	n83131098	1	Wingert, Paul S. (Paul Stover), 1900-1974			Person		http://example.org/1081298#Agent100-11
Savelʹev, I︠U︡. S.	n80148492	100	Savelʹev, I͡U. S	n80148492	n80148492	0.8333333333333334	Savelʹev, I͡U. S			Person		http://example.org/100878#Agent100-13
Vasilʹev, G.	nr2003012360	100	Vasilʹev, G				Vasilʹev, G			Person		http://example.org/100878#Agent700-23
Wold, Milo Arlington	n80015859	100	Wold, Milo Arlington	n80015859	n80015859	0.9523809523809523	Wold, Milo Arlington			Person		http://example.org/1000300#Agent100-13
Cykler, Edmund	n80015883	100	Cykler, Edmund	n80015883	n80015883	0.9333333333333333	Cykler, Edmund			Person		http://example.org/1000300#Agent700-24
Communist International	n79011074	100	Communist International		n79011074		Communist International	n79011074	1	Organization		http://example.org/1039699#Agent610-17
Communist Party of Australia	n80023577	100	Communist Party of Australia		n80023577		Communist Party of Australia	n80023577	0.9642857142857143	Organization		http://example.org/1039699#Agent610-18
Kuusinen, O. W. (Otto Wille), 1881-1964	n84080662	100	Kuusinen, O. W. (Otto Wille), 1881-1964	n84080662	n84080662	1	Kuusinen, O. W. (Otto Wille), 1881-1964			Person		http://example.org/1039699#Agent700-19
Wood, Frederick T., 1905-			Wood, Frederick T., 1905-				Wood, Frederick T., 1905-			Person		http://example.org/1095296#Agent100-14
Hotchkiss, George Burton, 1884-1953	no92026044	100	Hotchkiss, George Burton, 1884-1953	no92026044	no92026044	1	Hotchkiss, George Burton, 1884-1953			Person		http://example.org/1014684#Agent100-10
Ly, Kim Long, 1932-			Ly, Kim Long, 1932-				Ly, Kim Long, 1932-			Person		http://example.org/1081592#Agent100-14
Harold, Gilbert, 1899-	no2005101096	100	Harold, Gilbert, 1899-	no2005101096	no2005101096	1	Harold, Gilbert, 1899-			Person		http://example.org/1024483#Agent100-11
Brown, G. Herbert (George Herbert)	n85252386	100	Brown, G. Herbert (George Herbert)	n85252386	n85252386	1	Brown, G. Herbert (George Herbert)			Person		http://example.org/103644#Agent100-11
Gow, Niel, 1727-1807	n86870013	100	Gow, Niel, 1727-1807	n86870013	n86870013	1	Gow, Niel, 1727-1807			Person		http://example.org/103644#Agent700-22
Institute of Chartered Accountants of Scotland	n81133563	100	Institute of Chartered Accountants of Scotland		n81133563		Institute of Chartered Accountants of Scotland	n81133563	0.9782608695652174	Organization		http://example.org/103644#Agent710-23
Hewlett, John D.	n81124531	100	Hewlett, John D	n81124531	n81124531	0.9375	Hewlett, John D			Person		http://example.org/1024463#Agent100-9
Nutter, Wade L.	n85209618	100	Nutter, Wade L	n85209618	n85209618	0.9333333333333333	Nutter, Wade L			Person		http://example.org/1024463#Agent700-19
Foster, Harold J			Foster, Harold J				Foster, Harold J			Person		http://example.org/1040385#Agent100-15
Sidley, George			Sidley, George				Sidley, George			Person		http://example.org/1022583#Agent100-15
Vincent, C. J. (Clarence James)	no2008040630	100	Vincent, C. J. (Clarence James)	no2008040630	no2008040630	1	Vincent, C. J. (Clarence James)			Person		http://example.org/1094752#Agent100-10
Mountford, J. F. (James Frederick), 1897-	no2004091521	100	Mountford, J. F. (James Frederick), 1897-	no2004091521	no2004091521	1	Mountford, J. F. (James Frederick), 1897-			Person		http://example.org/1094752#Agent700-19
Grzegorczyk, Andrzej	n83319893	100	Grzegorczyk, Andrzej	n83319893	n83319893	1	Grzegorczyk, Andrzej			Person		http://example.org/1069352#Agent100-12
Norway. Kirke- og undervisningdepartmentet. Skoleavdelingen. 4de skolekontor			Norway. Kirke- og undervisningdepartmentet. Skoleavdelingen. 4de skolekontor				Norway. Kirke- og undervisningdepartmentet. Skoleavdelingen. 4de skolekontor			Jurisdiction		http://example.org/1059054#Agent110-11
Hove, Olav, 1913-	no2009108673	100	Hove, Olav, 1913-	no2009108673	no2009108673	1	Hove, Olav, 1913-			Person		http://example.org/1059054#Agent700-22
Norway. Kontoret for kulturelt samkavem med utlandet			Norway. Kontoret for kulturelt samkavem med utlandet				Norway. Kontoret for kulturelt samkavem med utlandet			Jurisdiction		http://example.org/1059054#Agent710-23
Thornton, H. V. (Hurschel Vern), 1900-1961	no94025375	100	Thornton, H. V. (Hurschel Vern), 1900-1961	no94025375	no94025375	1	Thornton, H. V. (Hurschel Vern), 1900-1961			Person		http://example.org/1045145#Agent100-11
Heap, Desmond, Sir	n50026282	100	Heap, Desmond, Sir	n50026282	n50026282	1	Heap, Desmond, Sir			Person		http://example.org/1029682#Agent100-11
Jacobsen, Gertrude Ann			Jacobsen, Gertrude Ann				Jacobsen, Gertrude Ann			Person		http://example.org/1040846#Agent100-10
Lipman, Miriam H			Lipman, Miriam H				Lipman, Miriam H			Person		http://example.org/1040846#Agent700-20
Clark, Arch. B. (Archibald Brown)	no2009125389	100	Clark, Arch. B. (Archibald Brown)	no2009125389	no2009125389	1	Clark, Arch. B. (Archibald Brown)			Person		http://example.org/1012632#Agent100-10
Cash, H. J			Cash, H. J				Cash, H. J			Person		http://example.org/1032444#Agent100-15
Morland, Nigel, 1905-1986	n50006328	100	Morland, Nigel, 1905-1986	n50006328	n50006328	1	Morland, Nigel, 1905-1986			Person		http://example.org/1028584#Agent100-11
Sherif, Muzafer, 1906-1988	n50023066	100	Sherif, Muzafer, 1906-1988	n50023066	n50023066	1	Sherif, Muzafer, 1906-1988			Person		http://example.org/1023061#Agent100-11
Murphy, Gardner, 1895-1979	n78095338	100	Murphy, Gardner, 1895-1979	n78095338	n78095338	1	Murphy, Gardner, 1895-1979			Person		http://example.org/1023061#Agent700-20
Sherif, Muzafer, 1906-1988	n50023066	100	Sherif, Muzafer, 1906-1988	n50023066	n50023066	1	Sherif, Muzafer, 1906-1988			Person		http://example.org/1023063#Agent100-17
Sherif, Carolyn W.	n50023065	100	Sherif, Carolyn W	n50023065	n50023065	0.9444444444444444	Sherif, Carolyn W			Person		http://example.org/1023063#Agent700-27
Narváez, Ricardo A., 1921-	n84190219	98	Narváez, Ricardo A., 1921-	n84190219	n84190219	0.9615384615384616	Narváez, Ricardo A., 1921-			Person		http://example.org/1095061#Agent100-11
Wolman, Leo, 1890-1961	n97000235	100	Wolman, Leo, 1890-1961	n97000235	n97000235	1	Wolman, Leo, 1890-1961			Person		http://example.org/1002154#Agent100-11
Catalyne, Alice Ray	no2004080563	100	Catalyne, Alice Ray	no2004080563	no2004080563	1	Catalyne, Alice Ray			Person		http://example.org/1082062#Agent100-10
Costas, Procope Sarantos			Costas, Procope Sarantos				Costas, Procope Sarantos			Person		http://example.org/1090126#Agent100-10
Rudden, Bernard	n80159131	100	Rudden, Bernard	n80159131	n80159131	1	Rudden, Bernard			Person		http://example.org/103701#Agent100-10
Moseley, Hywel			Moseley, Hywel				Moseley, Hywel			Person		http://example.org/103701#Agent700-20
Nokes, Gerald Dacre			Nokes, Gerald Dacre				Nokes, Gerald Dacre			Person		http://example.org/103701#Agent700-21
Raleigh, Thomas, Sir, 1850-1920	n87837685	100	Raleigh, Thomas, Sir, 1850-1920	n87837685	n87837685	1	Raleigh, Thomas, Sir, 1850-1920			Person		http://example.org/103702#Agent100-10
Harris, Bryan	n88628858	92	Harris, Bryan				Harris, Bryan			Person		http://example.org/103693#Agent100-10
Ryan, Gerard	no97016059	100	Ryan, Gerard				Ryan, Gerard			Person		http://example.org/103693#Agent700-21
Great Britain	n79023147	100	Great Britain				Great Britain			Jurisdiction		http://example.org/103693#Agent710-22
Applegate, Joseph R.	no00050005	100	Applegate, Joseph R	no00050005	no00050005	0.95	Applegate, Joseph R			Person		http://example.org/1098622#Agent100-10
American Council of Learned Societies Devoted to Humanistic Studies. Program in Oriental Languages. Publications			American Council of Learned Societies Devoted to Humanistic Studies. Program in Oriental Languages. Publications				American Council of Learned Societies Devoted to Humanistic Studies. Program in Oriental Languages. Publications			Organization		http://example.org/1098622#Agent810-19
Lytle, Andrew Nelson, 1902-1995	n50043061	100	Lytle, Andrew Nelson, 1902-1995	n50043061	n50043061	1	Lytle, Andrew Nelson, 1902-1995			Person		http://example.org/1021917#Agent100-10
Gayfer, Margaret	n85019472	100	Gayfer, Margaret	n85019472	n85019472	1	Gayfer, Margaret			Person		http://example.org/1075003#Agent100-13
Miller, R. J. (Ronald John), 1942-	n90685339	100	Miller, R. J. (Ronald John), 1942-	n90685339	n90685339	1	Miller, R. J. (Ronald John), 1942-			Person		http://example.org/1054238#Agent100-15
McArthur, G. R			McArthur, G. R				McArthur, G. R			Person		http://example.org/1054238#Agent700-27
Alberta. Public Lands Division	n82135748	100	Alberta. Public Lands Division		n82135748		Alberta. Public Lands Division	n82135748	1	Jurisdiction		http://example.org/1054238#Agent710-28
Alberta Land Use Forum	n50038313	100	Alberta Land Use Forum		n50038313		Alberta Land Use Forum	n50038313	1	Organization		http://example.org/1054238#Agent710-29
Emden, A. B. (Alfred Brotherston), 1888-1979	n50012438	100	Emden, A. B. (Alfred Brotherston), 1888-1979	n50012438	n50012438	1	Emden, A. B. (Alfred Brotherston), 1888-1979			Person		http://example.org/1052845#Agent100-12
St. Edmund Hall (University of Oxford)	n85313215	100	St. Edmund Hall (University of Oxford)		n85313215		St. Edmund Hall (University of Oxford)	n85313215	1	Organization		http://example.org/1052845#Agent610-20
